排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,7096346,154976,33,6,第八集,93038
2,奇洛李维斯回信,48064538,537378,83,27,回信广播剧主创FT（上）,85974
3,洄天 第一季,25455024,234335,52,9,第十一期,86815
4,情蛊,37574749,410780,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,163287617,3163433,77,0,第肆季-第十期,20741
6,囚于永夜,4668861,285281,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,51811676,817791,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,早春晴朗,34582447,265764,57,24,完结FT,72230
9,奇洛李维斯回信 番外篇,810092,55309,3,2,番外 ·  庆生宴,93420
10,小蘑菇 第一季,49872280,917360,33,17,白噪音·漫步荒原,29125
11,我在无限游戏里封神 第四季,4825951,125356,31,10,第十集 · 拉塞尔公墓,86834
12,天官赐福 第四季,5047364,83327,12,0,花城生辰快乐,91718
13,天官赐福 第一季,84914506,952251,61,43,四千万福利·小剧场·从前有一位名师,52400
14,魔道祖师 第一季,258395482,2261968,39,22,主创FT<下>,15861
15,我在无限游戏里封神 第一季,72517711,981801,64,14,线下漫展VLOG,52347
16,见春天,12854508,227032,54,8,魏清越书信·02,80533
17,伪装学渣 第一季,102416894,1932574,30,17,千万福利·“叫妈妈”,58262
18,迪奥先生 第一季,79253496,1075402,30,15,王氏破产 铃声,23329
19,虚拟偶像团综丨《NEW DAYS（一起又出发）》,28647092,110874,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
20,一颗苹果,12833786,148806,80,34,启动音试听 · 谢青寄,90818
21,我喜欢你的信息素 第一季,99439539,1502142,48,21,四千万福利,58217
22,放学等我 第二季,30458886,437773,42,16,番外·恋爱纪念日,68837
23,小蘑菇 第二季,50947027,498176,48,34,破亿福利·《风过荒野》主役版,39605
24,交易沦陷,28042907,170835,138,99,特别福利·星空沦陷,54171
25,台风眼 第一季,34751883,293276,53,20,千万福利·富士山在等一片云,52404
26,将进酒 第一季,105315024,1432598,59,16,完结FT,25944
27,某某 第一季,97600614,1708274,43,28,伴奏|《梧桐说》,58219
28,重生之将门毒后 第一季,92629021,827215,82,27,主役reaction·片段03,43922
29,娘娘腔,37192856,706965,31,0,主役听剧Reaction,46640
30,于是麦麦决定离家出走,5354719,104122,49,31,花絮10,86179
31,坠落,10562062,171843,59,22,台风眼S02E17,76041
32,入蛊 全一季,417798,15553,10,4,Ⱄⱄᐝ第七回,93646
33,天官赐福 第三季,70212785,260207,67,43,小剧场·元宵·花灯,82040
34,再世权臣 第一季,21179218,255161,79,17,花絮07,71321
35,干涸地,1840199,80235,1,0,概念预告,86725
36,沉醉不醒,2947789,51238,31,13,第十一期,86740
37,我在无限游戏里封神 第三季,22500933,209474,91,21,破亿纪念单曲·神明所遗落的,81851
38,藏南晚星,18714445,198202,79,42,主题曲伴奏·途经,85110
39,伏特加与曼特宁,723582,45501,3,0,520小剧场·吻醒,92988
40,全球高考 第一季（全新版）,21011529,365270,37,11,— 「全季完结FT」—,60289
41,不二之臣,40701978,847865,16,0,大结局·下,25580
42,反差 全一季,7495960,58358,41,19,小剧场·家人的爱,86684
43,针锋对决,37577202,926852,19,0,完结FT  互动问答,19249
44,难哄,146063808,1573673,76,48,破亿福利·纪念FT,38074
45,FOG[电竞] 第一季,70139116,760474,39,14,2000W福利·whisper伴奏抒情版,29122
46,偷偷藏不住,202144161,2413716,89,54,2亿福利·双人电话语音,34632
47,江医生 第一季,16062245,228918,49,27,千万播放福利第四弹·小剧场·猫,81852
48,南方海啸,23505565,168223,102,68,花絮⑤,85492
49,娑婆,877788,29352,11,4,第六集,93178
50,魔道祖师 第三季,295861500,1539660,66,56,传讯符·忘羡,22602
51,液态欲望 全一季,653256,28499,21,9,EP06（下）,86692
52,吞海 第一季,50849965,524475,54,17,原创配乐·破晓,29187
53,天官赐福 第二季,71901339,349731,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
54,二哈和他的白猫师尊,15011570,99005,669,603,完结FT,81979
55,初三的六一儿童节,27347764,60253,287,255,番外9 跨年夜,85562
56,虚拟偶像团综丨《一起再出发》,90463148,250773,179,0,中秋特辑·清道夫,58225
57,这题超纲了 第一季,20484253,489818,44,17,【回放】《这题超纲了》M星直播,41369
58,判官 第一季,38004492,647724,45,21,听剧reaction,37773
59,我在无限游戏里封神 第二季（下）,20096190,246853,55,14,花絮06,76557
60,你的距离,90014204,933016,70,27,完结FT·主创版,31552
61,重生之将门毒后 第二季,41256626,378307,83,26,破亿福利·白噪音·花灯,52293
62,顶级掠食者 第二季,7500096,55172,48,17,OST·11永恒的吻,86789
63,虚拟偶像团综丨《LASER出道日》,82519601,676096,89,0,专业小课堂：电子竞技运动与管理专业,28989
64,逐玉 第一季,4420216,72523,43,14,原创配乐 · 凶夜,89245
65,偏偏宠爱,17297129,360648,49,13,四百万语音·江忍,52353
66,再世权臣 第三季（下）,323851,18125,10,5,第五集 ·  烈火真金,93437
67,虚拟偶像综艺 |《VANITY FAIR（名利场）》,27458225,126584,71,0,梦系列小剧场06·白日,78684
68,破云 第一季,58915893,1092071,20,15,圣诞特辑,59047
69,我在无限游戏里封神 第二季（上）,20014261,324252,42,11,花絮06,71605
70,魔道祖师 第二季,170554666,1414864,41,37,主役FT（下）,19059
71,夫人你马甲又掉了 第一季,64549480,1019888,25,0,小剧场3,32574
72,我喜欢你的信息素 第二季,75929327,842406,43,26,国风版·星衍,58218
73,提灯看刺刀 上季,14321398,238094,32,8,花絮·韩楚,77771
74,愚蠢的有钱人,1031698,24067,72,57,【花絮5】,93113
75,谁把谁当真,14652188,772698,4,0,第四期,726
76,AWM 第二季,57010112,692501,47,28,【店庆释出】特供番外·咦？捡了个白色手机2,24494
77,君有疾否 第一季,26706351,459734,67,56,苏世誉 ✦ 第一季启动音,34592
78,蜉蝣,401909,19172,14,3,ೀ˖˚ 小剧场·雨后屋顶,93202
79,FOG[电竞]第二季,57665854,432667,50,28,破亿特别直播回放,39588
80,君有疾否 第二季,25159379,257265,94,25,520 限定pv✦苏世誉 · 万蝶振翅,42645
81,欢迎进入梦魇直播间 第一季,23325883,191924,62,20,完结FT,75856
82,本能游戏,25352353,105155,221,158,雪地番外 · 04冰冷的家,69569
83,秉性下等,25517033,203905,99,35,两千万福利·时间的情书,64528
84,落池,68288480,1346202,15,0,落池·番外,22032
85,太傅他人人喊打 第二季,3353754,42002,34,19,番外2·《凭栏村篇》,86723
86,别来无恙 第一季,22842904,450115,48,22,1000W福利•《满心》（合唱版）,37937
87,你就当我死了吧  全一季,12724231,246549,30,0,主役版主题曲（纯享）,76841
88,失忆后死对头成了我男朋友？,4916872,97817,44,20,花絮·陆云笙,86693
89,燎原,37496352,388811,43,34,FT,63688
90,虚拟偶像综艺丨《险象环声》,82742076,435624,138,0,三千万福利·偶像问答,38165
91,欲言难止,229472,9601,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
92,逐玉 第二季,888816,15630,21,9,第十二集 · 回京,92520
93,秋燥 第一季,207995,12036,8,0,小剧场 · 第一聚,93438
94,恩客,1858742,20510,77,62,番外·重逢,91870
95,有名,22861698,163803,60,32,制作FT,52382
96,将进酒 第二季,72164600,810694,45,22,第二季完结FT,30383
97,陈年烈苟 第一季,28473036,225151,62,21,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
98,AWM 第一季,85539793,1250639,43,20,第十四集·烙印,20284
99,如果月亮不抱你,83411142,1189432,24,0,全网2000万福利突击采访,25485
100,百万UP学神天天演我 第一季,21730846,290508,73,43,花絮11,61608
