排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,15765155,188301,30,0,13031,0,0.00%,第二期,86815
2,我在无限游戏里封神 第四季,2047228,97306,11,1,4270,1273,29.81%,第一集 · 羔羊,86834
3,奇洛李维斯回信,41052463,500678,79,23,46266,23386,50.55%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,33263998,375528,61,42,45213,27778,61.44%,番外·此为情蛊,86178
5,逐玉 第一季,4067649,69978,43,14,2179,965,44.29%,原创配乐 · 凶夜,89245
6,于是麦麦决定离家出走,4069273,93017,28,16,7278,4211,57.86%,花絮02,86179
7,顶级掠食者 第二季,5229188,49132,24,9,3970,2953,74.38%,第九集,86789
8,一颗苹果,11035002,132722,73,31,10210,4033,39.50%,小剧场 · 日照金山,90818
9,反差 全一季,6099715,48684,26,8,3035,1467,48.34%,600W福利·白噪音·入睡,86684
10,天官赐福 第三季,67132941,249821,67,43,31320,25735,82.17%,小剧场·元宵·花灯,82040
11,再世权臣 第三季（上）,1912881,43939,30,7,2805,1946,69.38%,第七集 ·  相思何味,86827
12,沉醉不醒,1304847,38183,10,0,1738,0,0.00%,第二期,86740
13,太傅他人人喊打 第二季,1942847,35656,18,8,2458,1302,52.97%,第八集,86723
14,初三的六一儿童节,22399091,47729,230,198,5252,4070,77.49%,Chapter.110B 什么狗屁Inner Peace,85562
15,惹祸精,636994,24999,31,10,1198,549,45.83%,第十二集,90987
16,天官赐福 第二季,69478025,340151,61,43,36957,33610,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
17,欢迎进入梦魇直播间 第二季,4764751,39417,21,9,2915,2009,68.92%,第九集 ♱ 三个问题,90985
18,偷风不偷月 上季,7655548,122813,41,18,10089,5555,55.06%,300w福利·楚识琛（沈若臻）·风月语录,71389
19,天官赐福 第一季,82133384,935594,61,43,67513,36224,53.65%,四千万福利·小剧场·从前有一位名师,52400
20,美人印,406453,25919,8,1,1620,200,12.35%,第三集,92611
21,早春晴朗,30684276,238677,57,24,19164,12568,65.58%,完结FT,72230
22,藏南晚星,17448381,188795,79,42,18596,13588,73.07%,主题曲伴奏·途经,85110
23,我在无限游戏里封神 第三季,20876841,199225,91,21,27694,20331,73.41%,破亿纪念单曲·神明所遗落的,81851
24,逐玉 第二季,556888,11646,7,0,353,0,0.00%,第三集 · 比试,92520
25,放学等我 第一季,49559456,794331,53,18,62432,36341,58.21%,1700W福利·P-特别小剧场「2022.12.2」,64911
26,放学等我 第二季,29127919,422358,42,16,44056,34700,78.76%,番外·恋爱纪念日,68837
27,重生之将门毒后 第二季,40155498,372489,83,26,49383,33104,67.04%,破亿福利·白噪音·花灯,52293
28,偷风不偷月 下季,3277394,58745,35,17,4261,3990,93.64%,100W福利·白噪音,77591
29,小蘑菇 第二季,49030729,489102,46,33,50194,46705,93.05%,全剧五千万福利,39605
30,吞海 第一季,49420279,512163,54,17,43854,27319,62.30%,原创配乐·破晓,29187
31,将进酒 第一季,104102598,1419788,59,16,78118,53256,68.17%,完结FT,25944
32,魔道祖师 第三季,294266323,1533049,66,56,97598,90027,92.24%,传讯符·忘羡,22602
33,我在无限游戏里封神 第一季,70452756,963478,64,14,76239,42751,56.07%,线下漫展VLOG,52347
34,魔道祖师 第一季,256770811,2245590,39,22,96736,64527,66.70%,主创FT<下>,15861
35,重生之将门毒后 第一季,90695827,816622,82,27,87984,42090,47.84%,主役reaction·片段03,43922
36,小蘑菇 第一季,48484848,903388,33,17,57915,38888,67.15%,白噪音·漫步荒原,29125
37,吞海 第二季,31174000,259994,56,19,24876,23142,93.03%,新年祝福,67085
38,魔道祖师 第二季,169586352,1408283,41,37,88694,81456,91.84%,主役FT（下）,19059
39,将进酒 第二季,71366433,805879,45,22,67011,60917,90.91%,第二季完结FT,30383
40,失忆后死对头成了我男朋友？,4354037,91919,44,20,5838,3873,66.34%,花絮·陆云笙,86693
41,吞海 第三季（上）,21530400,206391,38,16,17508,16377,93.54%,OST·04 此地埋名,73221
42,我在无限游戏里封神 第二季（下）,19021353,237364,55,14,26224,22308,85.07%,花絮06,76557
43,我喜欢你的信息素 第一季,98182380,1487331,48,21,72348,45213,62.49%,四千万福利,58217
44,某某 第一季,96557554,1692854,43,28,77286,45034,58.27%,伴奏|《梧桐说》,58219
45,你的距离,88799660,925889,70,27,78130,56086,71.79%,完结FT·主创版,31552
46,吞海 第三季（下）,18432270,182335,51,18,17806,16078,90.30%,破亿纪念•抒情主役版「晓」,76879
47,欢迎进入梦魇直播间 第一季,22529052,185630,62,20,18746,8123,43.33%,完结FT,75856
48,再世权臣 第一季,20302744,248297,79,17,22848,10690,46.79%,花絮07,71321
49,我在无限游戏里封神 第二季（上）,19293126,314767,42,11,32641,28245,86.53%,花絮06,71605
50,纸飞机,9460810,178908,47,25,12586,7073,56.20%,小剧场 占有欲 ,53304
