排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,7174110,105360,18,0,7947,0,0.00%,0.00%,新年小剧场《压岁钱》,91718
2,奇洛李维斯回信,53407077,567442,98,41,53219,28380,53.33%,5.00%,OST A12 · 暗恋基本法,85974
3,一屋暗灯 全一季,12357935,201998,53,13,34048,15373,45.15%,7.61%,福利彩蛋·看星星,93038
4,我在无限游戏里封神 第四季,7565366,142365,56,15,11549,9013,78.04%,6.33%,特别放送 · emoji大挑战,86834
5,满城衣冠 全一季,2151336,52782,26,5,3054,1085,35.53%,2.06%,花絮④ · 唱戏啦,90878
6,灯花笑 上季,2354193,47428,18,4,7401,923,12.47%,1.95%,第8集,94733
7,情蛊,40871346,440930,68,49,53545,33059,61.74%,7.50%,4000w福利·山大王,86178
8,宋玉章 第一季,2719881,42846,15,0,2222,0,0.00%,0.00%,第二折 · 小团圆,86589
9,伏特加与曼特宁,1432468,60714,16,0,2622,0,0.00%,0.00%,第二期,92988
10,你的雪人能活多久 第一季,861564,48574,15,0,4363,0,0.00%,0.00%,第二集 · 现在开始同居生活？,93787
11,炽火难熄 全一季,243474,18149,10,1,1321,400,30.28%,2.20%,第三集 · 升级,94917
12,囚于永夜,816199,22969,200,161,2010,554,27.56%,2.41%,温然生日小剧场,94916
13,天官赐福 第三季,71980144,270949,68,44,33640,27799,82.64%,10.26%,小剧场·元宵·花灯,82040
14,天官赐福 第二季,73431102,359530,61,43,38557,35065,90.94%,9.75%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87044176,969965,61,43,68837,37050,53.82%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,462924,13706,12,1,1457,636,43.65%,4.64%,浊世篇·第三集,94775
17,我在无限游戏里封神 第三季,23950088,219056,91,21,30163,22476,74.52%,10.26%,破亿纪念单曲·神明所遗落的,81851
18,我在无限游戏里封神 第一季,74525687,1000332,64,14,77619,43454,55.98%,4.34%,线下漫展VLOG,52347
19,早春晴朗,36954974,277753,57,24,22468,14733,65.57%,5.30%,完结FT,72230
20,放学等我 第一季,53867341,836052,53,18,62443,36024,57.69%,4.31%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,放学等我 第二季,31656874,449526,42,16,44409,34016,76.60%,7.57%,番外·恋爱纪念日,68837
22,魔道祖师 第三季,297291699,1546075,66,56,97507,89839,92.14%,5.81%,传讯符·忘羡,22602
23,我在无限游戏里封神 第二季（下）,21098624,255966,55,14,28047,23955,85.41%,9.36%,花絮06,76557
24,台风眼 第二季,29772218,161621,50,32,14139,13084,92.54%,8.10%,完结 FT,68664
25,魔道祖师 第一季,260005935,2280663,39,22,97137,64654,66.56%,2.83%,主创FT<下>,15861
26,江医生 第一季,16939604,236469,49,27,22977,14026,61.04%,5.93%,千万播放福利第四弹·小剧场·猫,81852
27,绰约,2080782,31959,34,5,1464,525,35.86%,1.64%,200W播放纪念·裴廷约,86680
28,一颗苹果,13802524,163315,82,35,13462,5940,44.12%,3.64%,完结FT · 谢谢光临,90818
29,藏南晚星,19707196,205876,79,42,20727,15342,74.02%,7.45%,主题曲伴奏·途经,85110
30,台风眼 第一季,35759640,305919,53,20,21894,13718,62.66%,4.48%,千万福利·富士山在等一片云,52404
31,我在无限游戏里封神 第二季（上）,20699825,333055,42,11,34213,29624,86.59%,8.89%,花絮06,71605
32,魔道祖师 第二季,171462211,1421219,41,37,88861,81596,91.82%,5.74%,主役FT（下）,19059
33,再世权臣 第三季（下）,873044,25326,21,12,2292,2042,89.09%,8.06%,第十二集 ·  雨后风荷,93437
34,嫁给一个死太监 第一季,3859155,77540,34,12,4605,2565,55.70%,3.31%,新春福利音,66726
35,我喜欢你的信息素 第一季,100668478,1517797,48,21,72042,44641,61.97%,2.94%,四千万福利,58217
36,解瘾,335888,12714,18,2,792,227,28.66%,1.79%,戏曲选段❃武家坡,94782
37,沉醉不醒,4052879,56929,48,29,4808,3013,62.67%,5.29%,番外·墨源·下,86740
38,搭界 第一季,376885,15442,18,6,1559,789,50.61%,5.11%,小剧场 · 请墨宝,94617
39,降水概率百分百,1798620,27788,34,14,2689,1502,55.86%,5.41%,˚.⊹ 第十七期 ♡₊˚,93005
40,谁来言说夜晚 上季,1210660,14835,70,34,1598,853,53.38%,5.75%,第51集,94321
41,清白之年,370481,12586,13,0,1023,0,0.00%,0.00%,第四集·人生难得是欢聚,94838
42,江医生 第二季,8380978,121981,44,36,13642,12689,93.01%,10.40%,主役版·绝对,85256
43,某某 第一季,98585316,1723691,43,28,77222,45079,58.38%,2.62%,伴奏|《梧桐说》,58219
44,洄天 第一季,28121476,246366,65,14,23357,11281,48.30%,4.58%,完结语音 · 高能量S级监护人的一天,86815
45,吞海 第一季,52017221,535011,54,17,45584,28674,62.90%,5.36%,原创配乐·破晓,29187
46,重生之将门毒后 第二季,42305497,384750,83,26,50664,34094,67.29%,8.86%,破亿福利·白噪音·花灯,52293
47,我喜欢你的信息素 第二季,76697456,849250,43,26,59035,49857,84.45%,5.87%,国风版·星衍,58218
48,小蘑菇 第二季,51814290,504795,51,34,52005,47786,91.89%,9.47%,破亿电话·双人,39605
49,触礁,143130,10097,10,1,978,516,52.76%,5.11%,✰花絮·01✰,95034
50,默读 第五季,39252328,466769,47,34,46545,40143,86.25%,8.60%,电话,59100
