排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,6819077,150476,33,6,25550,8885,34.77%,5.90%,第八集,93038
2,洄天 第一季,25176436,233315,51,8,21384,9645,45.10%,4.13%,2000W特别福利 · 今日幸运值,86815
3,我在无限游戏里封神 第四季,4698643,124501,30,9,8255,5709,69.16%,4.59%,特别放送 · 大型恐怖游戏联赛火热进行中Ⅴ,86834
4,奇洛李维斯回信,47880949,536171,83,27,50068,26047,52.02%,4.86%,回信广播剧主创FT（上）,85974
5,早春晴朗,34457446,264986,57,24,21288,13953,65.54%,5.27%,完结FT,72230
6,再世权臣 第三季（下）,304707,17817,10,5,1135,960,84.58%,5.39%,第五集 ·  烈火真金,93437
7,情蛊,37458439,409781,67,48,49797,30726,61.70%,7.50%,完结FT·下,86178
8,沉醉不醒,2888804,50728,31,13,3859,2213,57.35%,4.36%,第十一期,86740
9,娑婆,858888,29133,11,4,2931,544,18.56%,1.87%,第六集,93178
10,小蘑菇 第二季,50901360,497873,48,34,51537,47410,91.99%,9.52%,破亿福利·《风过荒野》主役版,39605
11,天官赐福 第三季,70154165,259856,67,43,32383,26676,82.38%,10.27%,小剧场·元宵·花灯,82040
12,我在无限游戏里封神 第三季,22449330,209082,91,21,28848,21336,73.96%,10.20%,破亿纪念单曲·神明所遗落的,81851
13,反差 全一季,7474221,58205,41,19,4383,2709,61.81%,4.65%,小剧场·家人的爱,86684
14,小蘑菇 第一季,49826194,916888,33,17,58249,39088,67.11%,4.26%,白噪音·漫步荒原,29125
15,天官赐福 第二季,71851096,349395,61,43,37766,34360,90.98%,9.83%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,84846198,951628,61,43,68323,36698,53.71%,3.86%,四千万福利·小剧场·从前有一位名师,52400
17,放学等我 第一季,51736942,816980,53,18,62890,36314,57.74%,4.44%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,顶级掠食者 第二季,7470951,55094,48,17,5189,4191,80.77%,7.61%,OST·11永恒的吻,86789
19,放学等我 第二季,30416001,437268,42,16,44470,34491,77.56%,7.89%,番外·恋爱纪念日,68837
20,藏南晚星,18681516,197975,79,42,19804,14602,73.73%,7.38%,主题曲伴奏·途经,85110
21,初三的六一儿童节,27271525,60086,287,255,6796,5539,81.50%,9.22%,番外9 跨年夜,85562
22,我在无限游戏里封神 第一季,72447652,981039,64,14,76944,43179,56.12%,4.40%,线下漫展VLOG,52347
23,于是麦麦决定离家出走,5331392,103899,49,31,9159,5609,61.24%,5.40%,花絮10,86179
24,吞海 第一季,50812529,524126,54,17,44768,28059,62.68%,5.35%,原创配乐·破晓,29187
25,交易沦陷,27965757,170408,138,99,16912,9869,58.36%,5.79%,特别福利·星空沦陷,54171
26,太傅他人人喊打 第二季,3318791,41854,33,18,3429,2351,68.56%,5.62%,花絮08,86723
27,我在无限游戏里封神 第二季（下）,20062093,246500,55,14,27104,23112,85.27%,9.38%,花絮06,76557
28,一颗苹果,12796794,148303,80,34,12113,5248,43.33%,3.54%,启动音试听 · 谢青寄,90818
29,愚蠢的有钱人,968901,23271,69,54,1946,983,50.51%,4.22%,【花絮4】,93113
30,魔道祖师 第三季,295811434,1539431,66,56,97550,89943,92.20%,5.84%,传讯符·忘羡,22602
31,燎原,37477610,388661,43,34,39112,29771,76.12%,7.66%,FT,63688
32,魔道祖师 第一季,258339265,2261290,39,22,96947,64544,66.58%,2.85%,主创FT<下>,15861
33,吞海 第二季,32082324,267442,56,19,25660,23891,93.11%,8.93%,新年祝福,67085
34,将进酒 第一季,105275784,1432129,59,16,78284,53365,68.17%,3.73%,完结FT,25944
35,某某 第一季,97565413,1707670,43,28,77401,45124,58.30%,2.64%,伴奏|《梧桐说》,58219
36,偷风不偷月 上季,8326050,129976,41,18,10538,5897,55.96%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
37,失忆后死对头成了我男朋友？,4900558,97661,44,20,6431,4334,67.39%,4.44%,花絮·陆云笙,86693
38,吞海 第三季（上）,22185319,213346,38,16,18198,17043,93.65%,7.99%,OST·04 此地埋名,73221
39,我在无限游戏里封神 第二季（上）,19991310,323899,42,11,33385,28911,86.60%,8.93%,花絮06,71605
40,陈年烈苟 第二季,15860766,123782,57,31,14005,13205,94.29%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
41,魔道祖师 第二季,170523327,1414627,41,37,88817,81545,91.81%,5.76%,主役FT（下）,19059
42,台风眼 第二季,29115650,154024,50,32,13506,12472,92.34%,8.10%,完结 FT,68664
43,我喜欢你的信息素 第一季,99397142,1501545,48,21,72368,45046,62.25%,3.00%,四千万福利,58217
44,陈年烈苟 第一季,28447965,224853,62,21,20826,14265,68.50%,6.34%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
45,台风眼 第一季,34715719,292826,53,20,20761,13124,63.21%,4.48%,千万福利·富士山在等一片云,52404
46,吞海 第三季（下）,19150808,189408,51,18,18656,16903,90.60%,8.92%,破亿纪念•抒情主役版「晓」,76879
47,江医生 第一季,16030008,228583,49,27,22251,13432,60.37%,5.88%,千万播放福利第四弹·小剧场·猫,81852
48,伪装学渣 第一季,102381666,1931860,30,17,79852,46899,58.73%,2.43%,千万福利·“叫妈妈”,58262
49,秋燥 第一季,191935,11852,7,0,1138,0,0.00%,0.00%,第三集,93438
50,偷风不偷月 下季,3707944,63997,35,17,4662,4390,94.17%,6.86%,100W福利·白噪音,77591
