排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,16786249,192053,30,0,第二期,86815
2,伏特加与曼特宁,242696,23283,1,0,京儒♡生日快乐,92988
3,我在无限游戏里封神 第四季,2219972,100449,11,1,第一集 · 羔羊,86834
4,反差 全一季,6189373,49270,27,9,第九集·孤注的告白,86684
5,恩客,534293,12561,17,4,10·姘,91870
6,沉醉不醒,1416309,38767,12,0,ღ100万福利·早安语音·丁竞元,86740
7,伏特加与曼特宁,42285,4643,3,0,°☆. 预告 « *,92968
8,欢迎进入梦魇直播间 第二季,4967322,39975,21,9,第九集 ♱ 三个问题,90985
9,再世权臣 第三季（上）,1985448,44282,30,7,第七集 ·  相思何味,86827
10,顶级掠食者 第二季,5411430,49572,24,9,第九集,86789
11,逐玉 第二季,575688,11906,7,0,第三集 · 比试,92520
12,全球进化后我站在食物链顶端 第二季（下）,39643,5601,3,1,第十六集,92775
13,太傅他人人喊打 第二季,2032541,36019,18,8,第八集,86723
14,穿成阴鸷反派的联姻对象 第二季,593267,19957,20,11,第十集·从来都不认识他,91771
15,一诺一生 全一季,746829,26075,18,5,第七集,91354
16,美人印,430543,26442,9,2,小剧场1-病娇弟弟,92611
17,降水概率百分百,142362,9202,4,0,倒计时2天,93005
18,语义错误 第一季,2622445,22211,14,2,花絮>ERROR TIME 02,92155
19,余污 第一季,124703,10581,7,0,主题曲·烬中书,92701
20,君有疾否,1203089,29998,61,33,第44集,90896
21,第二十八年春II,96433,4026,2,0,第五期,92633
22,落火 全一季,139579,10064,9,0,第一集,92245
23,重回我爸少年时 第一季,1178242,15498,40,11,第八集,91872
24,沉浮事,51352,4527,8,0,第陆集 疗伤,92895
25,黑桃A,431301,11581,69,51,【主题曲ost2】,91968
26,怀火 全一季,101506,8278,10,0,第一集·心火,91418
27,不良执念清除师 全一季,862782,8364,7,0,第一集·独善其身,86818
28,迟爱,74113,4956,6,0,第一集,92710
29,这恋爱一定要谈吗,438445,17003,17,7,第九集,91787
30,六州歌头 下季,547376,8042,64,59,63 手书惊京华,92061
