排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,23096300,224575,44,6,第八期,86815
2,一屋暗灯 全一季,4793707,126911,24,3,花絮04,93038
3,我在无限游戏里封神 第四季,3905311,118153,25,7,第七集 · 记忆折叠,86834
4,奇洛李维斯回信 番外篇,612032,46431,3,2,番外 ·  庆生宴,93420
5,你的雪人能活多久 第一季,10637,5009,1,0,祝知希生日快乐,93787
6,入蛊 全一季,119354,9366,4,0,Ⱄⱄᐝ第一回,93646
7,沉醉不醒,2399302,45682,26,8,第八期,86740
8,娑婆,638225,26068,7,0,第三集,93178
9,秋燥 第一季,40797,6689,2,0,预告,93438
10,再世权臣 第三季（下）,154740,13913,5,2,第二集 ·  同舟共济,93437
11,逆鳞 第一季,18681,3971,2,0,预告 · 相思无我,93750
12,液态欲望 全一季,462610,24731,14,4,雪饼日记2.0,86692
13,愚蠢的有钱人,647100,18945,46,33,【花絮3】,93113
14,欲言难止,76674,4883,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
15,蜉蝣,225401,15968,8,0,ೀ˖˚ 小剧场·在路上,93202
16,禁区,246976,9762,43,19,27 心思,92575
17,语义错误 第一季,3644432,25668,26,9,Ep.11 INTERACTION,92155
18,落火 全一季,288334,14360,15,5,第七集,92245
19,初三的六一儿童节 第二季（上）,672306,9562,9,4,522福利音 · 懒觉福利,93154
20,降水概率百分百,776238,19855,16,3,520语音 ♡ 餐桌故事,93005
21,沉浮事,300505,10541,53,43,第伍拾集 登陆日,92895
22,余污 第一季,260319,13412,11,2,第四期,92701
23,美人印,620166,29550,18,9,第九集,92611
24,逐玉 第二季,790166,14724,17,6,第九集 · 流言,92520
25,岁岁未停,109285,6188,10,4,第五期-我们还有很多个十年,93196
26,沉入地球,60543,4727,11,0,第08集 · 关系定义,93569
27,闭嘴，你这假粉 全一季,1991820,24613,33,20,番外2 · 一日为友，终生为父,87641
28,全球进化后我站在食物链顶端 第二季（下）,146817,9698,10,6,独家采访·同居的打情骂俏,92775
29,不良执念清除师 全一季,1114871,10597,17,4,第七集·人心执念,86818
30,第二十八年春II,157822,6047,2,0,第五期,92633
