排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,8442375,119765,24,3,10945,5191,47.43%,4.33%,新年小剧场《压岁钱》,91718
2,奇洛李维斯回信,54230235,571742,98,41,53648,28747,53.58%,5.03%,OST A12 · 暗恋基本法,85974
3,你的雪人能活多久 第一季,1172551,53285,21,2,4950,537,10.85%,1.01%,百万福利 · 傅让夷,93787
4,伏特加与曼特宁,1668071,63121,21,1,3093,673,21.76%,1.07%,主题曲·私藏余温,92988
5,宋玉章 第一季,3343188,44457,19,1,2734,693,25.35%,1.56%,主题曲 · 玉堂春· 伴奏,86589
6,灯花笑 上季,2935923,52015,24,8,7953,1450,18.23%,2.79%,主题曲贰·隔雾看花,94733
7,情蛊,41495587,446197,68,49,54235,33566,61.89%,7.52%,4000w福利·山大王,86178
8,我在无限游戏里封神 第四季,7814949,144150,56,15,11808,9270,78.51%,6.43%,特别放送 · emoji大挑战,86834
9,一屋暗灯 全一季,12780398,205430,54,14,34488,15787,45.78%,7.68%,主役版主题曲▪未说的,93038
10,满城衣冠 全一季,2384264,54170,30,8,3247,1299,40.01%,2.40%,第9集 · 正义,90878
11,天官赐福 第三季,72393887,273413,68,44,33944,28077,82.72%,10.27%,小剧场·元宵·花灯,82040
12,天官赐福 第二季,73776617,361932,61,43,38767,35264,90.96%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,天官赐福 第一季,87489080,973793,61,43,68999,37166,53.86%,3.82%,四千万福利·小剧场·从前有一位名师,52400
14,早春晴朗,37579149,282382,57,24,22776,14910,65.46%,5.28%,完结FT,72230
15,炽火难熄 全一季,321318,20003,13,3,1491,594,39.84%,2.97%,第五集 · 生日快乐,94917
16,囚于永夜,1169711,28992,200,161,2746,805,29.32%,2.78%,温然生日小剧场,94916
17,沉浮事,672264,15233,14,3,1604,827,51.56%,5.43%,七夕小剧场·红线,94775
18,我在无限游戏里封神 第三季,24162412,220393,91,21,30339,22616,74.54%,10.26%,破亿纪念单曲·神明所遗落的,81851
19,放学等我 第一季,54250260,839407,53,18,62114,35939,57.86%,4.28%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31879279,451754,42,16,44434,33958,76.42%,7.52%,番外·恋爱纪念日,68837
21,藏南晚星,19925399,207657,80,43,20913,15496,74.10%,7.46%,七夕小剧场 · 小许老师买菜记,85110
22,触礁,260005,12052,15,5,1274,846,66.41%,7.02%,七夕福利音,95034
23,魔道祖师 第三季,297556061,1547223,66,56,97522,89839,92.12%,5.81%,传讯符·忘羡,22602
24,魔道祖师 第一季,260283041,2283657,39,22,97138,64615,66.52%,2.83%,主创FT<下>,15861
25,我在无限游戏里封神 第一季,74814632,1002808,64,14,77744,43542,56.01%,4.34%,线下漫展VLOG,52347
26,台风眼 第二季,29892809,162878,50,32,14263,13201,92.55%,8.10%,完结 FT,68664
27,江医生 第一季,17094616,237657,49,27,23112,14140,61.18%,5.95%,千万播放福利第四弹·小剧场·猫,81852
28,台风眼 第一季,35923381,308116,53,20,22114,13825,62.52%,4.49%,千万福利·富士山在等一片云,52404
29,魔道祖师 第二季,171624262,1422405,41,37,88900,81633,91.83%,5.74%,主役FT（下）,19059
30,我在无限游戏里封神 第二季（下）,21242734,257205,55,14,28209,24100,85.43%,9.37%,花絮06,76557
31,我喜欢你的信息素 第一季,100885934,1520125,48,21,72092,44657,61.94%,2.94%,四千万福利,58217
32,降水概率百分百,1955961,28733,39,16,2893,1678,58.00%,5.84%,七夕语音 ♡ 晚安好梦,93005
33,某某 第一季,98763576,1726105,43,28,77164,45103,58.45%,2.61%,伴奏|《梧桐说》,58219
34,江医生 第二季,8482561,122789,44,36,13748,12791,93.04%,10.42%,主役版·绝对,85256
35,我在无限游戏里封神 第二季（上）,20804813,334245,42,11,34335,29731,86.59%,8.89%,花絮06,71605
36,吞海 第一季,52216146,536614,54,17,45718,28789,62.97%,5.36%,原创配乐·破晓,29187
37,沉醉不醒,4162793,57396,50,31,4910,3094,63.01%,5.39%,დ400万福利剧场·桑拿,86740
38,绰约,2182349,32480,38,7,1539,597,38.79%,1.84%,律法小贴士·9则,86680
39,一颗苹果,13938702,165085,82,35,13646,6029,44.18%,3.65%,完结FT · 谢谢光临,90818
40,重生之将门毒后 第二季,42497937,385837,83,26,50778,34197,67.35%,8.86%,破亿福利·白噪音·花灯,52293
41,再世权臣 第三季（下）,919413,26000,21,12,2370,2112,89.11%,8.12%,第十二集 ·  雨后风荷,93437
42,我喜欢你的信息素 第二季,76841420,850469,43,26,58976,49765,84.38%,5.85%,国风版·星衍,58218
43,解瘾,432459,13538,23,4,886,351,39.62%,2.59%,福利音❃奉心,94782
44,伪装学渣 第一季,103554147,1952863,30,17,80150,47014,58.66%,2.41%,千万福利·“叫妈妈”,58262
45,洄天 第一季,28284972,247291,65,14,23477,11357,48.38%,4.59%,完结语音 · 高能量S级监护人的一天,86815
46,尾钩,140599,11820,8,0,880,0,0.00%,0.00%,第04集 · 悦国酒店,95503
47,将进酒 第一季,106600020,1447006,59,16,78379,53339,68.05%,3.69%,完结FT,25944
48,赤霞珠,271422,11894,30,19,1007,761,75.57%,6.40%,处暑福利音·饮酒小贴士·唐渡,95114
49,小蘑菇 第二季,51926940,505627,51,34,52070,47849,91.89%,9.46%,破亿电话·双人,39605
50,谁来言说夜晚 上季,1510048,15652,82,45,1681,929,55.26%,5.94%,第62集,94321
