排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,11493982,194828,51,12,启动音▪宋星阑,93038
2,奇洛李维斯回信,52064412,559758,98,41,OST A12 · 暗恋基本法,85974
3,囚于永夜,5140625,310791,1,0,织音发布会纯享PV · 概念预告,86822
4,情蛊,39848414,431735,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,165408134,3183715,78,0,第肆季-第十一期,20741
6,灯花笑 上季,1347600,38265,11,0,第4集,94733
7,放学等我 第一季,53310673,831533,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,天官赐福 第一季,86453449,965107,61,43,四千万福利·小剧场·从前有一位名师,52400
9,虚拟偶像团综丨《去世界尽头》,3692594,47388,26,0,江恪生日小剧场·原点,94354
10,洄天 第一季,27812680,244849,65,14,完结语音 · 高能量S级监护人的一天,86815
11,小蘑菇 第一季,50640613,926953,33,17,白噪音·漫步荒原,29125
12,我在无限游戏里封神 第四季,7083977,139091,56,15,特别放送 · emoji大挑战,86834
13,魔道祖师 第一季,259580524,2275952,39,22,主创FT<下>,15861
14,我在无限游戏里封神 第一季,74016487,995725,64,14,线下漫展VLOG,52347
15,天官赐福 第四季,6422952,97173,15,0,谢怜生辰快乐,91718
16,伪装学渣 第一季,103117468,1946185,30,17,千万福利·“叫妈妈”,58262
17,我喜欢你的信息素 第一季,100343740,1514005,48,21,四千万福利,58217
18,一颗苹果,13580485,160651,82,35,完结FT · 谢谢光临,90818
19,某某 第一季,98319534,1719891,43,28,伴奏|《梧桐说》,58219
20,台风眼 第一季,35508037,302725,53,20,千万福利·富士山在等一片云,52404
21,见春天,13226526,231783,54,8,魏清越书信·02,80533
22,放学等我 第二季,31339324,446747,42,16,番外·恋爱纪念日,68837
23,虚拟偶像团综丨《NEW DAYS（一起又出发）》,30773730,114239,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
24,再世权臣 第一季,21774532,259437,79,17,花絮07,71321
25,早春晴朗,36424303,275329,57,24,完结FT,72230
26,重生之将门毒后 第一季,94023012,836698,82,27,主役reaction·片段03,43922
27,将进酒 第一季,106135650,1442187,59,16,完结FT,25944
28,恒星时刻 第一季,215189,38270,1,0,歌曲《狮心》（Live）,94789
29,入戏,8860691,93575,80,54,新春语音,82289
30,迪奥先生 第一季,79572656,1077834,30,15,王氏破产 铃声,23329
31,满城衣冠 全一季,1808486,49791,17,3,第5集 · 不疯魔不成活,90878
32,干涸地,1975429,89883,1,0,概念预告,86725
33,娘娘腔,38042418,717866,31,0,主役听剧Reaction,46640
34,全球高考 第一季（全新版）,21624272,372882,37,11,— 「全季完结FT」—,60289
35,坠落,11460916,182800,59,22,番外二·新生,76041
36,于是麦麦决定离家出走,5828017,110856,52,32,启动音试听,86179
37,天官赐福 第三季,71445259,267893,67,43,小剧场·元宵·花灯,82040
38,二哈和他的白猫师尊,15937024,103785,669,603,完结FT,81979
39,判官 第一季,38509273,653225,45,21,听剧reaction,37773
40,我在无限游戏里封神 第三季,23578054,216779,91,21,破亿纪念单曲·神明所遗落的,81851
41,你的雪人能活多久 第一季,241980,33392,4,0,JUICY'S VLOG · 妈妈你看！,93787
42,奇洛李维斯回信 番外篇,1058814,67579,3,2,番外 ·  庆生宴,93420
