排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,6116683,141541,32,5,小剧场▪存钱罐,93038
2,奇洛李维斯回信,47345685,532616,83,27,回信广播剧主创FT（上）,85974
3,洄天 第一季,24537728,230300,50,8,第十期,86815
4,情蛊,37129476,407015,67,48,完结FT·下,86178
5,奇洛李维斯回信 番外篇,748324,52475,3,2,番外 ·  庆生宴,93420
6,二哈和他的白猫师尊,162812634,3159695,76,0,第肆季-第九期,20741
7,囚于永夜,4595194,280931,1,0,织音发布会纯享PV · 概念预告,86822
8,放学等我 第一季,51523447,814838,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
9,早春晴朗,34068216,262263,57,24,完结FT,72230
10,见春天,12784206,226113,54,8,魏清越书信·02,80533
11,我在无限游戏里封神 第四季,4432541,122245,29,9,第九集 · 纪念品,86834
12,天官赐福 第四季,4896873,80921,11,0,先导预告,91718
13,天官赐福 第一季,84634416,950009,61,43,四千万福利·小剧场·从前有一位名师,52400
14,魔道祖师 第一季,258180709,2259497,39,22,主创FT<下>,15861
15,我在无限游戏里封神 第一季,72245249,979110,64,14,线下漫展VLOG,52347
16,小蘑菇 第一季,49671457,915108,33,17,白噪音·漫步荒原,29125
17,伪装学渣 第一季,102285824,1929977,30,17,千万福利·“叫妈妈”,58262
18,虚拟偶像团综丨《NEW DAYS（一起又出发）》,28277678,110234,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
19,娑婆,797660,28399,10,3,第五集,93178
20,一颗苹果,12693100,146870,80,34,启动音试听 · 谢青寄,90818
21,迪奥先生 第一季,79186450,1074970,30,15,王氏破产 铃声,23329
22,交易沦陷,27741270,169176,138,99,特别福利·星空沦陷,54171
23,我喜欢你的信息素 第一季,99268940,1499895,48,21,四千万福利,58217
24,放学等我 第二季,30288491,435790,42,16,番外·恋爱纪念日,68837
25,于是麦麦决定离家出走,5255077,103201,48,30,花絮09,86179
26,将进酒 第一季,105152617,1430702,59,16,完结FT,25944
27,重生之将门毒后 第一季,92381034,825800,82,27,主役reaction·片段03,43922
28,娘娘腔,37025437,704860,31,0,主役听剧Reaction,46640
29,台风眼 第一季,34596996,291488,53,20,千万福利·富士山在等一片云,52404
30,坠落,10447979,170476,59,22,台风眼S02E17,76041
31,某某 第一季,97464628,1706072,43,28,伴奏|《梧桐说》,58219
32,小蘑菇 第二季,50718259,496564,48,34,破亿福利·《风过荒野》主役版,39605
33,再世权臣 第一季,21077669,254386,79,17,花絮07,71321
34,伏特加与曼特宁,696400,44082,3,0,520小剧场·吻醒,92988
35,天官赐福 第三季,69968620,258874,67,43,小剧场·元宵·花灯,82040
36,干涸地,1816469,78573,1,0,概念预告,86725
37,反差 全一季,7382940,57697,40,19,完结福利音·应晏哄睡,86684
38,沉醉不醒,2752874,49146,30,12,第十期,86740
39,我在无限游戏里封神 第三季,22302930,208021,91,21,破亿纪念单曲·神明所遗落的,81851
40,藏南晚星,18567234,197065,79,42,主题曲伴奏·途经,85110
41,初三的六一儿童节,27017341,59602,287,255,番外9 跨年夜,85562
42,全球高考 第一季（全新版）,20905700,363893,37,11,— 「全季完结FT」—,60289
43,难哄,145917113,1572805,76,48,破亿福利·纪念FT,38074
44,入蛊 全一季,310893,13527,8,2,Ⱄⱄᐝ第五回,93646
45,不二之臣,40621462,846898,16,0,大结局·下,25580
46,液态欲望 全一季,576010,27048,19,7,花絮03,86692
47,针锋对决,37492697,925345,19,0,完结FT  互动问答,19249
48,顶级掠食者 第二季,7372979,54794,48,17,OST·11永恒的吻,86789
49,南方海啸,23288281,167402,102,68,花絮⑤,85492
50,吞海 第一季,50691904,522987,54,17,原创配乐·破晓,29187
51,偷偷藏不住,202012991,2413116,89,54,2亿福利·双人电话语音,34632
52,魔道祖师 第三季,295667616,1538827,66,56,传讯符·忘羡,22602
53,再世权臣 第三季（下）,254995,16793,8,4,第四集 ·  白鹿祥瑞,93437
54,二哈和他的白猫师尊,14856775,98230,669,603,完结FT,81979
55,天官赐福 第二季,71686642,348488,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
56,FOG[电竞] 第一季,69983629,759425,39,14,2000W福利·whisper伴奏抒情版,29122
57,江医生 第一季,15937962,227741,49,27,千万播放福利第四弹·小剧场·猫,81852
58,判官 第一季,37917240,646782,45,21,听剧reaction,37773
59,你的距离,89880603,932211,70,27,完结FT·主创版,31552
60,虚拟偶像团综丨《一起再出发》,90187144,250338,179,0,中秋特辑·清道夫,58225
61,这题超纲了 第一季,20407981,488702,44,17,【回放】《这题超纲了》M星直播,41369
