排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,18299085,200027,33,1,15987,3988,24.95%,第三期,86815
2,我在无限游戏里封神 第四季,2503578,104399,13,2,5300,2570,48.49%,第二集 · 阴山村,86834
3,奇洛李维斯回信,42749684,506217,79,23,46847,23758,50.71%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,33970923,381552,62,43,46025,28257,61.39%,花絮13,86178
5,一屋暗灯 全一季,820439,57933,5,0,5328,0,0.00%,倒计时三,93038
6,于是麦麦决定离家出走,4373496,95807,31,18,7864,4714,59.94%,小剧场✦三分钟热度,86179
7,顶级掠食者 第二季,5763162,50392,26,10,4172,3147,75.43%,第十集,86789
8,早春晴朗,31304516,243514,57,24,19536,12805,65.55%,完结FT,72230
9,一颗苹果,11635851,136430,79,33,10756,4423,41.12%,番外2 · 苦短情长,90818
10,沉醉不醒,1598626,39937,13,0,2106,0,0.00%,第三期,86740
11,反差 全一季,6422271,50159,29,11,3249,1676,51.59%,第十集·以爱为囚,86684
12,天官赐福 第三季,68157327,251513,67,43,31480,25885,82.23%,小剧场·元宵·花灯,82040
13,初三的六一儿童节,23615354,50678,240,208,5593,4408,78.81%,番外2 小陆的故事（3）,85562
14,美人印,471324,27299,11,3,1767,347,19.64%,ost《诱他》,92611
15,惹祸精,745922,27223,33,11,1332,644,48.35%,第十三集,90987
16,我在无限游戏里封神 第三季,21152406,201052,91,21,27903,20494,73.45%,破亿纪念单曲·神明所遗落的,81851
17,偷风不偷月 上季,7783713,124151,41,18,10178,5629,55.31%,300w福利·楚识琛（沈若臻）·风月语录,71389
18,天官赐福 第二季,70236530,341721,61,43,37089,33734,90.95%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
19,天官赐福 第一季,82905915,938183,61,43,67656,36311,53.67%,四千万福利·小剧场·从前有一位名师,52400
20,藏南晚星,17648376,190440,79,42,18814,13760,73.14%,主题曲伴奏·途经,85110
21,放学等我 第一季,49907638,798219,53,18,62364,36284,58.18%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,再世权臣 第三季（上）,2128305,45059,32,8,2971,2123,71.46%,花絮03·都很敏感,86827
23,欢迎进入梦魇直播间 第二季,5302996,40972,22,10,3068,2169,70.70%,第十集 ♱ 造啊造，造了个大的,90985
24,放学等我 第二季,29333184,424839,42,16,44152,34696,78.58%,番外·恋爱纪念日,68837
25,太傅他人人喊打 第二季,2254118,36762,20,9,2618,1474,56.30%,第九集,86723
26,偷风不偷月 下季,3355932,59760,35,17,4342,4071,93.76%,100W福利·白噪音,77591
27,吞海 第一季,49662139,514175,54,17,43978,27405,62.32%,原创配乐·破晓,29187
28,我在无限游戏里封神 第一季,70782850,966404,64,14,76361,42802,56.05%,线下漫展VLOG,52347
29,恩客,738093,14540,26,13,817,328,40.15%,19·要凶，要野,91870
30,逐玉 第一季,4151722,70566,43,14,2206,984,44.61%,原创配乐 · 凶夜,89245
31,小蘑菇 第二季,49598483,490312,46,33,50262,46776,93.06%,全剧五千万福利,39605
32,魔道祖师 第三季,294511616,1534152,66,56,97625,90055,92.25%,传讯符·忘羡,22602
33,逐玉 第二季,616696,12703,9,1,401,46,11.47%,小剧场 · 小人偶,92520
34,降水概率百分百,373020,14729,7,0,972,0,0.00%,˚.⊹ 主题曲 · 雨天恋爱定律 ♡₊˚,93005
35,将进酒 第一季,104292699,1421826,59,16,78182,53303,68.18%,完结FT,25944
36,重生之将门毒后 第二季,40329714,373403,83,26,49498,33192,67.06%,破亿福利·白噪音·花灯,52293
37,我在无限游戏里封神 第二季（下）,19194383,238968,55,14,26384,22449,85.09%,花絮06,76557
38,魔道祖师 第一季,257011565,2248155,39,22,96792,64534,66.67%,主创FT<下>,15861
39,你的距离,89054127,927554,70,27,78211,56134,71.77%,完结FT·主创版,31552
40,吞海 第二季,31325659,261273,56,19,25007,23267,93.04%,新年祝福,67085
41,吞海 第三季（上）,21636288,207641,38,16,17624,16489,93.56%,OST·04 此地埋名,73221
42,魔道祖师 第二季,169729832,1409346,41,37,88741,81492,91.83%,主役FT（下）,19059
43,纸飞机,9567347,181347,47,25,12810,7161,55.90%,小剧场 占有欲 ,53304
44,小蘑菇 第一季,48750445,905387,33,17,57938,38900,67.14%,白噪音·漫步荒原,29125
45,某某 第一季,96713224,1695141,43,28,77253,45046,58.31%,伴奏|《梧桐说》,58219
46,我喜欢你的信息素 第一季,98390552,1489693,48,21,72456,45247,62.45%,四千万福利,58217
47,吞海 第三季（下）,18548887,183569,51,18,17945,16214,90.35%,破亿纪念•抒情主役版「晓」,76879
48,我在无限游戏里封神 第二季（上）,19409772,316335,42,11,32758,28352,86.55%,花絮06,71605
49,将进酒 第二季,71491017,806696,45,22,67043,60945,90.90%,第二季完结FT,30383
50,欢迎进入梦魇直播间 第一季,22699727,186792,62,20,18856,8189,43.43%,完结FT,75856
