排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,11734493,196701,52,13,33196,14678,44.22%,7.46%,番外二,93038
2,我在无限游戏里封神 第四季,7191954,139808,56,15,11122,8603,77.35%,6.15%,特别放送 · emoji大挑战,86834
3,奇洛李维斯回信,52324733,561229,98,41,52513,27884,53.10%,4.97%,OST A12 · 暗恋基本法,85974
4,满城衣冠 全一季,1859301,50264,18,3,2792,763,27.33%,1.52%,花絮③ · 日語教学,90878
5,情蛊,40028511,433409,67,48,52581,32404,61.63%,7.48%,完结FT·下,86178
6,灯花笑 上季,1546425,39801,13,0,6586,0,0.00%,0.00%,起床铃·裴云暎,94733
7,宋玉章 第一季,1857199,35409,12,0,1376,0,0.00%,0.00%,第一折 ·  金台玉章,86589
8,洄天 第一季,27880102,245149,65,14,23225,11201,48.23%,4.57%,完结语音 · 高能量S级监护人的一天,86815
9,天官赐福 第三季,71532970,268475,67,43,33282,27480,82.57%,10.24%,小剧场·元宵·花灯,82040
10,我在无限游戏里封神 第三季,23652633,217257,91,21,29924,22271,74.43%,10.25%,破亿纪念单曲·神明所遗落的,81851
11,天官赐福 第二季,73058511,357218,61,43,38403,34925,90.94%,9.78%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
12,天官赐福 第一季,86560394,965975,61,43,68724,36963,53.78%,3.83%,四千万福利·小剧场·从前有一位名师,52400
13,绰约,1966901,31452,28,3,1351,408,30.20%,1.30%,律法小贴士·5则,86680
14,一颗苹果,13628411,161243,82,35,13209,5821,44.07%,3.61%,完结FT · 谢谢光临,90818
15,理想型,1122414,15790,54,32,1380,815,59.06%,5.16%,43·不明白,93439
16,搭界 第一季,294154,14333,13,3,1428,609,42.65%,4.25%,第四集,94617
17,早春晴朗,36522887,275736,57,24,22274,14619,65.63%,5.30%,完结FT,72230
18,我在无限游戏里封神 第一季,74119519,996699,64,14,77503,43409,56.01%,4.36%,线下漫展VLOG,52347
19,囚于永夜,399954,14271,199,161,1007,266,26.42%,1.86%,番外 少爷的生日7,94916
20,放学等我 第一季,53410869,832352,53,18,62680,36079,57.56%,4.33%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,放学等我 第二季,31396075,447251,42,16,44478,34158,76.80%,7.64%,番外·恋爱纪念日,68837
22,谁来言说夜晚 上季,906706,13724,47,21,1370,625,45.62%,4.55%,第38集,94321
23,魔道祖师 第三季,296993750,1544722,66,56,97527,89875,92.15%,5.82%,传讯符·忘羡,22602
24,我在无限游戏里封神 第二季（下）,20894729,254239,55,14,27835,23764,85.37%,9.35%,花絮06,76557
25,炽火难熄 全一季,118941,14636,7,0,856,0,0.00%,0.00%,主题曲《未熄》伴奏,94917
26,伏特加与曼特宁,958756,54947,6,0,1760,0,0.00%,0.00%,主题曲·泊岸,92988
27,你的雪人能活多久 第一季,324101,35913,7,0,2690,0,0.00%,0.00%,开播前采,93787
28,魔道祖师 第一季,259662768,2276861,39,22,97141,64667,66.57%,2.84%,主创FT<下>,15861
29,再世权臣 第三季（下）,782520,24310,21,12,2147,1899,88.45%,7.81%,第十二集 ·  雨后风荷,93437
30,台风眼 第二季,29640177,160079,50,32,14012,12956,92.46%,8.09%,完结 FT,68664
31,藏南晚星,19508831,204156,79,42,20532,15203,74.05%,7.45%,主题曲伴奏·途经,85110
32,沉醉不醒,3846918,55768,43,24,4626,2870,62.04%,5.15%,番外·老友,86740
33,我在无限游戏里封神 第二季（上）,20556943,331400,42,11,34057,29489,86.59%,8.90%,花絮06,71605
34,魔道祖师 第二季,171269083,1419906,41,37,88846,81579,91.82%,5.75%,主役FT（下）,19059
35,台风眼 第一季,35558271,303318,53,20,21656,13589,62.75%,4.48%,千万福利·富士山在等一片云,52404
36,小蘑菇 第二季,51670415,503690,51,34,51928,47715,91.89%,9.47%,破亿电话·双人,39605
37,小蘑菇 第一季,50678712,927458,33,17,58444,39224,67.11%,4.23%,白噪音·漫步荒原,29125
38,清白之年,257623,11350,10,0,845,0,0.00%,0.00%,第二集·在我透明的忧伤中,94838
39,吞海 第一季,51788999,532952,54,17,45406,28554,62.89%,5.36%,原创配乐·破晓,29187
40,某某 第一季,98370095,1720555,43,28,77453,45104,58.23%,2.62%,伴奏|《梧桐说》,58219
41,默读 第五季,39193877,466137,47,34,46506,40101,86.23%,8.60%,电话,59100
42,我喜欢你的信息素 第一季,100406264,1514697,48,21,72178,44789,62.05%,2.96%,四千万福利,58217
43,江医生 第一季,16741542,234731,49,27,22796,13887,60.92%,5.92%,千万播放福利第四弹·小剧场·猫,81852
44,娑婆,1464976,35311,21,12,3472,934,26.90%,2.65%,第十二集,93178
45,合笼蛊,305387,8471,11,1,559,132,23.61%,1.56%,第三集·做梦,94418
46,嫁给一个死太监 第一季,3745189,75444,34,12,4391,2427,55.27%,3.22%,新春福利音,66726
47,解瘾,223804,11692,13,0,619,0,0.00%,0.00%,花絮2❃听说谢少爷请客吃饭,94782
48,于是麦麦决定离家出走,5859617,111162,52,32,9983,6103,61.13%,5.49%,启动音试听,86179
49,将进酒 第一季,106193688,1442758,59,16,78350,53333,68.07%,3.70%,完结FT,25944
50,入戏,8886944,93773,80,54,7569,5823,76.93%,6.21%,新春语音,82289
