排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,7284302,157439,33,6,26571,9680,36.43%,6.15%,第八集,93038
2,洄天 第一季,25629164,235135,52,9,21725,9931,45.71%,4.22%,第十一期,86815
3,我在无限游戏里封神 第四季,4913912,126031,31,10,8577,6047,70.50%,4.80%,第十集 · 拉塞尔公墓,86834
4,奇洛李维斯回信,48227096,538422,83,27,50253,26201,52.14%,4.87%,回信广播剧主创FT（上）,85974
5,早春晴朗,34686303,266346,57,24,21406,14030,65.54%,5.27%,完结FT,72230
6,情蛊,37680018,411674,67,48,50019,30879,61.73%,7.50%,完结FT·下,86178
7,再世权臣 第三季（下）,335380,18376,10,5,1192,1020,85.57%,5.55%,第五集 ·  烈火真金,93437
8,沉醉不醒,2989123,51546,31,13,3917,2269,57.93%,4.40%,第十一期,86740
9,小蘑菇 第二季,50987008,498424,48,34,51639,47511,92.01%,9.53%,破亿福利·《风过荒野》主役版,39605
10,天官赐福 第三季,70264308,260524,67,43,32456,26741,82.39%,10.26%,小剧场·元宵·花灯,82040
11,娑婆,915035,29684,12,4,2990,585,19.57%,1.97%,主题曲·色相,93178
12,我在无限游戏里封神 第三季,22549089,209818,91,21,28923,21410,74.02%,10.20%,破亿纪念单曲·神明所遗落的,81851
13,小蘑菇 第一季,49912717,917758,33,17,58256,39103,67.12%,4.26%,白噪音·漫步荒原,29125
14,天官赐福 第二季,71946592,350022,61,43,37804,34398,90.99%,9.83%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,反差 全一季,7516401,58480,41,19,4424,2743,62.00%,4.69%,小剧场·家人的爱,86684
16,天官赐福 第一季,84978959,952767,61,43,68384,36717,53.69%,3.85%,四千万福利·小剧场·从前有一位名师,52400
17,放学等我 第一季,51880195,818456,53,18,62984,36348,57.71%,4.44%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,放学等我 第二季,30498821,438206,42,16,44462,34447,77.48%,7.86%,番外·恋爱纪念日,68837
19,愚蠢的有钱人,1083004,24603,75,59,2065,1077,52.15%,4.38%,【百万福利：早安】,93113
20,我在无限游戏里封神 第一季,72584402,982378,64,14,76999,43205,56.11%,4.40%,线下漫展VLOG,52347
21,藏南晚星,18746427,198432,79,42,19864,14655,73.78%,7.39%,主题曲伴奏·途经,85110
22,于是麦麦决定离家出走,5374994,104316,49,31,9208,5640,61.25%,5.41%,花絮10,86179
23,交易沦陷,28110609,171143,138,99,16976,9906,58.35%,5.79%,特别福利·星空沦陷,54171
24,吞海 第一季,50885800,524812,54,17,44821,28096,62.68%,5.35%,原创配乐·破晓,29187
25,我在无限游戏里封神 第二季（下）,20129337,247158,55,14,27153,23157,85.28%,9.37%,花絮06,76557
26,一颗苹果,12867041,149230,80,34,12196,5296,43.42%,3.55%,启动音试听 · 谢青寄,90818
27,初三的六一儿童节,27417886,60417,287,255,6842,5584,81.61%,9.24%,番外9 跨年夜,85562
28,太傅他人人喊打 第二季,3378011,42127,34,19,3480,2405,69.11%,5.71%,番外2·《凭栏村篇》,86723
29,魔道祖师 第三季,295907341,1539877,66,56,97551,89940,92.20%,5.84%,传讯符·忘羡,22602
30,顶级掠食者 第二季,7524310,55228,48,17,5230,4232,80.92%,7.66%,OST·11永恒的吻,86789
31,魔道祖师 第一季,258446735,2262475,39,22,96973,64564,66.58%,2.85%,主创FT<下>,15861
32,将进酒 第一季,105352489,1433012,59,16,78309,53381,68.17%,3.73%,完结FT,25944
33,某某 第一季,97633129,1708865,43,28,77422,45139,58.30%,2.64%,伴奏|《梧桐说》,58219
34,吞海 第二季,32132129,267842,56,19,25695,23923,93.10%,8.93%,新年祝福,67085
35,燎原,37513969,388960,43,34,39132,29789,76.12%,7.66%,FT,63688
36,魔道祖师 第二季,170584560,1415084,41,37,88821,81549,91.81%,5.76%,主役FT（下）,19059
37,我在无限游戏里封神 第二季（上）,20035561,324546,42,11,33437,28959,86.61%,8.92%,花絮06,71605
38,我喜欢你的信息素 第一季,99479632,1502686,48,21,72387,45062,62.25%,3.00%,四千万福利,58217
39,陈年烈苟 第二季,15900517,124101,57,31,14037,13235,94.29%,10.66%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
40,失忆后死对头成了我男朋友？,4932584,97976,44,20,6464,4366,67.54%,4.46%,花絮·陆云笙,86693
41,陈年烈苟 第一季,28495485,225394,62,21,20879,14313,68.55%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
42,江医生 第一季,16092728,229181,49,27,22288,13461,60.40%,5.87%,千万播放福利第四弹·小剧场·猫,81852
43,台风眼 第一季,34785690,293715,53,20,20815,13154,63.19%,4.48%,千万福利·富士山在等一片云,52404
44,台风眼 第二季,29163734,154493,50,32,13551,12518,92.38%,8.10%,完结 FT,68664
45,吞海 第三季（上）,22222877,213719,38,16,18229,17073,93.66%,7.99%,OST·04 此地埋名,73221
46,秋燥 第一季,217417,12191,8,0,1186,0,0.00%,0.00%,小剧场 · 第一聚,93438
47,偷风不偷月 上季,8358313,130291,41,18,10570,5923,56.04%,4.55%,300w福利·楚识琛（沈若臻）·风月语录,71389
48,吞海 第三季（下）,19193298,189787,51,18,18699,16942,90.60%,8.93%,破亿纪念•抒情主役版「晓」,76879
49,伪装学渣 第一季,102448347,1933148,30,17,79776,46885,58.77%,2.43%,千万福利·“叫妈妈”,58262
50,门生故旧,216612,11759,15,3,982,525,53.46%,4.46%,☆ 09·蓝玫瑰,93774
