排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,7835408,163058,36,7,27599,10395,37.66%,6.38%,福利彩蛋·三折叠,93038
2,我在无限游戏里封神 第四季,5178081,127866,35,11,8909,6365,71.44%,4.98%,第十一集 · 如何拥有五栋楼,86834
3,洄天 第一季,26032458,236696,54,10,22048,10202,46.27%,4.31%,第十二期,86815
4,奇洛李维斯回信,48678842,541239,84,27,50581,26374,52.14%,4.87%,花絮10 · 破坏队形的花絮来了,85974
5,早春晴朗,34937733,267888,57,24,21532,14128,65.61%,5.27%,完结FT,72230
6,情蛊,37943972,413870,67,48,50297,31051,61.74%,7.50%,完结FT·下,86178
7,沉醉不醒,3122682,52253,35,17,4016,2351,58.54%,4.50%,დ300万福利剧场·小狗,86740
8,再世权臣 第三季（下）,375929,19057,11,6,1266,1096,86.57%,5.75%,第六集 ·  夫俱往矣,93437
9,小蘑菇 第二季,51077276,499061,48,34,51680,47541,91.99%,9.53%,破亿福利·《风过荒野》主役版,39605
10,天官赐福 第三季,70400240,261292,67,43,32528,26809,82.42%,10.26%,小剧场·元宵·花灯,82040
11,我在无限游戏里封神 第三季,22672906,210660,91,21,29042,21516,74.09%,10.21%,破亿纪念单曲·神明所遗落的,81851
12,小蘑菇 第一季,50015171,918814,33,17,58263,39106,67.12%,4.26%,白噪音·漫步荒原,29125
13,天官赐福 第二季,72055467,350750,61,43,37862,34448,90.98%,9.82%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,85141606,954156,61,43,68447,36743,53.68%,3.85%,四千万福利·小剧场·从前有一位名师,52400
15,娑婆,987185,30306,14,6,3041,623,20.49%,2.06%,作者原创小剧场·端午节,93178
16,愚蠢的有钱人,1213726,26120,81,65,2192,1162,53.01%,4.45%,【花絮6】,93113
17,放学等我 第一季,52047576,820075,53,18,63106,36356,57.61%,4.43%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,放学等我 第二季,30598637,439220,42,16,44459,34425,77.43%,7.84%,番外·恋爱纪念日,68837
19,反差 全一季,7571135,58765,42,19,4480,2780,62.05%,4.73%,端午节福利音,86684
20,坠落,10843411,175670,59,22,14462,4785,33.09%,2.72%,台风眼S02E17,76041
21,秋燥 第一季,253178,12739,10,1,1276,233,18.26%,1.83%,花絮①,93438
22,我在无限游戏里封神 第一季,72752275,983940,64,14,77069,43226,56.09%,4.39%,线下漫展VLOG,52347
23,藏南晚星,18833711,199018,79,42,19961,14734,73.81%,7.40%,主题曲伴奏·途经,85110
24,我在无限游戏里封神 第二季（下）,20215184,247939,55,14,27215,23212,85.29%,9.36%,花絮06,76557
25,初三的六一儿童节,27576414,60805,287,255,7006,5734,81.84%,9.43%,番外9 跨年夜,85562
26,一颗苹果,12946453,150287,80,34,12282,5343,43.50%,3.56%,启动音试听 · 谢青寄,90818
27,魔道祖师 第三季,296026023,1540372,66,56,97595,89980,92.20%,5.84%,传讯符·忘羡,22602
28,吞海 第一季,50978384,525662,54,17,44864,28140,62.72%,5.35%,原创配乐·破晓,29187
29,魔道祖师 第一季,258578842,2264064,39,22,97008,64589,66.58%,2.85%,主创FT<下>,15861
30,太傅他人人喊打 第二季,3441972,42436,35,20,3523,2444,69.37%,5.76%,小剧场·《苍梧佳期》,86723
31,于是麦麦决定离家出走,5435336,104743,51,32,9285,5698,61.37%,5.44%,花絮11,86179
32,交易沦陷,28265753,171811,138,99,17043,9944,58.35%,5.79%,特别福利·星空沦陷,54171
33,门生故旧,299591,12986,21,9,1190,768,64.54%,5.91%,★ 14·狩猎,93774
34,某某 第一季,97713231,1710210,43,28,77484,45166,58.29%,2.64%,伴奏|《梧桐说》,58219
35,将进酒 第一季,105446095,1434078,59,16,78331,53388,68.16%,3.72%,完结FT,25944
36,魔道祖师 第二季,170661441,1415595,41,37,88844,81574,91.82%,5.76%,主役FT（下）,19059
37,我在无限游戏里封神 第二季（上）,20094057,325289,42,11,33509,29021,86.61%,8.92%,花絮06,71605
38,江医生 第一季,16166685,229802,49,27,22352,13513,60.46%,5.88%,千万播放福利第四弹·小剧场·猫,81852
39,台风眼 第一季,34875150,294776,53,20,20901,13188,63.10%,4.47%,千万福利·富士山在等一片云,52404
40,台风眼 第二季,29225922,155146,50,32,13599,12561,92.37%,8.10%,完结 FT,68664
41,我喜欢你的信息素 第一季,99579666,1503911,48,21,72350,45031,62.24%,2.99%,四千万福利,58217
42,吞海 第二季,32193343,268344,56,19,25735,23962,93.11%,8.93%,新年祝福,67085
43,失忆后死对头成了我男朋友？,4974874,98468,44,20,6515,4401,67.55%,4.47%,花絮·陆云笙,86693
44,顶级掠食者 第二季,7595291,55462,49,18,5272,4275,81.09%,7.71%,番外·金龙舟,86789
45,陈年烈苟 第一季,28549791,225887,62,21,20917,14343,68.57%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
46,吞海 第三季（上）,22268695,214184,38,16,18261,17106,93.68%,7.99%,OST·04 此地埋名,73221
47,燎原,37558154,389308,43,34,39155,29814,76.14%,7.66%,FT,63688
48,伪装学渣 第一季,102524707,1934694,30,17,79629,46871,58.86%,2.42%,千万福利·“叫妈妈”,58262
49,陈年烈苟 第二季,15947060,124457,57,31,14086,13284,94.31%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
50,偷风不偷月 上季,8401172,130631,41,18,10590,5942,56.11%,4.55%,300w福利·楚识琛（沈若臻）·风月语录,71389
