排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,10895148,190602,47,11,32097,13755,42.85%,7.22%,福利彩蛋·棋牌室历险记,93038
2,满城衣冠 全一季,1673658,48455,15,1,2573,499,19.39%,1.03%,第4集 · 打赌,90878
3,我在无限游戏里封神 第四季,6758679,137302,54,15,10666,8164,76.54%,5.95%,09 · 邪神的消遣 · Dark Deity's Game,86834
4,奇洛李维斯回信,51460519,556285,98,41,52074,27515,52.84%,4.95%,OST A12 · 暗恋基本法,85974
5,洄天 第一季,27617118,244248,64,14,23081,11101,48.10%,4.54%,2500W特别福利 · 沈监察的工作日,86815
6,情蛊,39488666,428796,67,48,51905,31984,61.62%,7.46%,完结FT·下,86178
7,灯花笑 上季,819263,32775,8,0,5541,0,0.00%,0.00%,第2集,94733
8,早春晴朗,36191912,274379,57,24,22116,14516,65.64%,5.29%,完结FT,72230
9,绰约,1882724,30817,24,2,1253,303,24.18%,0.98%,律法小贴士·4则,86680
10,天官赐福 第三季,71248035,266619,67,43,33091,27300,82.50%,10.24%,小剧场·元宵·花灯,82040
11,我在无限游戏里封神 第三季,23400765,215598,91,21,29687,22070,74.34%,10.24%,破亿纪念单曲·神明所遗落的,81851
12,谁来言说夜晚 上季,744572,13053,37,11,1236,479,38.75%,3.67%,第28集,94321
13,天官赐福 第二季,72797869,355543,61,43,38256,34802,90.97%,9.79%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,理想型,882077,14408,41,22,1232,669,54.30%,4.64%,33·勉强,93439
15,天官赐福 第一季,86209990,963108,61,43,68689,36936,53.77%,3.84%,四千万福利·小剧场·从前有一位名师,52400
16,一颗苹果,13471354,159359,82,35,13013,5717,43.93%,3.59%,完结FT · 谢谢光临,90818
17,我在无限游戏里封神 第一季,73766546,993520,64,14,77401,43384,56.05%,4.37%,线下漫展VLOG,52347
18,放学等我 第一季,53079903,829592,53,18,62775,36168,57.62%,4.36%,1700W福利·P-特别小剧场「2022.12.2」,64911
19,放学等我 第二季,31201757,445455,42,16,44558,34282,76.94%,7.70%,番外·恋爱纪念日,68837
20,魔道祖师 第三季,296752150,1543671,66,56,97553,89914,92.17%,5.82%,传讯符·忘羡,22602
21,宋玉章 第一季,1344250,31788,3,0,671,0,0.00%,0.00%,月历语音 · 静玉,86589
22,再世权臣 第三季（下）,653216,22825,18,10,1880,1664,88.51%,7.29%,小剧场 · 由夯到拉锐评大铭男团,93437
23,入戏,8789535,92952,80,54,7532,5796,76.95%,6.24%,新春语音,82289
24,我在无限游戏里封神 第二季（下）,20718474,252690,55,14,27667,23619,85.37%,9.35%,花絮06,76557
25,默读 第五季,39146852,465599,47,34,46490,40086,86.22%,8.61%,电话,59100
26,魔道祖师 第一季,259394976,2273918,39,22,97194,64685,66.55%,2.84%,主创FT<下>,15861
27,坠落,11410854,182223,59,22,14993,4983,33.24%,2.73%,番外二·新生,76041
28,沉醉不醒,3679426,55055,41,22,4427,2684,60.63%,4.88%,小剧场·好好的,86740
29,藏南晚星,19345560,202949,79,42,20396,15086,73.97%,7.43%,主题曲伴奏·途经,85110
30,小蘑菇 第一季,50544367,925669,33,17,58408,39201,67.12%,4.23%,白噪音·漫步荒原,29125
31,小蘑菇 第二季,51545063,502767,51,34,51865,47664,91.90%,9.48%,破亿电话·双人,39605
32,台风眼 第二季,29539580,158903,50,32,13896,12847,92.45%,8.08%,完结 FT,68664
33,魔道祖师 第二季,171116638,1418882,41,37,88855,81587,91.82%,5.75%,主役FT（下）,19059
34,吞海 第一季,51607160,531261,54,17,45260,28440,62.84%,5.35%,原创配乐·破晓,29187
35,台风眼 第一季,35390924,301184,53,20,21461,13490,62.86%,4.48%,千万福利·富士山在等一片云,52404
36,我在无限游戏里封神 第二季（上）,20435030,329839,42,11,33910,29362,86.59%,8.90%,花絮06,71605
37,娑婆,1324534,34296,19,10,3357,846,25.20%,2.47%,主题曲·此身,93178
38,默读 第四季,46001745,542685,31,23,42043,40193,95.60%,7.41%,骆一锅的一天,59099
39,某某 第一季,98201900,1718247,43,28,77451,45147,58.29%,2.63%,伴奏|《梧桐说》,58219
40,我喜欢你的信息素 第一季,100197847,1512231,48,21,72319,44910,62.10%,2.97%,四千万福利,58217
41,江医生 第一季,16592693,233521,49,27,22675,13790,60.82%,5.91%,千万播放福利第四弹·小剧场·猫,81852
42,于是麦麦决定离家出走,5757613,110076,51,32,9791,5993,61.21%,5.44%,花絮11,86179
43,吞海 第二季,32571879,271624,56,19,26039,24253,93.14%,8.93%,新年祝福,67085
44,默读 第三季,37429819,600822,17,14,35589,33129,93.09%,5.51%,甜甜生日特别篇,59098
45,将进酒 第一季,106002259,1440783,59,16,78332,53333,68.09%,3.70%,完结FT,25944
46,逆鳞 第一季,376751,13978,19,5,1439,655,45.52%,4.69%,花絮③,93750
47,吞海 第三季（上）,22537291,217196,38,16,18515,17344,93.68%,7.99%,OST·04 此地埋名,73221
48,降水概率百分百,1501147,25703,31,11,2368,1204,50.84%,4.68%,花絮03,93005
49,搭界 第一季,193780,12436,7,0,1020,0,0.00%,0.00%,EP02  彩蛋,94617
50,伪装学渣 第一季,103002099,1944187,30,17,80096,47033,58.72%,2.42%,千万福利·“叫妈妈”,58262
