排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,6874934,102958,16,0,7756,0,0.00%,0.00%,正式预告·神明与信徒,91718
2,一屋暗灯 全一季,12095944,199793,52,13,33772,15107,44.73%,7.56%,番外二,93038
3,奇洛李维斯回信,52933509,564758,98,41,52935,28183,53.24%,4.99%,OST A12 · 暗恋基本法,85974
4,我在无限游戏里封神 第四季,7408915,141287,56,15,11363,8835,77.75%,6.25%,特别放送 · emoji大挑战,86834
5,满城衣冠 全一季,2006981,51580,19,4,2905,906,31.19%,1.76%,第6集 · 出将,90878
6,灯花笑 上季,2008507,44210,16,2,7075,571,8.07%,1.29%,第6集,94733
7,宋玉章 第一季,2400649,41658,15,0,2077,0,0.00%,0.00%,第二折 · 小团圆,86589
8,情蛊,40473369,437742,67,48,53088,32741,61.67%,7.48%,完结FT·下,86178
9,伏特加与曼特宁,1243244,58582,13,0,2406,0,0.00%,0.00%,✦店长来啦！①,92988
10,你的雪人能活多久 第一季,633893,43888,14,0,3855,0,0.00%,0.00%,祝知希角色曲《小爱神》伴奏,93787
11,天官赐福 第三季,71754696,269856,67,43,33475,27653,82.61%,10.25%,小剧场·元宵·花灯,82040
12,囚于永夜,632805,20175,200,161,1593,411,25.80%,2.04%,温然生日小剧场,94916
13,天官赐福 第二季,73258173,358511,61,43,38474,34991,90.95%,9.76%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,86828281,968272,61,43,68762,37043,53.87%,3.83%,四千万福利·小剧场·从前有一位名师,52400
15,我在无限游戏里封神 第三季,23816562,218283,91,21,30062,22389,74.48%,10.26%,破亿纪念单曲·神明所遗落的,81851
16,炽火难熄 全一季,197260,16898,9,0,1084,0,0.00%,0.00%,花絮01 · 二人世界,94917
17,绰约,2028233,31786,30,4,1429,489,34.22%,1.54%,律法小贴士·6则,86680
18,洄天 第一季,28017813,245805,65,14,23307,11249,48.26%,4.58%,完结语音 · 高能量S级监护人的一天,86815
19,一颗苹果,13728429,162370,82,35,13348,5880,44.05%,3.62%,完结FT · 谢谢光临,90818
20,我在无限游戏里封神 第一季,74350844,998831,64,14,77580,43426,55.98%,4.35%,线下漫展VLOG,52347
21,谁来言说夜晚 上季,1040955,14360,54,28,1528,799,52.29%,5.56%,第45集,94321
22,放学等我 第一季,53654322,834369,53,18,62473,36047,57.70%,4.32%,1700W福利·P-特别小剧场「2022.12.2」,64911
23,早春晴朗,36747591,276679,57,24,22356,14669,65.62%,5.30%,完结FT,72230
24,放学等我 第二季,31537121,448467,42,16,44459,34106,76.71%,7.61%,番外·恋爱纪念日,68837
25,我在无限游戏里封神 第二季（下）,21013230,255245,55,14,27959,23878,85.40%,9.35%,花絮06,76557
26,魔道祖师 第三季,297153508,1545451,66,56,97515,89855,92.14%,5.81%,传讯符·忘羡,22602
27,搭界 第一季,350222,15062,17,5,1523,746,48.98%,4.95%,30万播放福利 · 起床,94617
28,解瘾,290071,12334,16,1,730,152,20.82%,1.23%,花絮3❃戏曲教学老师辛苦啦,94782
29,清白之年,328208,12113,11,0,954,0,0.00%,0.00%,第三集·他骑竹马来,94838
30,魔道祖师 第一季,259848954,2278982,39,22,97111,64649,66.57%,2.84%,主创FT<下>,15861
31,理想型,1265749,16257,62,40,1477,898,60.80%,5.52%,51·新年快乐,93439
32,再世权臣 第三季（下）,843049,24965,21,12,2242,1994,88.94%,7.99%,第十二集 ·  雨后风荷,93437
33,台风眼 第二季,29709739,160880,50,32,14080,13023,92.49%,8.09%,完结 FT,68664
34,我在无限游戏里封神 第二季（上）,20639007,332390,42,11,34150,29568,86.58%,8.90%,花絮06,71605
35,沉浮事,351011,12539,11,0,1113,0,0.00%,0.00%,浊世篇·第二集,94775
36,江医生 第一季,16849103,235628,49,27,22900,13957,60.95%,5.92%,千万播放福利第四弹·小剧场·猫,81852
37,台风眼 第一季,35668839,304723,53,20,21784,13646,62.64%,4.48%,千万福利·富士山在等一片云,52404
38,魔道祖师 第二季,171373487,1420614,41,37,88852,81589,91.83%,5.74%,主役FT（下）,19059
39,沉醉不醒,3953574,56265,45,26,4718,2938,62.27%,5.22%,番外·墨源·中,86740
40,藏南晚星,19612919,205003,79,42,20628,15265,74.00%,7.45%,主题曲伴奏·途经,85110
41,嫁给一个死太监 第一季,3813713,76739,34,12,4518,2511,55.58%,3.27%,新春福利音,66726
42,我喜欢你的信息素 第一季,100548732,1516452,48,21,72078,44685,62.00%,2.95%,四千万福利,58217
43,小蘑菇 第二季,51751043,504347,51,34,51976,47760,91.89%,9.47%,破亿电话·双人,39605
44,娑婆,1575399,36058,24,14,3540,988,27.91%,2.74%,第十三集,93178
45,某某 第一季,98488750,1722249,43,28,77316,45089,58.32%,2.62%,伴奏|《梧桐说》,58219
46,降水概率百分百,1724595,27339,34,14,2622,1439,54.88%,5.26%,˚.⊹ 第十七期 ♡₊˚,93005
47,小蘑菇 第一季,50761778,928775,33,17,58482,39250,67.11%,4.23%,白噪音·漫步荒原,29125
48,吞海 第一季,51912109,534094,54,17,45506,28619,62.89%,5.36%,原创配乐·破晓,29187
49,默读 第五季,39224756,466483,47,34,46530,40126,86.24%,8.60%,电话,59100
50,重生之将门毒后 第二季,42198395,384143,83,26,50598,34034,67.26%,8.86%,破亿福利·白噪音·花灯,52293
