排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,6784615,102000,16,0,7697,0,0.00%,0.00%,正式预告·神明与信徒,91718
2,一屋暗灯 全一季,11998720,198918,52,13,33635,14998,44.59%,7.54%,番外二,93038
3,奇洛李维斯回信,52761865,563788,98,41,52827,28097,53.19%,4.98%,OST A12 · 暗恋基本法,85974
4,我在无限游戏里封神 第四季,7348827,140874,56,15,11297,8774,77.67%,6.23%,特别放送 · emoji大挑战,86834
5,灯花笑 上季,1896094,43023,15,1,6965,485,6.96%,1.13%,第6集,94733
6,满城衣冠 全一季,1970856,51235,19,4,2879,893,31.02%,1.74%,第6集 · 出将,90878
7,宋玉章 第一季,2261562,40778,14,0,1897,0,0.00%,0.00%,主题曲 · 不照我 · 伴奏,86589
8,情蛊,40349143,436591,67,48,52972,32649,61.63%,7.48%,完结FT·下,86178
9,天官赐福 第三季,71689649,269509,67,43,33419,27602,82.59%,10.24%,小剧场·元宵·花灯,82040
10,伏特加与曼特宁,1162735,57379,10,0,2294,0,0.00%,0.00%,第一期,92988
11,你的雪人能活多久 第一季,539802,41530,12,0,3607,0,0.00%,0.00%,第一集（下）· 当一个 Alpha决定结婚,93787
12,天官赐福 第二季,73194930,358174,61,43,38444,34961,90.94%,9.76%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,囚于永夜,562518,19125,200,161,1445,370,25.61%,1.93%,温然生日小剧场,94916
14,我在无限游戏里封神 第三季,23768746,217993,91,21,30029,22364,74.47%,10.26%,破亿纪念单曲·神明所遗落的,81851
15,天官赐福 第一季,86745958,967674,61,43,68712,37007,53.86%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,洄天 第一季,27981211,245622,65,14,23286,11234,48.24%,4.57%,完结语音 · 高能量S级监护人的一天,86815
17,绰约,2014401,31683,30,4,1423,483,33.94%,1.52%,律法小贴士·6则,86680
18,炽火难熄 全一季,178818,16531,8,0,1040,0,0.00%,0.00%,第二集 · 再遇,94917
19,一颗苹果,13698894,162014,82,35,13302,5864,44.08%,3.62%,完结FT · 谢谢光临,90818
20,我在无限游戏里封神 第一季,74288081,998250,64,14,77563,43433,56.00%,4.35%,线下漫展VLOG,52347
21,谁来言说夜晚 上季,1001056,14251,52,26,1484,757,51.01%,5.31%,第43集,94321
22,早春晴朗,36675942,276380,57,24,22331,14655,65.63%,5.30%,完结FT,72230
23,放学等我 第一季,53579617,833765,53,18,62562,36094,57.69%,4.33%,1700W福利·P-特别小剧场「2022.12.2」,64911
24,魔道祖师 第三季,297105655,1545235,66,56,97513,89857,92.15%,5.82%,传讯符·忘羡,22602
25,我在无限游戏里封神 第二季（下）,20979359,254979,55,14,27925,23848,85.40%,9.35%,花絮06,76557
26,放学等我 第二季,31494504,448084,42,16,44479,34132,76.74%,7.62%,番外·恋爱纪念日,68837
27,理想型,1226540,16170,60,38,1458,885,60.70%,5.47%,49·loved one,93439
28,搭界 第一季,333245,14865,15,4,1489,711,47.75%,4.78%,主役采访 01,94617
29,解瘾,273902,12238,15,1,715,142,19.86%,1.16%,福利音❃执迷,94782
30,魔道祖师 第一季,259792924,2278324,39,22,97126,64643,66.56%,2.84%,主创FT<下>,15861
31,再世权臣 第三季（下）,828748,24788,21,12,2228,1980,88.87%,7.99%,第十二集 ·  雨后风荷,93437
32,清白之年,313051,11975,11,0,936,0,0.00%,0.00%,第三集·他骑竹马来,94838
33,台风眼 第二季,29688639,160645,50,32,14061,13004,92.48%,8.09%,完结 FT,68664
34,我在无限游戏里封神 第二季（上）,20615148,332106,42,11,34116,29540,86.59%,8.89%,花絮06,71605
35,魔道祖师 第二季,171341661,1420404,41,37,88838,81572,91.82%,5.74%,主役FT（下）,19059
36,江医生 第一季,16817882,235377,49,27,22860,13935,60.96%,5.92%,千万播放福利第四弹·小剧场·猫,81852
37,台风眼 第一季,35636202,304320,53,20,21748,13631,62.68%,4.48%,千万福利·富士山在等一片云,52404
38,沉醉不醒,3921824,56106,44,25,4701,2924,62.20%,5.21%,番外·墨源·上,86740
39,藏南晚星,19582785,204753,79,42,20599,15243,74.00%,7.44%,主题曲伴奏·途经,85110
40,嫁给一个死太监 第一季,3796092,76436,34,12,4479,2486,55.50%,3.25%,新春福利音,66726
41,沉浮事,315645,12289,11,0,1081,0,0.00%,0.00%,浊世篇·第二集,94775
42,小蘑菇 第二季,51726569,504162,51,34,51950,47736,91.89%,9.47%,破亿电话·双人,39605
43,我喜欢你的信息素 第一季,100505328,1515941,48,21,72089,44689,61.99%,2.95%,四千万福利,58217
44,某某 第一季,98453274,1721776,43,28,77370,45084,58.27%,2.62%,伴奏|《梧桐说》,58219
45,小蘑菇 第一季,50737145,928404,33,17,58467,39238,67.11%,4.23%,白噪音·漫步荒原,29125
46,娑婆,1537980,35811,23,13,3509,960,27.36%,2.68%,主题曲·世味,93178
47,吞海 第一季,51875799,533743,54,17,45481,28600,62.88%,5.36%,原创配乐·破晓,29187
48,降水概率百分百,1692147,27089,33,13,2585,1401,54.20%,5.17%,˚.⊹ 第十六期 ♡₊˚,93005
49,默读 第五季,39215379,466379,47,34,46527,40122,86.23%,8.60%,电话,59100
50,重生之将门毒后 第二季,42161732,383928,83,26,50572,34012,67.25%,8.86%,破亿福利·白噪音·花灯,52293
