排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,17231218,193921,31,0,13819,0,0.00%,300W特别福利 · 出行小贴士,86815
2,我在无限游戏里封神 第四季,2282345,101617,12,1,4812,1990,41.35%,特别放送 · 当你进入到中式恐怖本,86834
3,奇洛李维斯回信,41929231,503461,79,23,46560,23583,50.65%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,33646475,378699,62,43,45634,28041,61.45%,花絮13,86178
5,于是麦麦决定离家出走,4251725,94594,29,17,7673,4575,59.62%,第十二期,86179
6,顶级掠食者 第二季,5570779,49887,26,10,4105,3077,74.96%,第十集,86789
7,一颗苹果,11407149,134482,78,32,10513,4268,40.60%,启动音试听 · 谢青寄,90818
8,一屋暗灯 全一季,327927,32635,2,0,2573,0,0.00%,正式预告,93038
9,反差 全一季,6221351,49600,27,9,3161,1582,50.05%,第九集·孤注的告白,86684
10,逐玉 第一季,4118672,70363,43,14,2194,975,44.44%,原创配乐 · 凶夜,89245
11,早春晴朗,31016736,241377,57,24,19360,12689,65.54%,完结FT,72230
12,天官赐福 第三季,67684188,250717,67,43,31402,25812,82.20%,小剧场·元宵·花灯,82040
13,沉醉不醒,1466025,39081,12,0,1861,0,0.00%,ღ100万福利·早安语音·丁竞元,86740
14,初三的六一儿童节,23071186,49502,236,204,5462,4282,78.40%,番外1 小马的故事（4）,85562
15,美人印,445927,26803,10,3,1712,290,16.94%,第四集,92611
16,逐玉 第二季,593612,12310,8,1,382,37,9.69%,第四集 · 妒意,92520
17,惹祸精,692857,26087,33,11,1272,598,47.01%,第十三集,90987
18,偷风不偷月 上季,7731257,123589,41,18,10135,5593,55.19%,300w福利·楚识琛（沈若臻）·风月语录,71389
19,我在无限游戏里封神 第三季,21029328,200166,91,21,27806,20414,73.42%,破亿纪念单曲·神明所遗落的,81851
20,天官赐福 第二季,69887568,340993,61,43,37019,33666,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
21,天官赐福 第一季,82532697,936966,61,43,67589,36271,53.66%,四千万福利·小剧场·从前有一位名师,52400
22,再世权臣 第三季（上）,2018742,44508,30,7,2864,2007,70.08%,第七集 ·  相思何味,86827
23,藏南晚星,17562384,189724,79,42,18729,13698,73.14%,主题曲伴奏·途经,85110
24,欢迎进入梦魇直播间 第二季,5083050,40249,21,9,2989,2080,69.59%,第九集 ♱ 三个问题,90985
25,太傅他人人喊打 第二季,2087097,36200,19,8,2538,1379,54.33%,花絮04,86723
26,放学等我 第一季,49734033,796109,53,18,62360,36317,58.24%,1700W福利·P-特别小剧场「2022.12.2」,64911
27,放学等我 第二季,29235023,423500,42,16,44083,34684,78.68%,番外·恋爱纪念日,68837
28,偷风不偷月 下季,3323602,59327,35,17,4317,4046,93.72%,100W福利·白噪音,77591
29,吞海 第一季,49554779,513239,54,17,43918,27348,62.27%,原创配乐·破晓,29187
30,重生之将门毒后 第二季,40250511,372986,83,26,49441,33154,67.06%,破亿福利·白噪音·花灯,52293
31,小蘑菇 第二季,49348313,489706,46,33,50240,46750,93.05%,全剧五千万福利,39605
32,我在无限游戏里封神 第一季,70634586,964981,64,14,76317,42791,56.07%,线下漫展VLOG,52347
33,将进酒 第一季,104206285,1420860,59,16,78168,53291,68.17%,完结FT,25944
34,魔道祖师 第三季,294402078,1533614,66,56,97619,90049,92.25%,传讯符·忘羡,22602
35,魔道祖师 第一季,256900766,2246882,39,22,95572,63076,66.00%,主创FT<下>,15861
36,吞海 第二季,31255050,260669,56,19,24946,23209,93.04%,新年祝福,67085
37,我在无限游戏里封神 第二季（下）,19117661,238214,55,14,26327,22397,85.07%,花絮06,76557
38,你的距离,88949847,926902,70,27,78175,56117,71.78%,完结FT·主创版,31552
39,恩客,614178,13616,21,8,733,241,32.88%,14·小妹,91870
40,小蘑菇 第一季,48608566,904386,33,17,57916,38884,67.14%,白噪音·漫步荒原,29125
41,魔道祖师 第二季,169664495,1408851,41,37,88718,81478,91.84%,主役FT（下）,19059
42,吞海 第三季（上）,21590422,207062,38,16,17578,16444,93.55%,OST·04 此地埋名,73221
43,将进酒 第二季,71436251,806330,45,22,67029,60930,90.90%,第二季完结FT,30383
44,重生之将门毒后 第一季,90867042,817528,82,27,88039,42125,47.85%,主役reaction·片段03,43922
45,我喜欢你的信息素 第一季,98296121,1488533,48,21,72392,45224,62.47%,四千万福利,58217
46,某某 第一季,96636250,1693886,43,28,77239,45035,58.31%,伴奏|《梧桐说》,58219
47,降水概率百分百,234955,12924,6,0,807,0,0.00%,˚.⊹ 第一期 ♡₊˚,93005
48,吞海 第三季（下）,18496937,182996,51,18,17883,16155,90.34%,破亿纪念•抒情主役版「晓」,76879
49,我在无限游戏里封神 第二季（上）,19358807,315595,42,11,32717,28314,86.54%,花絮06,71605
50,纸飞机,9514577,179982,47,25,12684,7115,56.09%,小剧场 占有欲 ,53304
