排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
51,二哈和他的白猫师尊,16963530,108364,669,603,D2,完结FT,81979
52,虚拟偶像团综丨《一起再出发》,93906514,255665,179,0,B,中秋特辑·清道夫,58225
53,交易沦陷,30503680,179682,138,99,D2,特别福利·星空沦陷,54171
54,吞海 第一季,52606194,539504,54,17,D2,原创配乐·破晓,29187
55,重生之将门毒后 第二季,42833322,387705,83,26,D2,破亿福利·白噪音·花灯,52293
56,迪奥先生 第一季,79886660,1080181,30,15,D2,王氏破产 铃声,23329
57,南方海啸,25591583,175300,102,68,D2,花絮⑤,85492
58,虚拟偶像团综丨《LASER出道日》,84306833,683629,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
59,夫人你马甲又掉了 第一季,65491210,1027673,25,0,B,小剧场3,32574
60,判官 第一季,39027845,658129,45,21,D2,听剧reaction,37773
61,我在无限游戏里封神 第三季,24523274,222378,91,21,D2,破亿纪念单曲·神明所遗落的,81851
62,针锋对决,38343543,941820,19,0,B,完结FT  互动问答,19249
63,奇洛李维斯回信 番外篇,1257957,76887,3,2,D2,番外 ·  庆生宴,93420
64,酸梅,4296913,260990,4,0,B,第二期,51020
65,于是麦麦决定离家出走,6189608,114903,53,33,D2,七夕小剧场✦小天使,86179
66,魔道祖师 第二季,171963115,1424445,41,37,D2,主役FT（下）,19059
67,第二十八年春,10936233,385147,13,0,B,第四期,26751
68,这题超纲了 第一季,21320726,501696,44,17,D2,【回放】《这题超纲了》M星直播,41369
69,坠落,11766547,186559,59,22,D2,番外二·新生,76041
70,唇枪 上季,476473,23901,1,0,B,织音发布会纯享PV,94802
71,等风热吻你,16939357,315776,56,18,D2,插曲《约定》,52292
72,撒野 第一季,88681272,1846141,36,8,D2,千万播放纪念,58443
73,是心跳说谎 全一季,127932,6900,8,0,D2,赛前阵营VCR,95516
74,封建糟粕,16305949,157739,143,110,D2,充电·李叔堂,87589
75,恃宠 全一季,11658928,139697,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
76,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29070134,130998,71,0,B,梦系列小剧场06·白日,78684
77,我喜欢你的信息素 第二季,77102463,852371,43,26,D2,国风版·星衍,58218
78,别来无恙 第一季,23537949,460208,48,22,D2,1000W福利•《满心》（合唱版）,37937
79,逐玉 第一季,4715924,75089,43,14,D2,原创配乐 · 凶夜,89245
80,FOG[电竞]第二季,59135600,438188,50,28,D2,破亿特别直播回放,39588
81,君有疾否 第一季,27425175,469640,67,56,D2,苏世誉 ✦ 第一季启动音,34592
82,营业悖论 第一季,48503487,663180,50,13,D2,中秋特别语音,36817
83,虚拟偶像综艺丨《险象环声》,84832637,440135,138,0,B,三千万福利·偶像问答,38165
84,落池,68785716,1353289,15,0,B,落池·番外,22032
85,破云 第一季,59604074,1107016,20,15,D2,圣诞特辑,59047
86,告白 第一季,21638066,373657,54,12,D2,1000w福利·早安·周京泽,59041
87,欢迎进入梦魇直播间 第一季,24246197,199884,62,20,D2,完结FT,75856
88,失忆后死对头成了我男朋友？,5625665,105391,48,20,D2,花絮15·恢复,86693
89,乘鸾 第一季,131948,5158,12,2,D2,第五集·命运的岔路口,94849
90,我在无限游戏里封神 第二季（下）,21489503,259107,55,14,D2,花絮06,76557
91,台风眼 第二季,30139225,164963,50,32,D2,完结 FT,68664
92,将进酒 第二季,73221745,816732,45,22,D2,第二季完结FT,30383
93,秉性下等,26432867,209698,99,35,D2,两千万福利·时间的情书,64528
94,结婚而已,3387856,46603,49,24,D2,☾ · 春节福利音,88370
95,娑婆,2071447,39322,32,21,D2,第十八集,93178
96,提灯看刺刀 上季,15050791,244763,32,8,D2,花絮·韩楚,77771
97,杀破狼 第一季,51217808,1019266,16,11,D2,第一季完结花絮,9888
98,你就当我死了吧  全一季,13341428,254923,30,0,B,主役版主题曲（纯享）,76841
99,放学后别来我办公室 全一季,742818,19967,17,4,D2,第六课「初施妙计」,86868
100,微微一笑很倾城,16128809,341700,14,0,B,番外,1884
