排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
1,早春晴朗,47913621,404913,57,24,D2,完结FT,72230
2,情蛊,42375974,452804,68,49,D2,4000w福利·山大王,86178
3,放学等我 第一季,54858840,843852,53,18,D2,1700W福利·P-特别小剧场「2022.12.2」,64911
4,奇洛李维斯回信,55486244,577708,98,41,D2,OST A12 · 暗恋基本法,85974
5,二哈和他的白猫师尊,167911573,3201005,84,0,B,概念曲-拜长久（+童声版）,20741
6,天官赐福 第四季,10991898,131340,29,8,D2,新年小剧场《压岁钱》,91718
7,灯花笑 上季,3962160,59914,31,14,D2,第17集,94733
8,天官赐福 第一季,88610571,979670,61,43,D2,四千万福利·小剧场·从前有一位名师,52400
9,恒星时刻 第一季,970714,63622,6,0,D2,第二集♬Midwest Emo,94789
10,小蘑菇 第一季,51231578,933656,33,17,D2,白噪音·漫步荒原,29125
11,囚于永夜,5434650,323535,1,0,B,织音发布会纯享PV · 概念预告,86822
12,伪装学渣 第一季,103788363,1955704,30,17,D2,千万福利·“叫妈妈”,58262
13,难哄,147814088,1584806,76,48,D2,破亿福利·纪念FT,38074
14,虚拟偶像团综丨《去世界尽头》,6326243,54567,49,0,B,MANTA柏闻单曲·《Blue Hour》纯享版,94354
15,干涸地,2263626,95047,4,1,D2,火风L原著|干涸地·第二集,86725
16,魔道祖师 第一季,260744917,2287848,39,22,D2,主创FT<下>,15861
17,不二之臣,41547928,860543,16,0,B,大结局·下,25580
18,你的雪人能活多久 第一季,1626037,59350,29,7,D2,教师节福利彩蛋,93787
19,红白囍 第一季,7679162,116635,46,13,D2,花絮03,81597
20,一屋暗灯 全一季,13289922,209180,54,14,D2,主役版主题曲▪未说的,93038
21,台风眼 第一季,36181083,311238,53,20,D2,千万福利·富士山在等一片云,52404
22,我在无限游戏里封神 第一季,75222450,1005977,64,14,D2,线下漫展VLOG,52347
23,将进酒 第一季,106940089,1449905,59,16,D2,完结FT,25944
24,重生之将门毒后 第一季,95478180,844857,82,27,D2,主役reaction·片段03,43922
25,天官赐福 第三季,73331015,277178,68,44,D2,小剧场·元宵·花灯,82040
26,我喜欢你的信息素 第一季,101197315,1522979,48,21,D2,四千万福利,58217
27,某某 第一季,99035744,1728821,43,28,D2,伴奏|《梧桐说》,58219
28,偷偷藏不住,203522752,2421174,89,54,D2,2亿福利·双人电话语音,34632
29,伏特加与曼特宁,2089544,66406,28,5,D2,✦店长来啦！⑥,92988
30,放学等我 第二季,32218935,454560,42,16,D2,番外·恋爱纪念日,68837
31,尾钩,764626,21912,28,15,D2,第22集 · 1V1绑定,95503
