排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,18044032,198479,33,1,15606,3526,22.59%,第三期,86815
2,我在无限游戏里封神 第四季,2453708,103638,13,2,5202,2463,47.35%,第二集 · 阴山村,86834
3,奇洛李维斯回信,42517642,505428,79,23,46760,23710,50.71%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,33880682,380742,62,43,45903,28196,61.43%,花絮13,86178
5,一屋暗灯 全一季,674050,52085,4,0,4866,0,0.00%,伴奏·不愈合,93038
6,于是麦麦决定离家出走,4336151,95437,30,17,7801,4681,60.01%,花絮03,86179
7,顶级掠食者 第二季,5721214,50287,26,10,4156,3129,75.29%,第十集,86789
8,一颗苹果,11573084,135898,79,33,10685,4380,40.99%,番外2 · 苦短情长,90818
9,早春晴朗,31223442,242955,57,24,19480,12770,65.55%,完结FT,72230
10,沉醉不醒,1576308,39732,13,0,2081,0,0.00%,第三期,86740
11,反差 全一季,6296263,49951,28,10,3196,1621,50.72%,花絮4·如果有九亿砸我身上……,86684
12,天官赐福 第三季,68044934,251272,67,43,31462,25865,82.21%,小剧场·元宵·花灯,82040
13,美人印,465174,27211,11,3,1758,338,19.23%,ost《诱他》,92611
14,初三的六一儿童节,23464958,50370,239,207,5563,4375,78.64%,番外2 小陆的故事（2）,85562
15,惹祸精,734579,27023,33,11,1320,635,48.11%,第十三集,90987
16,我在无限游戏里封神 第三季,21117653,200765,91,21,27879,20472,73.43%,破亿纪念单曲·神明所遗落的,81851
17,偷风不偷月 上季,7770330,124004,41,18,10166,5620,55.28%,300w福利·楚识琛（沈若臻）·风月语录,71389
18,天官赐福 第二季,70151286,341506,61,43,37067,33714,90.95%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
19,天官赐福 第一季,82811646,937832,61,43,67646,36297,53.66%,四千万福利·小剧场·从前有一位名师,52400
20,藏南晚星,17625267,190262,79,42,18793,13748,73.15%,主题曲伴奏·途经,85110
21,再世权臣 第三季（上）,2102522,44916,32,8,2959,2112,71.38%,花絮03·都很敏感,86827
22,欢迎进入梦魇直播间 第二季,5240956,40776,22,10,3047,2147,70.46%,第十集 ♱ 造啊造，造了个大的,90985
23,放学等我 第一季,49850436,797528,53,18,62346,36293,58.21%,1700W福利·P-特别小剧场「2022.12.2」,64911
24,放学等我 第二季,29302534,424394,42,16,44119,34688,78.62%,番外·恋爱纪念日,68837
25,太傅他人人喊打 第二季,2211708,36597,20,9,2604,1456,55.91%,第九集,86723
26,逐玉 第一季,4142448,70509,43,14,2204,982,44.56%,原创配乐 · 凶夜,89245
27,偷风不偷月 下季,3347584,59631,35,17,4336,4065,93.75%,100W福利·白噪音,77591
28,吞海 第一季,49632006,513885,54,17,43962,27383,62.29%,原创配乐·破晓,29187
29,我在无限游戏里封神 第一季,70741356,965946,64,14,76358,42795,56.05%,线下漫展VLOG,52347
30,逐玉 第二季,611613,12612,9,1,398,44,11.06%,小剧场 · 小人偶,92520
31,恩客,708835,14327,25,12,800,312,39.00%,18·马场,91870
32,小蘑菇 第二季,49527914,490127,46,33,50253,46766,93.06%,全剧五千万福利,39605
33,魔道祖师 第三季,294482552,1533982,66,56,97636,90066,92.25%,传讯符·忘羡,22602
34,将进酒 第一季,104270615,1421542,59,16,78174,53299,68.18%,完结FT,25944
35,重生之将门毒后 第二季,40308741,373266,83,26,49483,33185,67.06%,破亿福利·白噪音·花灯,52293
36,降水概率百分百,342301,14348,7,0,951,0,0.00%,˚.⊹ 主题曲 · 雨天恋爱定律 ♡₊˚,93005
37,魔道祖师 第一季,256981093,2247781,39,22,96794,64539,66.68%,主创FT<下>,15861
38,我在无限游戏里封神 第二季（下）,19172765,238732,55,14,26373,22441,85.09%,花絮06,76557
39,你的距离,89027945,927397,70,27,78199,56130,71.78%,完结FT·主创版,31552
40,吞海 第二季,31308934,261093,56,19,24989,23250,93.04%,新年祝福,67085
41,吞海 第三季（上）,21624476,207470,38,16,17606,16471,93.55%,OST·04 此地埋名,73221
42,魔道祖师 第二季,169712169,1409179,41,37,88741,81495,91.83%,主役FT（下）,19059
43,小蘑菇 第一季,48696700,905088,33,17,57937,38897,67.14%,白噪音·漫步荒原,29125
44,某某 第一季,96688269,1694687,43,28,77253,45026,58.28%,伴奏|《梧桐说》,58219
45,我喜欢你的信息素 第一季,98362513,1489348,48,21,72429,45238,62.46%,四千万福利,58217
46,将进酒 第二季,71475943,806587,45,22,67044,60946,90.90%,第二季完结FT,30383
47,吞海 第三季（下）,18534758,183411,51,18,17925,16194,90.34%,破亿纪念•抒情主役版「晓」,76879
48,纸飞机,9550636,180959,47,25,12764,7141,55.95%,小剧场 占有欲 ,53304
49,我在无限游戏里封神 第二季（上）,19396095,316107,42,11,32745,28340,86.55%,花絮06,71605
50,欢迎进入梦魇直播间 第一季,22678946,186606,62,20,18838,8182,43.43%,完结FT,75856
