排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,14490534,182960,28,0,12184,0,0.00%,第一期,86815
2,逐玉 第一季,4018739,69567,43,14,2173,964,44.36%,原创配乐 · 凶夜,89245
3,奇洛李维斯回信,40403831,499009,79,23,46110,23266,50.46%,花絮09 ·小花絮又又又又又来了,85974
4,我在无限游戏里封神 第四季,1797229,94238,7,0,3417,0,0.00%,清明节福利音 · 黑桃,86834
5,情蛊,32977368,373339,61,42,44951,27598,61.40%,番外·此为情蛊,86178
6,于是麦麦决定离家出走,3951715,91660,27,16,7122,4085,57.36%,第十一期,86179
7,顶级掠食者 第二季,4925236,48503,23,8,3870,2847,73.57%,主题曲·天分·伴奏,86789
8,反差 全一季,5983165,48068,25,8,2979,1419,47.63%,第八集·雪崩无声,86684
9,一颗苹果,10743369,131618,68,27,9978,3781,37.89%,贵州Qlog07 · 烟灰,90818
10,再世权臣 第三季（上）,1819439,43393,29,6,2696,1829,67.84%,第六集 ·  到此为止,86827
11,太傅他人人喊打 第二季,1846862,35229,17,7,2391,1223,51.15%,第七集,86723
12,天官赐福 第三季,66575011,249217,67,43,31262,25679,82.14%,小剧场·元宵·花灯,82040
13,欢迎进入梦魇直播间 第二季,4492371,38805,18,8,2847,1951,68.53%,第八集 ♱ MINE MARRY,90985
14,惹祸精,593724,24287,30,9,1140,501,43.95%,第十一集,90987
15,天官赐福 第二季,69062624,339641,61,43,36942,33596,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,81730245,934699,61,43,67491,36206,53.65%,四千万福利·小剧场·从前有一位名师,52400
17,初三的六一儿童节,21979343,46859,224,194,4991,3819,76.52%,Chapter.108B 心魔（下）,85562
18,沉醉不醒,1181618,37084,9,0,1498,0,0.00%,第一期,86740
19,藏南晚星,17359263,188161,79,42,18509,13514,73.01%,主题曲伴奏·途经,85110
20,偷风不偷月 上季,7593017,122127,41,18,10053,5526,54.97%,300w福利·楚识琛（沈若臻）·风月语录,71389
21,重生之将门毒后 第二季,40083263,372167,83,26,49363,33086,67.03%,破亿福利·白噪音·花灯,52293
22,放学等我 第一季,49452378,793401,53,18,62446,36338,58.19%,1700W福利·P-特别小剧场「2022.12.2」,64911
23,我在无限游戏里封神 第三季,20776034,198683,91,21,27629,20279,73.40%,破亿纪念单曲·神明所遗落的,81851
24,早春晴朗,30518061,237580,57,24,19080,12519,65.61%,完结FT,72230
25,放学等我 第二季,29057086,421725,42,16,44036,34697,78.79%,番外·恋爱纪念日,68837
26,逐玉 第二季,509335,11111,6,0,311,0,0.00%,第二集 · 夜会,92520
27,小蘑菇 第二季,48800971,488655,46,33,50163,46678,93.05%,全剧五千万福利,39605
28,将进酒 第一季,104026656,1419147,59,16,78126,53262,68.17%,完结FT,25944
29,魔道祖师 第三季,294163010,1532745,66,56,97587,90020,92.25%,传讯符·忘羡,22602
30,吞海 第一季,49317399,511436,54,17,43792,27269,62.27%,原创配乐·破晓,29187
31,重生之将门毒后 第一季,90575135,816068,82,27,87947,42066,47.83%,主役reaction·片段03,43922
32,偷风不偷月 下季,3241042,58246,35,17,4228,3958,93.61%,100W福利·白噪音,77591
33,美人印,353743,24400,6,0,1477,0,0.00%,OST《美人印》,92611
34,魔道祖师 第一季,256676993,2244851,39,22,96744,64535,66.71%,主创FT<下>,15861
35,失忆后死对头成了我男朋友？,4314068,91532,44,20,5799,3841,66.24%,花絮·陆云笙,86693
36,小蘑菇 第一季,48384331,902724,33,17,57895,38877,67.15%,白噪音·漫步荒原,29125
37,我在无限游戏里封神 第一季,70334292,962545,64,14,76207,42725,56.06%,线下漫展VLOG,52347
38,魔道祖师 第二季,169525205,1407967,41,37,88672,81435,91.84%,主役FT（下）,19059
39,将进酒 第二季,71311571,805612,45,22,67002,60908,90.90%,第二季完结FT,30383
40,吞海 第二季,31108005,259508,56,19,24810,23076,93.01%,新年祝福,67085
41,某某 第一季,96505136,1692265,43,28,77289,45026,58.26%,伴奏|《梧桐说》,58219
42,吞海 第三季（上）,21486407,205960,38,16,17460,16331,93.53%,OST·04 此地埋名,73221
43,我喜欢你的信息素 第一季,98110433,1486699,48,21,72332,45200,62.49%,四千万福利,58217
44,我在无限游戏里封神 第二季（下）,18952896,236867,55,14,26177,22265,85.06%,花絮06,76557
45,你的距离,88704082,925404,70,27,78116,56071,71.78%,完结FT·主创版,31552
46,语义错误 第一季,2309335,21475,11,1,1507,329,21.83%,Ep.04 SHIFT,92155
47,再世权臣 第一季,20246046,247806,79,17,22804,10662,46.75%,花絮07,71321
48,欢迎进入梦魇直播间 第一季,22457850,185207,62,20,18702,8095,43.28%,完结FT,75856
49,太傅他人人喊打 第一季,6474416,116928,46,31,8087,4809,59.47%,充电·燕迟,73214
50,吞海 第三季（下）,18385313,181873,51,18,17749,16020,90.26%,破亿纪念•抒情主役版「晓」,76879
