排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,虚拟偶像团综丨《去世界尽头》,3482950,46743,25,0,嘉宾观察室顾子尧篇·“顾拿拉”养成手记,94354
2,灯花笑 上季,1171728,36864,10,0,第3集,94733
3,你的雪人能活多久 第一季,201973,31213,3,0,预告 · 1214宇宙,93787
4,满城衣冠 全一季,1776821,49485,17,3,第5集 · 不疯魔不成活,90878
5,炽火难熄 全一季,73838,11396,5,0,第一集 · 相遇,94917
6,宋玉章 第一季,1527596,32756,6,0,倒计时伍 · 孟庭静×宋玉章,86589
7,囚于永夜,266861,11945,199,161,番外 少爷的生日7,94916
8,绰约,1930659,31196,28,3,律法小贴士·5则,86680
9,理想型,1002513,15242,47,27,38·我很想你,93439
10,搭界 第一季,248155,13685,10,2,花絮 01,94617
11,再世权臣 第三季（下）,721443,23437,19,11,第十一集 ·  仍佑河山,93437
12,娑婆,1399997,34799,20,11,第十一集,93178
13,奇洛李维斯回信 番外篇,1048234,67067,3,2,番外 ·  庆生宴,93420
14,沉浮事,111063,8545,7,0,倒计时贰·涸泽,94775
15,解瘾,170991,10493,11,0,第二集,94782
16,愚蠢的有钱人 全一季,34291,3508,5,0,入学温馨提示,94873
17,谁来言说夜晚 上季,828467,13434,42,16,第33集,94321
18,精神科医生神经了,310386,13981,27,9,主题曲②♪心境失语症,93567
19,区区,165614,5609,24,15,第二十二集,94664
20,恒星时刻 第一季,208811,37621,1,0,歌曲《狮心》（Live）,94789
21,嫡谋·第一季,240691,7194,10,2,第五集 · 「冰河落子」,94462
22,茱丽叶塔 全一季,4558,1188,2,0,「预告1」柳树下的梦,95106
23,入蛊 全一季,849575,20321,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
24,蜉蝣,811630,24614,25,10,ೀ˖˚视频花絮02,93202
25,欲言难止,606365,18960,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
26,合笼蛊,278231,8252,11,1,第三集·做梦,94418
27,错登科  第一季,47733,3212,6,0,第二集·拜舅姑,94787
28,我在霸总文学里当家庭医生 上季,63311,7294,7,1,第四集,91680
29,秋燥 第一季,457044,15778,17,6,第九集,93438
30,逆鳞 第一季,409208,14517,21,7,微雪宫会客厅第二期,93750
