排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,虚拟偶像团综丨《去世界尽头》,5000917,51531,39,0,许向宁·不解缘,94354
2,天官赐福 第四季,8012999,116612,21,2,小剧场·姻缘签,91718
3,灯花笑 上季,2715169,50340,21,6,盛京杂谈·贰,94733
4,你的雪人能活多久 第一季,1086068,52040,19,2,七夕节福利彩蛋,93787
5,伏特加与曼特宁,1589986,62332,19,1,七夕迷你剧场,92988
6,满城衣冠 全一季,2299725,53683,29,7,七夕福利音,90878
7,囚于永夜,1054444,27665,200,161,温然生日小剧场,94916
8,宋玉章 第一季,3096364,43778,16,0,第三折 ·  啼笑因缘,86589
9,尾钩,41304,7481,2,0,倒计时3天,95503
10,是心跳说谎 全一季,4345,1043,1,0,节日福利-七夕,95516
11,炽火难熄 全一季,290560,19451,12,2,七夕节福利彩蛋,94917
12,沉浮事,607489,14844,14,3,七夕小剧场·红线,94775
13,恒星时刻 第一季,332446,48571,1,0,歌曲《狮心》（Live）,94789
14,赤霞珠,231117,11000,28,19,七夕福利音·poem·唐渡,95114
15,清白之年,420820,13229,17,0,福利小剧场·七夕,94838
16,放学后别来我办公室 全一季,528983,17912,10,0,第二课「谏喻司亭十思疏」,86868
17,触礁,214722,11458,13,3,七夕福利音,95034
18,搭界 第一季,412690,15901,21,8,七夕·剧场,94617
19,谁来言说夜晚 上季,1408808,15386,78,41,第58集,94321
20,大王万万不可！ 第一季,342190,14583,24,7,第十集·各有所图,94259
21,守寡后我重生了 第二季,66541,3031,9,1,七夕福利音· 陈敬宗,95212
22,嫡谋·第一季,344814,9170,15,6,七夕限定·小剧场,94462
23,绰约,2143739,32269,36,6,律法小贴士·8则,86680
24,叛臣,198304,11293,19,8,小剧场 · 七夕,94684
25,解瘾,395435,13229,21,3,福利音❃七夕,94782
26,愚蠢的有钱人 全一季,144748,6849,15,2,小剧场·学习群,94873
27,我花开后百花杀 第一季,97801,4148,8,0,第二集 · 暗香识,94893
28,合笼蛊,439986,9179,17,4,小剧场·七夕,94418
29,错登科  第一季,101981,4691,11,4,七夕番外,94787
30,传闻,1728,655,1,0,✧江若生日语音,95625
