排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,情蛊,41108851,442973,68,49,4000w福利·山大王,86178
2,奇洛李维斯回信,53724597,569090,98,41,OST A12 · 暗恋基本法,85974
3,囚于永夜,5299076,318655,1,0,织音发布会纯享PV · 概念预告,86822
4,二哈和他的白猫师尊,166601405,3192870,82,0,第肆季（完结篇）-小剧场,20741
5,灯花笑 上季,2562764,49052,20,6,第10集,94733
6,一屋暗灯 全一季,12503996,203323,53,13,福利彩蛋·看星星,93038
7,放学等我 第一季,54006554,837211,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,天官赐福 第四季,7752415,113590,20,1,第一集·立天地神人破铜炉,91718
9,虚拟偶像团综丨《去世界尽头》,4851616,51095,30,0,第五期·神仙洞,94354
10,伪装学渣 第一季,103448366,1951454,30,17,千万福利·“叫妈妈”,58262
11,你的雪人能活多久 第一季,983801,50608,16,0,小剧场01 · 雪人便当,93787
12,天官赐福 第一季,87206807,971498,61,43,四千万福利·小剧场·从前有一位名师,52400
13,我在无限游戏里封神 第一季,74635566,1001327,64,14,线下漫展VLOG,52347
14,魔道祖师 第一季,260108889,2281804,39,22,主创FT<下>,15861
15,我在无限游戏里封神 第四季,7663138,143074,56,15,特别放送 · emoji大挑战,86834
16,囚于永夜,957365,26575,200,161,温然生日小剧场,94916
17,宋玉章 第一季,2954578,43467,16,0,第三折 ·  啼笑因缘,86589
18,洄天 第一季,28185047,246699,65,14,完结语音 · 高能量S级监护人的一天,86815
19,我喜欢你的信息素 第一季,100748036,1518740,48,21,四千万福利,58217
20,将进酒 第一季,106482923,1445951,59,16,完结FT,25944
21,台风眼 第一季,35818055,306761,53,20,千万福利·富士山在等一片云,52404
22,伏特加与曼特宁,1510244,61489,17,0,✦店长来啦！②,92988
23,重生之将门毒后 第一季,94703896,840337,82,27,主役reaction·片段03,43922
24,一颗苹果,13852302,163996,82,35,完结FT · 谢谢光临,90818
25,某某 第一季,98649717,1724582,43,28,伴奏|《梧桐说》,58219
26,放学等我 第二季,31738344,450361,42,16,番外·恋爱纪念日,68837
27,天官赐福 第三季,72135650,271898,68,44,小剧场·元宵·花灯,82040
28,恒星时刻 第一季,322671,47946,1,0,歌曲《狮心》（Live）,94789
29,再世权臣 第一季,22049634,261227,79,17,花絮07,71321
30,小蘑菇 第一季,50876401,930394,33,17,白噪音·漫步荒原,29125
31,早春晴朗,37096568,278406,57,24,完结FT,72230
32,娘娘腔,38422059,722494,31,0,主役听剧Reaction,46640
33,见春天,13372367,233482,54,8,魏清越书信·02,80533
34,虚拟偶像团综丨《NEW DAYS（一起又出发）》,31502297,115060,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
35,全球高考 第一季（全新版）,21889003,375796,37,11,— 「全季完结FT」—,60289
36,迪奥先生 第一季,79704228,1078802,30,15,王氏破产 铃声,23329
37,二哈和他的白猫师尊,16382654,105834,669,603,完结FT,81979
38,满城衣冠 全一季,2237567,53357,27,6,第8集 · 暗涌,90878
39,江医生 第一季,16998005,236947,49,27,千万播放福利第四弹·小剧场·猫,81852
40,天官赐福 第二季,73556584,360453,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
