排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,5141323,130995,25,4,第六集,93038
2,洄天 第一季,23491731,226451,45,6,花絮03,86815
3,我在无限游戏里封神 第四季,4042686,119341,26,7,特别放送 · 谁是抽象之王,86834
4,入蛊 全一季,181586,11091,5,0,Ⱄⱄᐝ第二回,93646
5,秋燥 第一季,76457,9152,3,0,第一集,93438
6,奇洛李维斯回信 番外篇,662416,48745,3,2,番外 ·  庆生宴,93420
7,娑婆,690877,26888,8,1,第四集,93178
8,沉醉不醒,2492567,46676,27,9,苏墨♡生日快乐,86740
9,逐玉 第二季,811795,14929,18,7,第十集 · 重圆,92520
10,语义错误 第一季,3709678,26063,27,10,Ep.12 YELLOW,92155
11,降水概率百分百,817367,20246,17,4,˚.⊹ 第七期 ♡₊˚,93005
12,愚蠢的有钱人,698780,19468,51,38,【花絮4】,93113
13,蜉蝣,268362,16730,9,0,ೀ˖˚ 第三集,93202
14,液态欲望 全一季,497238,25484,15,5,EP04,86692
15,再世权臣 第三季（下）,176051,14969,5,2,第二集 ·  同舟共济,93437
16,禁区,283754,10662,48,24,郑郑视角04,92575
17,美人印,634392,29741,19,10,第十集,92611
18,逆鳞 第一季,33739,5078,3,0,百闻阁秘事,93750
19,沉浮事,323553,10773,57,47,第伍拾肆集 离别,92895
20,全球进化后我站在食物链顶端 第二季（下）,160486,10010,11,7,第二十二集,92775
21,欲言难止,101277,5801,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
22,初三的六一儿童节 第二季（上）,789269,9826,9,4,522福利音 · 懒觉福利,93154
23,沉入地球,74737,5093,14,0,第11集 · 心为欲种,93569
24,你的雪人能活多久 第一季,20537,9517,1,0,祝知希生日快乐,93787
25,闭嘴，你这假粉 全一季,2004816,24815,33,20,番外2 · 一日为友，终生为父,87641
26,落火 全一季,298904,14689,15,5,第七集,92245
27,伏特加与曼特宁,231194,9923,47,38,°☆. 第43集 « *,92968
28,烟花情书,94119,4083,6,2,第四集,93337
29,第二十八年春II,162034,6176,2,0,第五期,92633
30,余污 第一季,267086,13648,11,2,第四期,92701
