排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,24897122,231915,50,8,第十期,86815
2,一屋暗灯 全一季,6460175,145717,32,5,小剧场▪存钱罐,93038
3,我在无限游戏里封神 第四季,4593348,123532,29,9,第九集 · 纪念品,86834
4,精神科医生神经了,72728,8467,7,0,处方一✫陵游,93567
5,液态欲望 全一季,609606,27754,20,8,EP06（上）,86692
6,沉醉不醒,2814479,49832,30,12,第十期,86740
7,门生故旧,100468,7754,8,0,★ 02·邻居叔叔,93774
8,蜉蝣,362780,18502,13,2,ೀ˖˚ 第五集,93202
9,再世权臣 第三季（下）,277349,17332,9,4,小剧场 · 剑道何在,93437
10,愚蠢的有钱人,897215,21972,66,51,【花絮4】,93113
11,奇洛李维斯回信 番外篇,774724,53781,3,2,番外 ·  庆生宴,93420
12,入蛊 全一季,346612,14366,8,2,Ⱄⱄᐝ第五回,93646
13,娑婆,823092,28711,10,3,第五集,93178
14,闭嘴，你这假粉 全一季,2035750,25378,33,20,番外2 · 一日为友，终生为父,87641
15,欲言难止,192615,8579,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
16,全球进化后我站在食物链顶端 第二季（下）,194895,10792,14,9,第二十四集,92775
17,禁区,381075,11624,65,39,43 探查,92575
18,沉入地球,125475,6049,25,9,第21集 · fly me to the moon,93569
19,秋燥 第一季,160933,11359,6,0,第二集,93438
20,降水概率百分百,943283,21287,18,5,˚.⊹ 第八期 ♡₊˚,93005
21,沉浮事,401153,11769,69,59,第陆拾陆集 终点,92895
22,美人印,680875,30414,22,13,副cp小剧场,92611
23,逐玉 第二季,864141,15387,20,8,第十一集 · 阿娘,92520
24,逆鳞 第一季,110996,9531,6,0,主题曲《赴人间》,93750
25,初三的六一儿童节 第二季（上）,1200132,10693,13,6,第七集 · 情蜜蜜,93154
26,烟花情书,116655,4498,8,4,第六集,93337
27,伏特加与曼特宁,276742,10470,59,50,°☆. 第55集 « *,92968
28,第二十八年春II,175352,6579,2,0,第五期,92633
29,嫁入高门的人,167122,5140,43,31,第37集,93169
30,余污 第一季,290213,14256,13,4,第六期,92701
