排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,18532983,201026,34,1,16271,4155,25.54%,沈酌生日福利 · 东方玄学,86815
2,我在无限游戏里封神 第四季,2533093,104914,13,2,5336,2614,48.99%,第二集 · 阴山村,86834
3,奇洛李维斯回信,42924068,506644,79,23,46907,23797,50.73%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,34033555,382041,62,43,46081,28298,61.41%,花絮13,86178
5,一屋暗灯 全一季,923290,60411,6,0,5559,0,0.00%,倒计时二,93038
6,于是麦麦决定离家出走,4399617,96006,31,18,7903,4746,60.05%,小剧场✦三分钟热度,86179
7,顶级掠食者 第二季,5813886,50476,26,10,4192,3167,75.55%,第十集,86789
8,早春晴朗,31376421,244128,57,24,19582,12839,65.57%,完结FT,72230
9,一颗苹果,11688432,136720,80,34,10798,4455,41.26%,启动音试听 · 谢青寄,90818
10,沉醉不醒,1617244,40056,13,0,2126,0,0.00%,第三期,86740
11,反差 全一季,6474401,50403,30,12,3275,1698,51.85%,彩蛋·总裁助理的自我修养,86684
12,天官赐福 第三季,68234715,251676,67,43,31500,25902,82.23%,小剧场·元宵·花灯,82040
13,初三的六一儿童节,23752724,50907,241,209,5620,4433,78.88%,番外2 小陆的故事（4）,85562
14,惹祸精,754539,27375,33,11,1340,650,48.51%,第十三集,90987
15,我在无限游戏里封神 第三季,21177555,201205,91,21,27919,20509,73.46%,破亿纪念单曲·神明所遗落的,81851
16,美人印,475681,27365,11,3,1772,352,19.86%,ost《诱他》,92611
17,偷风不偷月 上季,7795668,124299,41,18,10188,5636,55.32%,300w福利·楚识琛（沈若臻）·风月语录,71389
18,天官赐福 第二季,70279664,341863,61,43,37099,33744,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
19,天官赐福 第一季,82974123,938415,61,43,67661,36313,53.67%,四千万福利·小剧场·从前有一位名师,52400
20,藏南晚星,17669614,190599,79,42,18828,13772,73.15%,主题曲伴奏·途经,85110
21,放学等我 第一季,49939124,798545,53,18,62376,36281,58.16%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,再世权臣 第三季（上）,2149458,45142,32,8,2980,2135,71.64%,花絮03·都很敏感,86827
23,欢迎进入梦魇直播间 第二季,5350759,41125,22,10,3079,2181,70.83%,第十集 ♱ 造啊造，造了个大的,90985
24,放学等我 第二季,29351934,425058,42,16,44166,34695,78.56%,番外·恋爱纪念日,68837
25,偷风不偷月 下季,3364082,59875,35,17,4349,4078,93.77%,100W福利·白噪音,77591
26,太傅他人人喊打 第二季,2294108,36892,20,9,2626,1485,56.55%,第九集,86723
27,恩客,764750,14727,27,14,847,352,41.56%,20·貌合神离,91870
28,我在无限游戏里封神 第一季,70812353,966630,64,14,76368,42811,56.06%,线下漫展VLOG,52347
29,吞海 第一季,49692323,514311,54,17,43990,27419,62.33%,原创配乐·破晓,29187
30,降水概率百分百,394803,14933,7,0,984,0,0.00%,˚.⊹ 主题曲 · 雨天恋爱定律 ♡₊˚,93005
31,小蘑菇 第二季,49662915,490430,46,33,50269,46782,93.06%,全剧五千万福利,39605
32,魔道祖师 第三季,294536961,1534229,66,56,97628,90058,92.25%,传讯符·忘羡,22602
33,逐玉 第二季,621518,12777,9,1,403,47,11.66%,小剧场 · 小人偶,92520
34,将进酒 第一季,104311192,1422015,59,16,78188,53307,68.18%,完结FT,25944
35,逐玉 第一季,4159618,70619,43,14,2207,985,44.63%,原创配乐 · 凶夜,89245
36,你的距离,89078500,927706,70,27,78214,56137,71.77%,完结FT·主创版,31552
37,重生之将门毒后 第二季,40347747,373491,83,26,49508,33200,67.06%,破亿福利·白噪音·花灯,52293
38,我在无限游戏里封神 第二季（下）,19210797,239094,55,14,26396,22461,85.09%,花絮06,76557
39,魔道祖师 第一季,257034550,2248367,39,22,96790,64536,66.68%,主创FT<下>,15861
40,吞海 第二季,31340245,261389,56,19,25018,23278,93.05%,新年祝福,67085
41,吞海 第三季（上）,21646771,207746,38,16,17635,16500,93.56%,OST·04 此地埋名,73221
42,魔道祖师 第二季,169744771,1409432,41,37,88749,81499,91.83%,主役FT（下）,19059
43,小蘑菇 第一季,48795996,905569,33,17,57947,38906,67.14%,白噪音·漫步荒原,29125
44,某某 第一季,96727687,1695355,43,28,77259,45055,58.32%,伴奏|《梧桐说》,58219
45,我喜欢你的信息素 第一季,98411833,1489884,48,21,72455,45247,62.45%,四千万福利,58217
46,吞海 第三季（下）,18559703,183682,51,18,17960,16227,90.35%,破亿纪念•抒情主役版「晓」,76879
47,我在无限游戏里封神 第二季（上）,19421259,316482,42,11,32773,28367,86.56%,花絮06,71605
48,将进酒 第二季,71504281,806767,45,22,67051,60953,90.91%,第二季完结FT,30383
49,欢迎进入梦魇直播间 第一季,22717935,186899,62,20,18868,8197,43.44%,完结FT,75856
50,AWM 第一季,85076638,1245751,43,20,72766,46861,64.40%,第十四集·烙印,20284
