排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,10752313,189380,47,11,31905,13583,42.57%,7.17%,福利彩蛋·棋牌室历险记,93038
2,满城衣冠 全一季,1632738,47941,15,1,2512,428,17.04%,0.89%,第4集 · 打赌,90878
3,我在无限游戏里封神 第四季,6618499,136615,45,15,10546,8049,76.32%,5.89%,第十五集 · 灵魂碎裂,86834
4,奇洛李维斯回信,51290237,555344,98,41,51987,27437,52.78%,4.94%,OST A12 · 暗恋基本法,85974
5,洄天 第一季,27549970,243993,64,14,23038,11070,48.05%,4.54%,2500W特别福利 · 沈监察的工作日,86815
6,情蛊,39382962,427933,67,48,51820,31921,61.60%,7.46%,完结FT·下,86178
7,绰约,1865883,30698,24,2,1227,274,22.33%,0.89%,律法小贴士·4则,86680
8,早春晴朗,36128655,274034,57,24,22086,14504,65.67%,5.29%,完结FT,72230
9,灯花笑 上季,601936,29790,7,0,4913,0,0.00%,0.00%,第1集,94733
10,我在无限游戏里封神 第三季,23350040,215259,91,21,29631,22029,74.34%,10.23%,破亿纪念单曲·神明所遗落的,81851
11,理想型,836948,14123,39,20,1201,644,53.62%,4.56%,31·心不由己,93439
12,天官赐福 第三季,71190137,266249,67,43,33058,27273,82.50%,10.24%,小剧场·元宵·花灯,82040
13,谁来言说夜晚 上季,707813,12832,35,9,1218,459,37.68%,3.58%,第26集,94321
14,天官赐福 第二季,72746912,355236,61,43,38205,34752,90.96%,9.78%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,86139003,962522,61,43,67313,35265,52.39%,3.66%,四千万福利·小剧场·从前有一位名师,52400
16,一颗苹果,13432909,158608,82,35,12957,5688,43.90%,3.59%,完结FT · 谢谢光临,90818
17,坠落,11395795,182034,59,22,14973,4976,33.23%,2.73%,番外二·新生,76041
18,放学等我 第一季,53016550,829002,53,18,62772,36148,57.59%,4.36%,1700W福利·P-特别小剧场「2022.12.2」,64911
19,我在无限游戏里封神 第一季,73693059,992845,64,14,77381,43366,56.04%,4.37%,线下漫展VLOG,52347
20,放学等我 第二季,31164068,445088,42,16,44591,34318,76.96%,7.71%,番外·恋爱纪念日,68837
21,默读 第五季,39138680,465483,47,34,46483,40080,86.23%,8.61%,电话,59100
22,再世权臣 第三季（下）,631154,22594,17,10,1799,1631,90.66%,7.22%,第十集 ·  破镜何圆,93437
23,魔道祖师 第三季,296703835,1543421,66,56,97541,89904,92.17%,5.82%,传讯符·忘羡,22602
24,沉醉不醒,3658252,54957,41,22,4402,2671,60.68%,4.86%,小剧场·好好的,86740
25,我在无限游戏里封神 第二季（下）,20683427,252324,55,14,27636,23588,85.35%,9.35%,花絮06,76557
26,入戏,8764505,92735,80,54,7522,5789,76.96%,6.24%,新春语音,82289
27,宋玉章 第一季,1298738,31234,3,0,667,0,0.00%,0.00%,月历语音 · 静玉,86589
28,魔道祖师 第一季,259340672,2273232,39,22,97179,64682,66.56%,2.85%,主创FT<下>,15861
29,藏南晚星,19313062,202733,79,42,20369,15060,73.94%,7.43%,主题曲伴奏·途经,85110
30,小蘑菇 第二季,51519537,502561,51,34,51847,47649,91.90%,9.48%,破亿电话·双人,39605
31,小蘑菇 第一季,50513316,925312,33,17,58401,39197,67.12%,4.24%,白噪音·漫步荒原,29125
32,台风眼 第二季,29519459,158639,50,32,13873,12823,92.43%,8.08%,完结 FT,68664
33,魔道祖师 第二季,171086188,1418653,41,37,88863,81585,91.81%,5.75%,主役FT（下）,19059
34,台风眼 第一季,35359433,300735,53,20,21422,13462,62.84%,4.48%,千万福利·富士山在等一片云,52404
35,吞海 第一季,51567863,530910,54,17,45234,28422,62.83%,5.35%,原创配乐·破晓,29187
36,默读 第四季,45993183,542553,31,23,42038,40188,95.60%,7.41%,骆一锅的一天,59099
37,我在无限游戏里封神 第二季（上）,20410165,329502,42,11,33877,29332,86.58%,8.90%,花絮06,71605
38,某某 第一季,98169279,1717747,43,28,77487,45164,58.29%,2.63%,伴奏|《梧桐说》,58219
39,默读 第三季,37422498,600703,17,14,35585,33125,93.09%,5.51%,甜甜生日特别篇,59098
40,娑婆,1295574,34083,19,10,3346,836,24.99%,2.45%,主题曲·此身,93178
41,我喜欢你的信息素 第一季,100155441,1511673,48,21,72389,44977,62.13%,2.98%,四千万福利,58217
42,江医生 第一季,16563172,233267,49,27,22646,13769,60.80%,5.90%,千万播放福利第四弹·小剧场·猫,81852
43,于是麦麦决定离家出走,5738465,109832,51,32,9749,5968,61.22%,5.43%,花絮11,86179
44,吞海 第二季,32548234,271439,56,19,26025,24239,93.14%,8.93%,新年祝福,67085
45,默读 第二季,29355371,608236,16,11,35471,33567,94.63%,5.52%,花絮03,59097
46,将进酒 第一季,105966016,1440375,59,16,78331,53335,68.09%,3.70%,完结FT,25944
47,逆鳞 第一季,368403,13861,19,5,1424,646,45.37%,4.66%,花絮③,93750
48,伪装学渣 第一季,102968668,1943583,30,17,80119,47039,58.71%,2.42%,千万福利·“叫妈妈”,58262
49,吞海 第三季（上）,22520117,217017,38,16,18504,17333,93.67%,7.99%,OST·04 此地埋名,73221
50,降水概率百分百,1474296,25536,30,11,2345,1189,50.70%,4.66%,˚.⊹ 第十四期 ♡₊˚,93005
