排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,8560144,169839,39,8,28678,11129,38.81%,6.55%,福利彩蛋·葡萄柚相亲记,93038
2,我在无限游戏里封神 第四季,5530639,130178,37,12,9297,6759,72.70%,5.19%,第十二集 · 烂尾楼,86834
3,洄天 第一季,26541311,238954,56,11,22345,10495,46.97%,4.39%,第十三期,86815
4,奇洛李维斯回信,49259136,544638,84,27,50937,26631,52.28%,4.89%,花絮10 · 破坏队形的花絮来了,85974
5,早春晴朗,35295607,269901,57,24,21705,14262,65.71%,5.28%,完结FT,72230
6,情蛊,38304287,416887,67,48,50636,31249,61.71%,7.50%,完结FT·下,86178
7,满城衣冠 全一季,1153981,41519,7,0,1462,0,0.00%,0.00%,第1集 · 旧人不覆,90878
8,沉醉不醒,3272409,53124,36,18,4134,2452,59.31%,4.62%,第十三期,86740
9,小蘑菇 第二季,51186873,499878,48,34,51701,47560,91.99%,9.51%,破亿福利·《风过荒野》主役版,39605
10,我在无限游戏里封神 第三季,22842220,211719,91,21,29176,21641,74.17%,10.22%,破亿纪念单曲·神明所遗落的,81851
11,再世权臣 第三季（下）,443630,20065,13,7,1368,1192,87.13%,5.94%,第七集 ·  但梦梨花,93437
12,天官赐福 第三季,70590716,262383,67,43,32662,26928,82.44%,10.26%,小剧场·元宵·花灯,82040
13,坠落,11070944,178229,59,22,14689,4864,33.11%,2.73%,番外二·新生,76041
14,小蘑菇 第一季,50141006,920152,33,17,58290,39121,67.11%,4.25%,白噪音·漫步荒原,29125
15,天官赐福 第二季,72225407,351755,61,43,37937,34522,91.00%,9.81%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,85367115,956006,61,43,68518,36789,53.69%,3.85%,四千万福利·小剧场·从前有一位名师,52400
17,愚蠢的有钱人,1327532,26755,85,68,2291,1246,54.39%,4.66%,【花絮6】,93113
18,放学等我 第一季,52280684,822218,53,18,63036,36324,57.62%,4.42%,1700W福利·P-特别小剧场「2022.12.2」,64911
19,放学等我 第二季,30737780,440642,42,16,44514,34397,77.27%,7.81%,番外·恋爱纪念日,68837
20,我在无限游戏里封神 第一季,72975407,986009,64,14,77172,43272,56.07%,4.39%,线下漫展VLOG,52347
21,门生故旧,408037,14566,28,16,1409,988,70.12%,6.78%,☆ 21·博弈,93774
22,藏南晚星,18957073,199826,79,42,20078,14832,73.87%,7.42%,主题曲伴奏·途经,85110
23,我在无限游戏里封神 第二季（下）,20328602,248939,55,14,27315,23300,85.30%,9.36%,花絮06,76557
24,娑婆,1062521,31070,15,7,3116,675,21.66%,2.17%,第八集,93178
25,魔道祖师 第三季,296199258,1541078,66,56,97585,89969,92.20%,5.84%,传讯符·忘羡,22602
26,魔道祖师 第一季,258763835,2266065,39,22,97023,64590,66.57%,2.85%,主创FT<下>,15861
27,逆鳞 第一季,248599,12090,14,2,1181,382,32.35%,3.16%,小剧场 · 吾家有龙初长成,93750
28,一颗苹果,13052484,151555,80,34,12416,5422,43.67%,3.58%,启动音试听 · 谢青寄,90818
29,吞海 第一季,51124644,526920,54,17,44954,28208,62.75%,5.35%,原创配乐·破晓,29187
30,反差 全一季,7635595,58995,42,19,4525,2821,62.34%,4.78%,端午节福利音,86684
31,太傅他人人喊打 第二季,3515516,42868,36,21,3595,2518,70.04%,5.87%,小剧场·《龙床》,86723
32,台风眼 第二季,29309830,156032,50,32,13662,12624,92.40%,8.09%,完结 FT,68664
33,魔道祖师 第二季,170769523,1416300,41,37,88867,81595,91.82%,5.76%,主役FT（下）,19059
34,台风眼 第一季,35001655,296162,53,20,21023,13258,63.06%,4.48%,千万福利·富士山在等一片云,52404
35,交易沦陷,28497410,172885,138,99,17140,9997,58.33%,5.78%,特别福利·星空沦陷,54171
36,我在无限游戏里封神 第二季（上）,20173101,326247,42,11,33605,29106,86.61%,8.92%,花絮06,71605
37,江医生 第一季,16266857,230626,49,27,22425,13583,60.57%,5.89%,千万播放福利第四弹·小剧场·猫,81852
38,某某 第一季,97820712,1711834,43,28,77484,45182,58.31%,2.64%,伴奏|《梧桐说》,58219
39,秋燥 第一季,294014,13322,11,2,1381,353,25.56%,2.65%,第五集,93438
40,初三的六一儿童节,27791170,61262,287,255,7089,5808,81.93%,9.48%,番外9 跨年夜,85562
41,将进酒 第一季,105577119,1435502,59,16,78352,53386,68.14%,3.72%,完结FT,25944
42,我喜欢你的信息素 第一季,99713846,1505699,48,21,72367,45028,62.22%,2.99%,四千万福利,58217
43,吞海 第二季,32280603,269111,56,19,25801,24025,93.12%,8.93%,新年祝福,67085
44,默读 第五季,39036904,463946,47,34,46420,40019,86.21%,8.63%,电话,59100
45,顶级掠食者 第二季,7678096,55816,49,18,5332,4333,81.26%,7.76%,番外·金龙舟,86789
46,伪装学渣 第一季,102628489,1936690,30,17,79340,46867,59.07%,2.42%,千万福利·“叫妈妈”,58262
47,于是麦麦决定离家出走,5515833,105493,51,32,9387,5762,61.38%,5.46%,花絮11,86179
48,吞海 第三季（上）,22331398,214851,38,16,18314,17154,93.67%,7.98%,OST·04 此地埋名,73221
49,失忆后死对头成了我男朋友？,5036769,99164,44,20,6574,4436,67.48%,4.47%,花絮·陆云笙,86693
50,陈年烈苟 第一季,28622740,226454,62,21,20985,14399,68.62%,6.36%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
