排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,20999792,215087,38,3,18389,6499,35.34%,1000W特别福利 · 纪念日,86815
2,我在无限游戏里封神 第四季,3215450,112756,20,4,6289,3622,57.59%,特别放送 · 运气值比拼,86834
3,一屋暗灯 全一季,2961473,99555,15,1,16222,2339,14.42%,第三集,93038
4,奇洛李维斯回信,44632363,517248,79,23,48020,24536,51.10%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,35269281,392526,65,46,47637,29244,61.39%,花絮15,86178
6,早春晴朗,32302574,250215,57,24,20195,13230,65.51%,完结FT,72230
7,沉醉不醒,1987506,43041,19,5,2851,1225,42.97%,五一迷你剧场,86740
8,初三的六一儿童节,25118447,54965,260,228,6042,4844,80.17%,番外3 兄弟（3）,85562
9,一颗苹果,12171004,141311,80,34,11388,4818,42.31%,启动音试听 · 谢青寄,90818
10,于是麦麦决定离家出走,4713892,98575,34,21,8353,5062,60.60%,番外✦程德兴,86179
11,降水概率百分百,597903,17652,12,1,1452,277,19.08%,˚.⊹ 第四期 ♡₊˚,93005
12,我在无限游戏里封神 第三季,21608344,204017,91,21,28249,20809,73.66%,破亿纪念单曲·神明所遗落的,81851
13,天官赐福 第三季,68965165,254414,67,43,31807,26176,82.30%,小剧场·元宵·花灯,82040
14,反差 全一季,6777125,53174,32,14,3572,1970,55.15%,第十二集·接住你了,86684
15,放学等我 第一季,50581267,805585,53,18,62531,36256,57.98%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,愚蠢的有钱人,433580,16684,28,15,1345,498,37.03%,【读诗】,93113
17,天官赐福 第二季,70867243,344431,61,43,37299,33922,90.95%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,顶级掠食者 第二季,6393257,52304,31,13,4488,3471,77.34%,第十三集,86789
19,藏南晚星,17993029,193221,79,42,19196,14089,73.40%,主题曲伴奏·途经,85110
20,恩客,1068479,16456,43,30,1304,811,62.19%,36·不留遗憾,91870
21,初三的六一儿童节 第二季（上）,291901,7922,4,1,630,291,46.19%,第二集 · 监狱风云,93154
22,放学等我 第二季,29716577,429680,42,16,44224,34544,78.11%,番外·恋爱纪念日,68837
23,天官赐福 第一季,83684472,942883,61,43,67928,36443,53.65%,四千万福利·小剧场·从前有一位名师,52400
24,惹祸精,943761,29544,37,14,1592,856,53.77%,小剧场④《不能碰》,90987
25,我在无限游戏里封神 第一季,71390683,971870,64,14,76637,42948,56.04%,线下漫展VLOG,52347
26,再世权臣 第三季（上）,2460645,47045,34,10,3404,2602,76.44%,第十集 ·  再度启程,86827
27,偷风不偷月 上季,7975744,126310,41,18,10314,5733,55.58%,300w福利·楚识琛（沈若臻）·风月语录,71389
28,吞海 第一季,50057314,517476,54,17,44253,27608,62.39%,原创配乐·破晓,29187
29,欢迎进入梦魇直播间 第二季,5858083,43442,28,11,3383,2432,71.89%,《今日没说法》⑤ ·「不平安疗养院」,90985
30,太傅他人人喊打 第二季,2638765,38728,24,12,2852,1734,60.80%,福利小剧场·《离思》,86723
31,魔道祖师 第三季,294959516,1536217,66,56,97621,90036,92.23%,传讯符·忘羡,22602
32,我在无限游戏里封神 第二季（下）,19495911,241720,55,14,26650,22684,85.12%,花絮06,76557
33,你的距离,89387358,929617,70,27,78290,56193,71.78%,完结FT·主创版,31552
34,魔道祖师 第一季,257464509,2252862,39,22,96862,64559,66.65%,主创FT<下>,15861
35,偷风不偷月 下季,3473399,61320,35,17,4466,4193,93.89%,100W福利·白噪音,77591
36,我在无限游戏里封神 第二季（上）,19617159,319191,42,11,32989,28567,86.60%,花絮06,71605
37,小蘑菇 第二季,50058550,492482,46,33,50377,46875,93.05%,全剧五千万福利,39605
38,吞海 第二季,31577481,263330,56,19,25223,23475,93.07%,新年祝福,67085
39,吞海 第三季（上）,21818111,209620,38,16,17808,16666,93.59%,OST·04 此地埋名,73221
40,魔道祖师 第二季,170001819,1411388,41,37,88780,81516,91.82%,主役FT（下）,19059
41,交易沦陷,26568970,163513,138,99,16283,9476,58.20%,特别福利·星空沦陷,54171
42,某某 第一季,97012929,1699677,43,28,77239,45097,58.39%,伴奏|《梧桐说》,58219
43,将进酒 第一季,104611360,1425315,59,16,78180,53308,68.19%,完结FT,25944
44,初三的六一儿童节 第一季,11175114,56097,53,16,3241,1560,48.13%,新年♥快乐,85497
45,台风眼 第二季,28740178,150504,50,32,13213,12202,92.35%,完结 FT,68664
46,我喜欢你的信息素 第一季,98739255,1493755,48,21,72384,45146,62.37%,四千万福利,58217
47,台风眼 第一季,34125671,286628,53,20,20244,12802,63.24%,千万福利·富士山在等一片云,52404
48,逐玉 第二季,714398,13960,14,4,447,102,22.82%,第七集 · 请罚,92520
49,吞海 第三季（下）,18744985,185571,51,18,18163,16424,90.43%,破亿纪念•抒情主役版「晓」,76879
50,欢迎进入梦魇直播间 第一季,22942643,188806,62,20,19087,8306,43.52%,完结FT,75856
