排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,你的雪人能活多久 第一季,823472,47793,15,0,第二集 · 现在开始同居生活？,93787
2,灯花笑 上季,2306076,47025,18,4,第8集,94733
3,天官赐福 第四季,7096979,104901,17,0,新年小剧场《压岁钱》,91718
4,虚拟偶像团综丨《去世界尽头》,4610875,50443,29,0,嘉宾观察室柏闻篇·派对超新星,94354
5,伏特加与曼特宁,1407781,60493,16,0,第二期,92988
6,放学后别来我办公室 全一季,462342,17066,8,0,第一课「天生我材必有用」,86868
7,囚于永夜,785171,22442,200,161,温然生日小剧场,94916
8,沉浮事,445850,13555,12,1,浊世篇·第三集,94775
9,宋玉章 第一季,2673350,42723,15,0,第二折 · 小团圆,86589
10,满城衣冠 全一季,2130407,52654,25,5,主题曲② · 失控的月亮,90878
11,守寡后我重生了 第二季,39138,2376,6,0,第一集,95212
12,恒星时刻 第一季,304466,46508,1,0,歌曲《狮心》（Live）,94789
13,触礁,134060,9968,10,1,✰花絮·01✰,95034
14,金陵春 第一季,146234,5813,11,2,第五集,94497
15,逆鳞 第一季,492438,15500,25,10,第十一剑,93750
16,谁来言说夜晚 上季,1176618,14776,69,33,第50集,94321
17,嫡谋·第一季,316902,8732,13,4,二十万福利小剧场,94462
18,绰约,2073210,31941,34,5,200W播放纪念·裴廷约,86680
19,炽火难熄 全一季,238920,17986,10,1,第三集 · 升级,94917
20,穿到包养文里搞事业 . 全一季,4170,292,6,0,03 惊艳全场,95220
21,搭界 第一季,374207,15404,18,6,小剧场 · 请墨宝,94617
22,赤霞珠,128684,8889,18,12,第14章·木桐堡,95114
23,清白之年,366541,12543,13,0,第四集·人生难得是欢聚,94838
24,入蛊 全一季,926671,20969,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
25,解瘾,329645,12693,18,2,戏曲选段❃武家坡,94782
26,当你叫醒我,1053872,17030,14,0,回响主题曲《当你叫醒我》,94268
27,错登科  第一季,87896,4411,9,2,第四集·釜底鱼,94787
28,只想和你好好的,389577,8350,17,7,✧ 第九期 ✧,94176
29,大王万万不可！ 第一季,285737,13943,22,5,般若波罗蜜多心经,94259
30,你克制一点 全一季,1032567,27611,23,10,花絮④,87343
