排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,逐玉 第一季,3906036,68572,43,14,2130,931,43.71%,原创配乐 · 凶夜,89245
2,奇洛李维斯回信,39534382,494912,79,23,45696,22966,50.26%,花絮09 ·小花絮又又又又又来了,85974
3,情蛊,32317110,368810,59,41,44272,27142,61.31%,花絮11,86178
4,反差 全一季,5788838,46664,23,6,2835,1279,45.11%,第七集·困兽犹斗,86684
5,顶级掠食者 第二季,4528165,47406,20,7,3702,2665,71.99%,400W播放纪念,86789
6,一颗苹果,10382736,129700,66,25,9728,3598,36.99%,花絮06 · 推广,90818
7,于是麦麦决定离家出走,3719007,89062,25,15,6687,3718,55.60%,第十期,86179
8,我在无限游戏里封神 第四季,1500281,90156,2,0,2731,0,0.00%,预告 · Deicide,86834
9,再世权臣 第三季（上）,1683793,42387,27,5,2537,1652,65.12%,花絮02·我不打扰,86827
10,太傅他人人喊打 第二季,1694908,34442,15,6,2302,1130,49.09%,第六集,86723
11,天官赐福 第三季,65832496,247820,66,42,31107,25526,82.06%,花絮·不坠主役,82040
12,欢迎进入梦魇直播间 第二季,4131993,37665,17,7,2725,1831,67.19%,《非诚忽扰》第２.５期,90985
13,天官赐福 第二季,68500007,338499,61,43,36824,33487,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,重生之将门毒后 第二季,39950314,371489,83,26,49270,33010,67.00%,破亿福利·白噪音·花灯,52293
15,天官赐福 第一季,81205836,932733,61,43,67426,36166,53.64%,四千万福利·小剧场·从前有一位名师,52400
16,藏南晚星,17226909,187043,79,42,18357,13390,72.94%,主题曲伴奏·途经,85110
17,放学等我 第一季,49201812,790709,53,18,62269,36321,58.33%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,放学等我 第二季,28912120,420049,42,16,43991,34737,78.96%,番外·恋爱纪念日,68837
19,初三的六一儿童节,21422072,45830,217,188,4762,3603,75.66%,Chapter.105B “栋笃笑”（下）,85562
20,我在无限游戏里封神 第三季,20582620,197523,91,21,27470,20161,73.39%,破亿纪念单曲·神明所遗落的,81851
21,重生之将门毒后 第一季,90344303,814811,82,27,87873,42016,47.81%,主役reaction·片段03,43922
22,失忆后死对头成了我男朋友？,4253954,91044,44,20,5748,3793,65.99%,花絮·陆云笙,86693
23,早春晴朗,30300951,236265,57,24,18964,12444,65.62%,完结FT,72230
24,惹祸精,511790,22102,29,8,1009,392,38.85%,第十集,90987
25,偷风不偷月 上季,7494981,120921,41,18,9986,5488,54.96%,300w福利·楚识琛（沈若臻）·风月语录,71389
26,魔道祖师 第三季,293999043,1531994,66,56,97577,90017,92.25%,传讯符·忘羡,22602
27,将进酒 第一季,103890149,1417632,59,16,78086,53229,68.17%,完结FT,25944
28,吞海 第一季,49183773,510025,54,17,43670,27179,62.24%,原创配乐·破晓,29187
29,魔道祖师 第一季,256509753,2243059,39,22,96724,64507,66.69%,主创FT<下>,15861
30,小蘑菇 第二季,48563406,487716,46,33,50094,46612,93.05%,全剧五千万福利,39605
31,魔道祖师 第二季,169428223,1407265,41,37,88670,81440,91.85%,主役FT（下）,19059
32,逐玉 第二季,433336,9985,6,0,234,0,0.00%,第二集 · 夜会,92520
33,偷风不偷月 下季,3188272,57440,35,17,4174,3905,93.56%,100W福利·白噪音,77591
34,六州歌头 下季,424891,7442,47,42,406,283,69.70%,46 漠北惊鸿影,92061
35,太傅他人人喊打 第一季,6441221,116351,46,31,8051,4781,59.38%,充电·燕迟,73214
36,语义错误 第一季,2049540,20392,10,0,1403,0,0.00%,小剧场1 · GREEN,92155
37,吞海 第二季,31012571,258639,56,19,24711,22981,93.00%,新年祝福,67085
38,某某 第一季,96388428,1690552,43,28,77257,45006,58.25%,伴奏|《梧桐说》,58219
39,沉醉不醒,970732,33803,7,0,1016,0,0.00%,倒计时②·苏墨,86740
40,将进酒 第二季,71224653,804994,45,22,66967,60875,90.90%,第二季完结FT,30383
41,小蘑菇 第一季,48259171,901183,33,17,57849,38846,67.15%,白噪音·漫步荒原,29125
42,我在无限游戏里封神 第一季,70084153,960462,64,14,76107,42643,56.03%,线下漫展VLOG,52347
43,吞海 第三季（上）,21421752,205164,38,16,17391,16263,93.51%,OST·04 此地埋名,73221
44,欢迎进入梦魇直播间 第一季,22341802,184464,62,20,18620,8048,43.22%,完结FT,75856
45,我在无限游戏里封神 第二季（下）,18831723,235796,55,14,26071,22169,85.03%,花絮06,76557
46,你的距离,88562337,924522,70,27,78085,56049,71.78%,完结FT·主创版,31552
47,我喜欢你的信息素 第一季,97971501,1485039,48,21,72300,45209,62.53%,四千万福利,58217
48,美人印,265659,21897,4,0,1213,0,0.00%,主役采访,92611
49,吞海 第三季（下）,18312416,181043,51,18,17659,15935,90.24%,破亿纪念•抒情主役版「晓」,76879
50,再世权臣 第一季,20144318,246760,79,17,22714,10610,46.71%,花絮07,71321
