排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,4462100,122757,23,3,第五集,93038
2,洄天 第一季,22694408,222929,43,5,520语音 · 最佳情侣大赛,86815
3,我在无限游戏里封神 第四季,3766358,117211,24,6,特别放送 · 拯救san值计划启动,86834
4,奇洛李维斯回信 番外篇,563649,44153,3,2,番外 ·  庆生宴,93420
5,入蛊 全一季,62936,6890,3,0,Ⱄⱄᐝ楔子,93646
6,娑婆,582739,25271,7,0,第三集,93178
7,沉醉不醒,2269960,44826,24,6,520迷你剧场,86740
8,液态欲望 全一季,439908,24326,13,3,520 · 专属番外,86692
9,欲言难止,54511,3873,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
10,逆鳞 第一季,6010,2257,1,0,预告 · 苍山有雪,93750
11,蜉蝣,199936,15445,7,0,ೀ˖˚ 第二集,93202
12,降水概率百分百,746316,19580,16,3,520语音 ♡ 餐桌故事,93005
13,语义错误 第一季,3601354,25517,26,9,Ep.11 INTERACTION,92155
14,再世权臣 第三季（下）,121763,12833,4,1,小剧场 · 莫怨莫恨,93437
15,愚蠢的有钱人,615517,18716,43,30,【花絮3】,93113
16,逐玉 第二季,780831,14621,17,6,第九集 · 流言,92520
17,美人印,609212,29370,18,9,第九集,92611
18,门生故旧,4073,1518,1,0,520小剧场·自由,93774
19,全球进化后我站在食物链顶端 第二季（下）,139762,9524,10,6,独家采访·同居的打情骂俏,92775
20,沉入地球,47481,4469,8,0,第05集 · 隐形的针孔,93569
21,沉浮事,279515,10168,49,39,第肆拾陆集 押送,92895
22,禁区,227128,9545,37,16,24 你的人,92575
23,烟花情书,78352,3725,5,1,第三集,93337
24,初三的六一儿童节 第二季（上）,571588,9334,7,3,第四集 · 绝命追捕,93154
25,闭嘴，你这假粉 全一季,1983428,24511,33,20,番外2 · 一日为友，终生为父,87641
26,落火 全一季,276587,14137,14,4,第六集,92245
27,伏特加与曼特宁,208336,9684,40,31,°☆. 第36集 « *,92968
28,余污 第一季,252018,13260,10,0,第三期,92701
29,第二十八年春II,154452,5925,2,0,第五期,92633
30,嫁入高门的人,112349,4513,27,16,花絮2,93169
