排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,6675645,147908,33,6,25240,8607,34.10%,5.82%,第八集,93038
2,洄天 第一季,25091191,232897,51,8,21346,9615,45.04%,4.13%,2000W特别福利 · 今日幸运值,86815
3,我在无限游戏里封神 第四季,4664573,124173,30,9,8215,5669,69.01%,4.57%,特别放送 · 大型恐怖游戏联赛火热进行中Ⅴ,86834
4,奇洛李维斯回信,47799283,535641,83,27,50032,26012,51.99%,4.86%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,290017,17632,9,4,1110,931,83.87%,5.28%,小剧场 · 剑道何在,93437
6,早春晴朗,34389756,264519,57,24,21255,13927,65.52%,5.27%,完结FT,72230
7,情蛊,37410928,409415,67,48,49755,30697,61.70%,7.50%,完结FT·下,86178
8,沉醉不醒,2852032,50463,30,12,3816,2171,56.89%,4.30%,第十期,86740
9,娑婆,844195,28962,11,4,2913,526,18.06%,1.82%,第六集,93178
10,小蘑菇 第二季,50878979,497737,48,34,51522,47400,92.00%,9.52%,破亿福利·《风过荒野》主役版,39605
11,天官赐福 第三季,70124815,259719,67,43,32372,26665,82.37%,10.27%,小剧场·元宵·花灯,82040
12,我在无限游戏里封神 第三季,22426745,208938,91,21,28838,21327,73.95%,10.21%,破亿纪念单曲·神明所遗落的,81851
13,反差 全一季,7463451,58135,41,19,4371,2695,61.66%,4.64%,小剧场·家人的爱,86684
14,小蘑菇 第一季,49803440,916695,33,17,58245,39083,67.10%,4.26%,白噪音·漫步荒原,29125
15,天官赐福 第二季,71826260,349273,61,43,37761,34356,90.98%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,84813373,951411,61,43,68300,36686,53.71%,3.86%,四千万福利·小剧场·从前有一位名师,52400
17,放学等我 第一季,51710223,816763,53,18,62899,36317,57.74%,4.45%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,顶级掠食者 第二季,7455496,55054,48,17,5177,4181,80.76%,7.59%,OST·11永恒的吻,86789
19,放学等我 第二季,30399019,437115,42,16,44479,34504,77.57%,7.89%,番外·恋爱纪念日,68837
20,初三的六一儿童节,27232932,60006,287,255,6779,5526,81.52%,9.21%,番外9 跨年夜,85562
21,藏南晚星,18664652,197851,79,42,19790,14588,73.71%,7.37%,主题曲伴奏·途经,85110
22,交易沦陷,27929291,170257,138,99,16898,9863,58.37%,5.79%,特别福利·星空沦陷,54171
23,吞海 第一季,50793575,523980,54,17,44756,28052,62.68%,5.35%,原创配乐·破晓,29187
24,于是麦麦决定离家出走,5320313,103811,49,31,9147,5598,61.20%,5.39%,花絮10,86179
25,我在无限游戏里封神 第一季,72419310,980784,64,14,76951,43179,56.11%,4.40%,线下漫展VLOG,52347
26,太傅他人人喊打 第二季,3306094,41790,33,18,3420,2342,68.48%,5.60%,花絮08,86723
27,一颗苹果,12781887,148099,80,34,12104,5244,43.32%,3.54%,启动音试听 · 谢青寄,90818
28,我在无限游戏里封神 第二季（下）,20046860,246366,55,14,27089,23098,85.27%,9.38%,花絮06,76557
29,魔道祖师 第三季,295788105,1539359,66,56,97553,89946,92.20%,5.84%,传讯符·忘羡,22602
30,燎原,37467512,388572,43,34,39108,29766,76.11%,7.66%,FT,63688
31,吞海 第二季,32068868,267355,56,19,25652,23882,93.10%,8.93%,新年祝福,67085
32,愚蠢的有钱人,938162,22669,68,53,1914,964,50.37%,4.25%,【花絮4】,93113
33,魔道祖师 第一季,258315055,2261064,39,22,96936,64542,66.58%,2.85%,主创FT<下>,15861
34,将进酒 第一季,105256215,1431902,59,16,78282,53370,68.18%,3.73%,完结FT,25944
35,某某 第一季,97552229,1707462,43,28,77389,45119,58.30%,2.64%,伴奏|《梧桐说》,58219
36,偷风不偷月 上季,8317012,129889,41,18,10471,5816,55.54%,4.48%,300w福利·楚识琛（沈若臻）·风月语录,71389
37,吞海 第三季（上）,22175297,213250,38,16,18184,17028,93.64%,7.98%,OST·04 此地埋名,73221
38,我在无限游戏里封神 第二季（上）,19981317,323780,42,11,33378,28905,86.60%,8.93%,花絮06,71605
39,失忆后死对头成了我男朋友？,4891875,97564,44,20,6422,4328,67.39%,4.44%,花絮·陆云笙,86693
40,陈年烈苟 第二季,15849760,123681,57,31,13992,13193,94.29%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
41,台风眼 第二季,29104637,153928,50,32,13500,12466,92.34%,8.10%,完结 FT,68664
42,魔道祖师 第二季,170508491,1414560,41,37,88811,81539,91.81%,5.76%,主役FT（下）,19059
43,我喜欢你的信息素 第一季,99379357,1501354,48,21,72353,45043,62.25%,3.00%,四千万福利,58217
44,台风眼 第一季,34698530,292675,53,20,20748,13116,63.22%,4.48%,千万福利·富士山在等一片云,52404
45,吞海 第三季（下）,19140383,189318,51,18,18635,16883,90.60%,8.92%,破亿纪念•抒情主役版「晓」,76879
46,陈年烈苟 第一季,28435395,224697,62,21,20823,14259,68.48%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
47,江医生 第一季,16015163,228425,49,27,22243,13425,60.36%,5.88%,千万播放福利第四弹·小剧场·猫,81852
48,奇洛李维斯回信 番外篇,788106,54387,3,2,4147,3303,79.65%,6.07%,番外 ·  庆生宴,93420
49,伪装学渣 第一季,102370333,1931666,30,17,79848,46908,58.75%,2.43%,千万福利·“叫妈妈”,58262
50,秋燥 第一季,185824,11768,7,0,1137,0,0.00%,0.00%,第三集,93438
