排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,天官赐福 第四季,7490658,109867,20,1,第一集·立天地神人破铜炉,91718
2,虚拟偶像团综丨《去世界尽头》,4747482,50797,30,0,第五期·神仙洞,94354
3,你的雪人能活多久 第一季,934616,49813,16,0,小剧场01 · 雪人便当,93787
4,灯花笑 上季,2442813,48241,18,4,第8集,94733
5,宋玉章 第一季,2855851,43171,16,0,第三折 ·  啼笑因缘,86589
6,满城衣冠 全一季,2200366,53082,27,6,第8集 · 暗涌,90878
7,伏特加与曼特宁,1475967,61089,17,0,✦店长来啦！②,92988
8,囚于永夜,884620,24165,200,161,温然生日小剧场,94916
9,搭界 第一季,392090,15648,19,7,小剧场 · 请墨宝,94617
10,恒星时刻 第一季,315586,47386,1,0,歌曲《狮心》（Live）,94789
11,炽火难熄 全一季,259925,18591,11,2,第四集 ·“哥哥”,94917
12,绰约,2100540,32014,35,6,第八集·消遣,86680
13,赤霞珠,161988,9791,22,16,第18集·长相思,95114
14,放学后别来我办公室 全一季,484294,2406,9,0,＜将进酒＞片段纯享,86868
15,谁来言说夜晚 上季,1272323,2406,72,36,第53集,94321
16,嫡谋·第一季,325116,2406,13,4,二十万福利小剧场,94462
17,沉浮事,498810,2406,12,1,浊世篇·第三集,94775
18,合笼蛊,410683,2406,16,4,第六集·背影,94418
19,大王万万不可！ 第一季,310889,2406,23,6,第九集·缓缓以待,94259
20,逆鳞 第一季,509758,2406,26,11,微雪宫会客厅第三期,93750
21,守寡后我重生了 第二季,47701,2406,6,0,第一集,95212
22,愚蠢的有钱人 全一季,130034,2406,13,1,反诈小剧场,94873
23,我花开后百花杀 第一季,90857,2406,7,0,第一集 · 向死而生,94893
24,触礁,157078,2406,10,1,✰花絮·01✰,95034
25,解瘾,351098,2406,19,2,花絮4❃容先生要对洛生负责,94782
26,茱丽叶塔 全一季,42064,2406,12,0,「第三集」“玫瑰花上的刺”,95106
27,叛臣,182544,2406,17,7,晚安福利音 · 赵钧,94684
28,当你叫醒我,1067353,2406,14,0,回响主题曲《当你叫醒我》,94268
29,门生故旧,778441,2406,61,48,贺刘番外·江静潮初落⑤,93774
30,错登科  第一季,92098,2406,9,2,第四集·釜底鱼,94787
