排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,虚拟偶像团综丨《去世界尽头》,5475268,52560,44,0,柏闻生日小剧场·亲爱的老朋友,94354
2,天官赐福 第四季,8721140,121799,24,3,夏日提示音·处暑·花城,91718
3,灯花笑 上季,3105552,53297,25,9,花絮·贰,94733
4,尾钩,236712,14105,11,0,第07集 · 劫后余生,95503
5,你的雪人能活多久 第一季,1262176,54420,23,3,傅让夷生日快乐,93787
6,伏特加与曼特宁,1762988,63887,22,2,第四期,92988
7,穿进赛博游戏后干掉BOSS成功上位 第一季,25185,2866,3,0,第1集,95678
8,沉浮事,745384,15897,15,4,浊世篇·第五集,94775
9,满城衣冠 全一季,2437291,54540,31,8,花絮⑤ · 说着说着又唱起来了,90878
10,囚于永夜,1250697,29839,200,161,番外 少爷的生日7,94916
11,宋玉章 第一季,3490702,44781,19,1,主题曲 · 玉堂春· 伴奏,86589
12,恒星时刻 第一季,355826,50193,1,0,歌曲《狮心》（Live）,94789
13,放学后别来我办公室 全一季,588559,18487,12,0,第三课「学不可以已」,86868
14,大王万万不可！ 第一季,388845,14948,25,8,第十一集·日升月恒,94259
15,炽火难熄 全一季,335701,20220,14,3,花絮02 · 自带魅魔体质,94917
16,触礁,285424,12323,16,5,✰花絮·02✰,95034
17,绰约,2208587,32555,39,8,律师咨询日小剧场,86680
18,谁来言说夜晚 上季,1581579,15757,85,48,第65集,94321
19,我花开后百花杀 第一季,110969,4393,9,0,第三集 · 入局京都,94893
20,是心跳说谎 全一季,26314,3072,2,0,预告一·心跳瞬间,95516
21,嫡谋·第一季,368546,9599,16,7,第九集·「棋落尘缘」,94462
22,清白之年,470913,13836,19,0,第六集·明月装饰了我的窗,94838
23,守寡后我重生了 第二季,89137,3395,11,2,花絮01,95212
24,赤霞珠,292498,12211,30,19,处暑福利音·饮酒小贴士·唐渡,95114
25,搭界 第一季,443975,16295,23,10,EP07 小剧场,94617
26,错登科  第一季,116508,4925,13,5,花絮-要被萌死了,94787
27,愚蠢的有钱人 全一季,161420,7160,18,4,小剧场·静音打球,94873
28,解瘾,461693,13680,23,4,福利音❃奉心,94782
29,金陵春 第一季,165215,6099,14,4,第七集,94497
30,任东西,67188,3149,9,1,任东西·第五集,94860
