排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,8980245,123104,26,5,11455,5821,50.82%,4.73%,第三集·叫天不应叫地不灵,91718
2,早春晴朗,39642953,311842,57,24,23663,15350,64.87%,4.92%,完结FT,72230
3,奇洛李维斯回信,54583539,573506,98,41,53823,28872,53.64%,5.03%,OST A12 · 暗恋基本法,85974
4,宋玉章 第一季,3610179,45026,20,2,2832,851,30.05%,1.89%,第五折 · 夕饮冰,86589
5,灯花笑 上季,3203346,54171,26,9,8161,1581,19.37%,2.92%,三百万福利·中元节语音,94733
6,你的雪人能活多久 第一季,1305623,54934,24,4,5221,750,14.37%,1.37%,小剧场02 · 喜糖,93787
7,情蛊,41764210,448386,68,49,54509,33756,61.93%,7.53%,4000w福利·山大王,86178
8,伏特加与曼特宁,1806794,64239,23,2,3419,1150,33.64%,1.79%,✦店长来啦！④,92988
9,我在无限游戏里封神 第四季,7918326,144820,56,15,11925,9386,78.71%,6.48%,特别放送 · emoji大挑战,86834
10,一屋暗灯 全一季,12958305,206829,54,14,34634,15944,46.04%,7.71%,主役版主题曲▪未说的,93038
11,天官赐福 第三季,72589783,274510,68,44,34111,28238,82.78%,10.29%,小剧场·元宵·花灯,82040
12,满城衣冠 全一季,2479618,54804,32,9,3327,1365,41.03%,2.49%,第10集 · 蒋振兴案,90878
13,天官赐福 第二季,73955568,363003,61,43,38868,35364,90.98%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,87736752,975526,61,43,69092,37233,53.89%,3.82%,四千万福利·小剧场·从前有一位名师,52400
15,囚于永夜,1305159,30519,200,161,3011,920,30.55%,3.01%,番外 少爷的生日7,94916
16,炽火难熄 全一季,350336,20416,15,4,1532,650,42.43%,3.18%,第六集 ·“顺路”,94917
17,沉浮事,786947,16120,16,5,1750,986,56.34%,6.12%,中元小剧场·百鬼集市,94775
18,尾钩,287796,15093,13,2,1470,432,29.39%,2.86%,第09集 · 旁观者清,95503
19,我在无限游戏里封神 第三季,24255075,220903,91,21,30416,22679,74.56%,10.27%,破亿纪念单曲·神明所遗落的,81851
20,放学等我 第一季,54445727,840940,53,18,61914,35845,57.89%,4.26%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,藏南晚星,20031516,208400,80,43,21003,15569,74.13%,7.47%,七夕小剧场 · 小许老师买菜记,85110
22,放学等我 第二季,31986188,452756,42,16,44386,33877,76.32%,7.48%,番外·恋爱纪念日,68837
23,魔道祖师 第三季,297683884,1547825,66,56,97521,89829,92.11%,5.80%,传讯符·忘羡,22602
24,魔道祖师 第一季,260413849,2285018,39,22,97100,64589,66.52%,2.83%,主创FT<下>,15861
25,江医生 第一季,17164623,238257,49,27,23176,14178,61.18%,5.95%,千万播放福利第四弹·小剧场·猫,81852
26,台风眼 第二季,29951665,163465,50,32,14313,13246,92.55%,8.10%,完结 FT,68664
27,魔道祖师 第二季,171703082,1422994,41,37,88881,81620,91.83%,5.74%,主役FT（下）,19059
28,我在无限游戏里封神 第一季,74943728,1003858,64,14,77746,43545,56.01%,4.34%,线下漫展VLOG,52347
29,台风眼 第一季,35998558,309124,53,20,22203,13873,62.48%,4.49%,千万福利·富士山在等一片云,52404
30,触礁,301459,12487,16,5,1311,883,67.35%,7.07%,✰花絮·02✰,95034
31,我在无限游戏里封神 第二季（下）,21306932,257698,55,14,28280,24170,85.47%,9.38%,花絮06,76557
32,我喜欢你的信息素 第一季,100982393,1521041,48,21,72052,44650,61.97%,2.94%,四千万福利,58217
33,江医生 第二季,8528910,123152,44,36,13800,12844,93.07%,10.43%,主役版·绝对,85256
34,某某 第一季,98844998,1727015,43,28,77039,45051,58.48%,2.61%,伴奏|《梧桐说》,58219
35,降水概率百分百,2018232,28958,42,17,2960,1729,58.41%,5.97%,特别语音 ♡ 烘焙指南,93005
36,吞海 第一季,52308362,537393,54,17,45775,28837,63.00%,5.37%,原创配乐·破晓,29187
37,我在无限游戏里封神 第二季（上）,20853670,334725,42,11,34392,29786,86.61%,8.90%,花絮06,71605
38,重生之将门毒后 第二季,42580673,386327,83,26,50834,34244,67.36%,8.86%,破亿福利·白噪音·花灯,52293
39,我喜欢你的信息素 第二季,76907424,850969,43,26,58997,49772,84.36%,5.85%,国风版·星衍,58218
40,一颗苹果,13999010,165757,82,35,13736,6080,44.26%,3.67%,完结FT · 谢谢光临,90818
41,伪装学渣 第一季,103634200,1953918,30,17,80139,47034,58.69%,2.41%,千万福利·“叫妈妈”,58262
42,将进酒 第一季,106689960,1447894,59,16,78390,53347,68.05%,3.68%,完结FT,25944
43,再世权臣 第三季（下）,937038,26279,21,12,2401,2142,89.21%,8.15%,第十二集 ·  雨后风荷,93437
44,洄天 第一季,28355055,247713,65,14,23549,11384,48.34%,4.60%,完结语音 · 高能量S级监护人的一天,86815
45,某某 第二季,66769297,834662,67,39,68652,51384,74.85%,6.16%,破亿纪念·《正年少》,58220
46,沉醉不醒,4204239,57534,50,31,4946,3118,63.04%,5.42%,დ400万福利剧场·桑拿,86740
47,难言之欲,214061,9951,7,2,731,327,44.73%,3.29%,E3,94857
48,吞海 第二季,33031856,275322,56,19,26410,24612,93.19%,8.94%,新年祝福,67085
49,解瘾,474709,13734,23,4,901,360,39.96%,2.62%,福利音❃奉心,94782
50,娑婆,1828376,37779,29,19,3737,1163,31.12%,3.08%,作者原创小剧场·中元节,93178
