排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,虚拟偶像团综丨《去世界尽头》,4486970,50076,29,0,嘉宾观察室柏闻篇·派对超新星,94354
2,灯花笑 上季,2123358,45377,17,3,第7集,94733
3,你的雪人能活多久 第一季,697767,45389,14,0,祝知希角色曲《小爱神》伴奏,93787
4,伏特加与曼特宁,1310355,59674,15,0,主题曲伴奏·泊岸,92988
5,天官赐福 第四季,6953701,103789,16,0,正式预告·神明与信徒,91718
6,宋玉章 第一季,2529059,42195,15,0,第二折 · 小团圆,86589
7,满城衣冠 全一季,2059988,52004,20,5,第7集 · 上车·车上,90878
8,囚于永夜,696934,21073,200,161,温然生日小剧场,94916
9,触礁,101420,9442,7,1,EP02⟢| 月亮在云里游泳 |,95034
10,炽火难熄 全一季,222345,17442,10,1,第三集 · 升级,94917
11,恒星时刻 第一季,292117,45461,1,0,歌曲《狮心》（Live）,94789
12,绰约,2050270,31874,32,5,律法小贴士·7则,86680
13,嫡谋·第一季,304461,8529,12,4,第七集·「故园惊澜」,94462
14,谁来言说夜晚 上季,1077129,14562,56,30,第47集,94321
15,茱丽叶塔 全一季,35090,4664,9,0,「第二集」“请给我画一只羊”,95106
16,清白之年,341705,12216,12,0,小剧场·重逢,94838
17,解瘾,304502,12491,17,2,第四集,94782
18,放学后别来我办公室 全一季,425848,15899,6,0,倒计时2天,86868
19,当你叫醒我,1023368,16842,14,0,回响主题曲《当你叫醒我》,94268
20,欲言难止,769184,22306,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
21,搭界 第一季,360810,15219,17,5,30万播放福利 · 起床,94617
22,守寡后我重生了 第二季,14834,1640,3,0,倒计时2天,95212
23,沉浮事,382829,12764,11,0,浊世篇·第二集,94775
24,大王万万不可！ 第一季,270502,13838,22,5,般若波罗蜜多心经,94259
25,错登科  第一季,81775,4277,9,2,第四集·釜底鱼,94787
26,合笼蛊,373289,8815,13,3,第五集·中毒,94418
27,逆鳞 第一季,478748,15377,24,9,花絮④,93750
28,我在霸总文学里当家庭医生 上季,77994,7819,9,3,第六集,91680
29,入蛊 全一季,914503,20865,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
30,沉入地球,411795,9344,87,64,花絮 · 05,93569
