排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,7205782,156436,33,6,第八集,93038
2,洄天 第一季,25557205,234803,52,9,第十一期,86815
3,我在无限游戏里封神 第四季,4876627,125732,31,10,第十集 · 拉塞尔公墓,86834
4,只想和你好好的,63643,4356,5,0,✧ 第一期 ✧,94176
5,娑婆,898782,29537,12,4,主题曲·色相,93178
6,沉醉不醒,2970911,51414,31,13,第十一期,86740
7,大王万万不可！ 第一季,23265,4853,3,0,倒计时叁·备演,94259
8,愚蠢的有钱人,1057093,24329,73,58,【花絮5】,93113
9,精神科医生神经了,112930,9887,11,0,处方二✫百忧解（下）,93567
10,入蛊 全一季,428257,15780,10,4,Ⱄⱄᐝ第七回,93646
11,奇洛李维斯回信 番外篇,817347,55636,3,2,番外 ·  庆生宴,93420
12,门生故旧,198757,11415,14,2,★08·蛇,93774
13,再世权臣 第三季（下）,330272,18256,10,5,第五集 ·  烈火真金,93437
14,液态欲望 全一季,661128,28596,22,10,雪饼日记3.0,86692
15,欲言难止,239851,9907,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
16,秋燥 第一季,213247,12127,8,0,小剧场 · 第一聚,93438
17,沉浮事,453134,12550,76,66,第柒拾叁集 质问,92895
18,降水概率百分百,1016203,21862,20,6,特别彩蛋 ♡ 要迟到了,93005
19,蜉蝣,407111,19274,14,3,ೀ˖˚ 小剧场·雨后屋顶,93202
20,禁区,429303,11967,74,48,49 单身,92575
21,逆鳞 第一季,157424,10478,8,0,花絮①,93750
22,闭嘴，你这假粉 全一季,2050571,25622,33,20,番外2 · 一日为友，终生为父,87641
23,初三的六一儿童节 第二季（上）,1409954,11024,15,7,第八集 · 暗战1992,93154
24,逐玉 第二季,891598,15647,21,9,第十二集 · 回京,92520
25,美人印,702204,30633,23,14,第12集,92611
26,第二十八年春II,182045,6792,2,0,第五期,92633
27,伏特加与曼特宁,303360,10749,65,56,°☆. 年少日记 « *,92968
28,余污 第一季,303705,14601,14,5,第七期,92701
29,嫁入高门的人,186895,5304,47,35,第41集,93169
30,烟花情书,125147,4638,9,5,第七集,93337
