排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,6958875,152944,33,6,25845,9129,35.32%,5.97%,第八集,93038
2,洄天 第一季,25321058,233789,52,9,21500,9763,45.41%,4.18%,第十一期,86815
3,我在无限游戏里封神 第四季,4758284,124896,31,10,8364,5824,69.63%,4.66%,第十集 · 拉塞尔公墓,86834
4,奇洛李维斯回信,47965115,536660,83,27,50110,26087,52.06%,4.86%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,316020,17973,10,5,1157,984,85.05%,5.47%,第五集 ·  烈火真金,93437
6,早春晴朗,34520567,265386,57,24,21316,13970,65.54%,5.26%,完结FT,72230
7,情蛊,37510875,410197,67,48,49841,30766,61.73%,7.50%,完结FT·下,86178
8,沉醉不醒,2920486,51020,31,13,3876,2235,57.66%,4.38%,第十一期,86740
9,娑婆,868743,29221,11,4,2939,555,18.88%,1.90%,第六集,93178
10,小蘑菇 第二季,50923177,498018,48,34,51545,47418,91.99%,9.52%,破亿福利·《风过荒野》主役版,39605
11,天官赐福 第三季,70182788,260013,67,43,32397,26691,82.39%,10.27%,小剧场·元宵·花灯,82040
12,我在无限游戏里封神 第三季,22473149,209247,91,21,28870,21357,73.98%,10.21%,破亿纪念单曲·神明所遗落的,81851
13,小蘑菇 第一季,49848306,917101,33,17,58242,39092,67.12%,4.26%,白噪音·漫步荒原,29125
14,反差 全一季,7484379,58267,41,19,4399,2723,61.90%,4.67%,小剧场·家人的爱,86684
15,天官赐福 第二季,71875133,349543,61,43,37779,34372,90.98%,9.83%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,84878428,951897,61,43,68336,36692,53.69%,3.85%,四千万福利·小剧场·从前有一位名师,52400
17,放学等我 第一季,51766175,817255,53,18,62884,36320,57.76%,4.44%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,放学等我 第二季,30434324,437449,42,16,44458,34470,77.53%,7.88%,番外·恋爱纪念日,68837
19,顶级掠食者 第二季,7484971,55124,48,17,5201,4202,80.79%,7.62%,OST·11永恒的吻,86789
20,藏南晚星,18698072,198081,79,42,19822,14618,73.75%,7.38%,主题曲伴奏·途经,85110
21,初三的六一儿童节,27308884,60173,287,255,6809,5553,81.55%,9.23%,番外9 跨年夜,85562
22,我在无限游戏里封神 第一季,72477757,981343,64,14,76963,43190,56.12%,4.40%,线下漫展VLOG,52347
23,于是麦麦决定离家出走,5342582,104010,49,31,9170,5619,61.28%,5.40%,花絮10,86179
24,吞海 第一季,50830582,524295,54,17,44784,28070,62.68%,5.35%,原创配乐·破晓,29187
25,交易沦陷,28004040,170626,138,99,16923,9877,58.36%,5.79%,特别福利·星空沦陷,54171
26,愚蠢的有钱人,1001020,23706,71,56,1988,1016,51.11%,4.29%,【花絮5】,93113
27,太傅他人人喊打 第二季,3338419,41920,34,19,3453,2377,68.84%,5.67%,番外2·《凭栏村篇》,86723
28,我在无限游戏里封神 第二季（下）,20077588,246661,55,14,27115,23123,85.28%,9.37%,花絮06,76557
29,一颗苹果,12813195,148504,80,34,12132,5259,43.35%,3.54%,启动音试听 · 谢青寄,90818
30,魔道祖师 第三季,295835492,1539532,66,56,97547,89939,92.20%,5.84%,传讯符·忘羡,22602
31,燎原,37486805,388741,43,34,39117,29777,76.12%,7.66%,FT,63688
32,魔道祖师 第一季,258364707,2261558,39,22,96951,64545,66.57%,2.85%,主创FT<下>,15861
33,吞海 第二季,32095038,267541,56,19,25664,23895,93.11%,8.93%,新年祝福,67085
34,将进酒 第一季,105295045,1432326,59,16,78289,53365,68.16%,3.73%,完结FT,25944
35,某某 第一季,97580024,1707898,43,28,77428,45134,58.29%,2.64%,伴奏|《梧桐说》,58219
36,我在无限游戏里封神 第二季（上）,20001760,324063,42,11,33395,28922,86.61%,8.92%,花絮06,71605
37,魔道祖师 第二季,170538826,1414725,41,37,88818,81546,91.81%,5.76%,主役FT（下）,19059
38,陈年烈苟 第二季,15870817,123875,57,31,14014,13212,94.28%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
39,失忆后死对头成了我男朋友？,4908671,97741,44,20,6439,4341,67.42%,4.44%,花絮·陆云笙,86693
40,吞海 第三季（上）,22194495,213417,38,16,18205,17050,93.66%,7.99%,OST·04 此地埋名,73221
41,偷风不偷月 上季,8334626,130076,41,18,10546,5905,55.99%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
42,台风眼 第二季,29126262,154117,50,32,13518,12484,92.35%,8.10%,完结 FT,68664
43,陈年烈苟 第一季,28460740,225004,62,21,20835,14275,68.51%,6.34%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
44,我喜欢你的信息素 第一季,99416112,1501784,48,21,72371,45049,62.25%,3.00%,四千万福利,58217
45,台风眼 第一季,34732315,293006,53,20,20774,13132,63.21%,4.48%,千万福利·富士山在等一片云,52404
46,江医生 第一季,16045477,228743,49,27,22262,13440,60.37%,5.88%,千万播放福利第四弹·小剧场·猫,81852
47,吞海 第三季（下）,19160971,189486,51,18,18662,16908,90.60%,8.92%,破亿纪念•抒情主役版「晓」,76879
48,秋燥 第一季,201170,11944,8,0,1161,0,0.00%,0.00%,小剧场 · 第一聚,93438
49,伪装学渣 第一季,102394965,1932121,30,17,79837,46899,58.74%,2.43%,千万福利·“叫妈妈”,58262
50,将进酒 第二季,72152453,810605,45,22,67305,61172,90.89%,7.55%,第二季完结FT,30383
