排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,10824378,189960,47,11,32008,13663,42.69%,7.19%,福利彩蛋·棋牌室历险记,93038
2,满城衣冠 全一季,1653424,48196,15,1,2547,476,18.69%,0.99%,第4集 · 打赌,90878
3,我在无限游戏里封神 第四季,6691773,137004,54,15,10608,8108,76.43%,5.92%,09 · 邪神的消遣 · Dark Deity's Game,86834
4,奇洛李维斯回信,51373851,555803,98,41,52035,27480,52.81%,4.94%,OST A12 · 暗恋基本法,85974
5,洄天 第一季,27584277,244111,64,14,23058,11083,48.07%,4.54%,2500W特别福利 · 沈监察的工作日,86815
6,情蛊,39432940,428346,67,48,51866,31953,61.61%,7.46%,完结FT·下,86178
7,灯花笑 上季,721510,31328,8,0,5352,0,0.00%,0.00%,第2集,94733
8,早春晴朗,36158289,274205,57,24,22097,14510,65.67%,5.29%,完结FT,72230
9,绰约,1875407,30785,24,2,1242,293,23.59%,0.95%,律法小贴士·4则,86680
10,天官赐福 第三季,71218006,266414,67,43,33082,27294,82.50%,10.24%,小剧场·元宵·花灯,82040
11,我在无限游戏里封神 第三季,23374785,215427,91,21,29658,22046,74.33%,10.23%,破亿纪念单曲·神明所遗落的,81851
12,谁来言说夜晚 上季,726977,12963,36,10,1230,468,38.05%,3.61%,第27集,94321
13,理想型,860685,14271,40,21,1218,660,54.19%,4.62%,32·逃避,93439
14,天官赐福 第二季,72770512,355384,61,43,38228,34774,90.96%,9.78%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,86173749,962816,61,43,68665,36926,53.78%,3.84%,四千万福利·小剧场·从前有一位名师,52400
16,一颗苹果,13451667,158972,82,35,12983,5704,43.93%,3.59%,完结FT · 谢谢光临,90818
17,我在无限游戏里封神 第一季,73729987,993221,64,14,77407,43380,56.04%,4.37%,线下漫展VLOG,52347
18,放学等我 第一季,53047354,829282,53,18,62760,36154,57.61%,4.36%,1700W福利·P-特别小剧场「2022.12.2」,64911
19,放学等我 第二季,31182719,445275,42,16,44551,34288,76.96%,7.70%,番外·恋爱纪念日,68837
20,再世权臣 第三季（下）,638577,22715,17,10,1816,1647,90.69%,7.25%,第十集 ·  破镜何圆,93437
21,魔道祖师 第三季,296726851,1543533,66,56,97537,89899,92.17%,5.82%,传讯符·忘羡,22602
22,坠落,11402991,182136,59,22,14984,4979,33.23%,2.73%,番外二·新生,76041
23,默读 第五季,39142605,465540,47,34,46487,40083,86.22%,8.61%,电话,59100
24,宋玉章 第一季,1321753,31579,3,0,671,0,0.00%,0.00%,月历语音 · 静玉,86589
25,入戏,8777453,92839,80,54,7525,5792,76.97%,6.24%,新春语音,82289
26,我在无限游戏里封神 第二季（下）,20699998,252512,55,14,27650,23602,85.36%,9.35%,花絮06,76557
27,沉醉不醒,3669112,55009,41,22,4417,2676,60.58%,4.86%,小剧场·好好的,86740
28,魔道祖师 第一季,259367675,2273584,39,22,97175,64681,66.56%,2.84%,主创FT<下>,15861
29,藏南晚星,19328708,202822,79,42,20384,15074,73.95%,7.43%,主题曲伴奏·途经,85110
30,小蘑菇 第二季,51532061,502657,51,34,51853,47654,91.90%,9.48%,破亿电话·双人,39605
31,小蘑菇 第一季,50528924,925484,33,17,58408,39201,67.12%,4.24%,白噪音·漫步荒原,29125
32,台风眼 第二季,29529643,158775,50,32,13888,12838,92.44%,8.09%,完结 FT,68664
33,魔道祖师 第二季,171100119,1418773,41,37,88868,81591,91.81%,5.75%,主役FT（下）,19059
34,台风眼 第一季,35374572,300958,53,20,21441,13475,62.85%,4.48%,千万福利·富士山在等一片云,52404
35,吞海 第一季,51587378,531075,54,17,45245,28430,62.84%,5.35%,原创配乐·破晓,29187
36,我在无限游戏里封神 第二季（上）,20422160,329683,42,11,33896,29348,86.58%,8.90%,花絮06,71605
37,默读 第四季,45996964,542619,31,23,42040,40190,95.60%,7.41%,骆一锅的一天,59099
38,某某 第一季,98185200,1717989,43,28,77461,45151,58.29%,2.63%,伴奏|《梧桐说》,58219
39,娑婆,1309516,34194,19,10,3351,843,25.16%,2.47%,主题曲·此身,93178
40,我喜欢你的信息素 第一季,100176447,1511950,48,21,72367,44963,62.13%,2.97%,四千万福利,58217
41,于是麦麦决定离家出走,5748262,109965,51,32,9772,5982,61.22%,5.44%,花絮11,86179
42,江医生 第一季,16577335,233395,49,27,22660,13780,60.81%,5.90%,千万播放福利第四弹·小剧场·猫,81852
43,默读 第三季,37425941,600769,17,14,35588,33128,93.09%,5.51%,甜甜生日特别篇,59098
44,吞海 第二季,32558971,271538,56,19,26029,24243,93.14%,8.93%,新年祝福,67085
45,将进酒 第一季,105984089,1440564,59,16,78331,53333,68.09%,3.70%,完结FT,25944
46,逆鳞 第一季,372723,13925,19,5,1431,651,45.49%,4.68%,花絮③,93750
47,吞海 第三季（上）,22528185,217112,38,16,18509,17338,93.67%,7.99%,OST·04 此地埋名,73221
48,默读 第二季,29358116,608294,16,11,35474,33569,94.63%,5.52%,花絮03,59097
49,降水概率百分百,1487371,25639,30,11,2357,1198,50.83%,4.67%,˚.⊹ 第十四期 ♡₊˚,93005
50,伪装学渣 第一季,102984946,1943891,30,17,80102,47041,58.73%,2.42%,千万福利·“叫妈妈”,58262
