排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,11555775,195459,51,12,32968,14469,43.89%,7.40%,启动音▪宋星阑,93038
2,我在无限游戏里封神 第四季,7120060,139301,56,15,11038,8518,77.17%,6.11%,特别放送 · emoji大挑战,86834
3,奇洛李维斯回信,52149556,560239,98,41,52431,27799,53.02%,4.96%,OST A12 · 暗恋基本法,85974
4,满城衣冠 全一季,1822359,49912,17,3,2758,744,26.98%,1.49%,第5集 · 不疯魔不成活,90878
5,情蛊,39904043,432231,67,48,52413,32282,61.59%,7.47%,完结FT·下,86178
6,灯花笑 上季,1419860,38816,13,0,6458,0,0.00%,0.00%,起床铃·裴云暎,94733
7,洄天 第一季,27834826,244948,65,14,23195,11181,48.20%,4.56%,完结语音 · 高能量S级监护人的一天,86815
8,天官赐福 第三季,71473137,268085,67,43,33244,27446,82.56%,10.24%,小剧场·元宵·花灯,82040
9,我在无限游戏里封神 第三季,23603229,216928,91,21,29881,22240,74.43%,10.25%,破亿纪念单曲·神明所遗落的,81851
10,绰约,1955191,31374,28,3,1338,395,29.52%,1.26%,律法小贴士·5则,86680
11,天官赐福 第二季,73004369,356841,61,43,38379,34906,90.95%,9.78%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
12,天官赐福 第一季,86488937,965383,61,43,68703,36954,53.79%,3.83%,四千万福利·小剧场·从前有一位名师,52400
13,宋玉章 第一季,1683181,33392,9,0,905,0,0.00%,0.00%,倒计时贰 · 聂饮冰×宋玉章,86589
14,理想型,1074344,15590,51,30,1357,795,58.59%,5.10%,41·在意,93439
15,一颗苹果,13594984,160809,82,35,13181,5809,44.07%,3.61%,完结FT · 谢谢光临,90818
16,早春晴朗,36455779,275457,57,24,22244,14604,65.65%,5.30%,完结FT,72230
17,我在无限游戏里封神 第一季,74050079,996010,64,14,77491,43411,56.02%,4.36%,线下漫展VLOG,52347
18,搭界 第一季,276314,14025,12,2,1358,517,38.07%,3.69%,低能量版,94617
19,谁来言说夜晚 上季,876340,13627,45,19,1360,610,44.85%,4.48%,第36集,94321
20,放学等我 第一季,53341891,831815,53,18,62719,36093,57.55%,4.34%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,囚于永夜,345704,13387,199,161,921,234,25.41%,1.75%,番外 少爷的生日7,94916
22,放学等我 第二季,31356638,446915,42,16,44509,34192,76.82%,7.65%,番外·恋爱纪念日,68837
23,魔道祖师 第三季,296943850,1544514,66,56,97565,89916,92.16%,5.82%,传讯符·忘羡,22602
24,我在无限游戏里封神 第二季（下）,20858747,253913,55,14,27801,23733,85.37%,9.35%,花絮06,76557
25,魔道祖师 第一季,259607208,2276275,39,22,97178,64673,66.55%,2.84%,主创FT<下>,15861
26,再世权臣 第三季（下）,751949,23766,20,11,2091,1838,87.90%,7.73%,小剧场 · 你给我爬起来,93437
27,炽火难熄 全一季,95933,13411,5,0,813,0,0.00%,0.00%,第一集 · 相遇,94917
28,藏南晚星,19477702,203907,79,42,20501,15176,74.03%,7.44%,主题曲伴奏·途经,85110
29,沉醉不醒,3820230,55616,43,24,4604,2850,61.90%,5.12%,番外·老友,86740
30,台风眼 第二季,29619568,159856,50,32,13996,12941,92.46%,8.10%,完结 FT,68664
31,魔道祖师 第二季,171235813,1419700,41,37,88846,81577,91.82%,5.75%,主役FT（下）,19059
32,入戏,8869453,93637,80,54,7564,5818,76.92%,6.21%,新春语音,82289
33,我在无限游戏里封神 第二季（上）,20532610,331052,42,11,34026,29464,86.59%,8.90%,花絮06,71605
34,台风眼 第一季,35524767,302925,53,20,21624,13578,62.79%,4.48%,千万福利·富士山在等一片云,52404
35,小蘑菇 第二季,51646236,503530,51,34,51937,47726,91.89%,9.48%,破亿电话·双人,39605
36,默读 第五季,39184344,466023,47,34,46509,40103,86.23%,8.61%,电话,59100
37,小蘑菇 第一季,50653045,927115,33,17,58450,39228,67.11%,4.23%,白噪音·漫步荒原,29125
38,吞海 第一季,51753126,532581,54,17,45384,28532,62.87%,5.36%,原创配乐·破晓,29187
39,你的雪人能活多久 第一季,268231,34349,5,0,2481,0,0.00%,0.00%,征婚启事,93787
40,我喜欢你的信息素 第一季,100364770,1514219,48,21,72210,44831,62.08%,2.96%,四千万福利,58217
41,某某 第一季,98336092,1720138,43,28,77460,45120,58.25%,2.62%,伴奏|《梧桐说》,58219
42,江医生 第一季,16710462,234473,49,27,22770,13863,60.88%,5.91%,千万播放福利第四弹·小剧场·猫,81852
43,清白之年,237810,11156,10,0,824,0,0.00%,0.00%,第二集·在我透明的忧伤中,94838
44,合笼蛊,295824,8412,11,1,556,127,22.84%,1.51%,第三集·做梦,94418
45,娑婆,1430065,35075,20,11,3441,896,26.04%,2.55%,第十一集,93178
46,伏特加与曼特宁,899554,53528,5,0,1636,0,0.00%,0.00%,预告,92988
47,嫁给一个死太监 第一季,3719531,74866,34,12,4347,2404,55.30%,3.21%,新春福利音,66726
48,将进酒 第一季,106154440,1442371,59,16,78351,53337,68.07%,3.70%,完结FT,25944
49,于是麦麦决定离家出走,5839511,110937,52,32,9946,6078,61.11%,5.48%,启动音试听,86179
50,吞海 第二季,32667768,272450,56,19,26118,24329,93.15%,8.93%,新年祝福,67085
