排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,宋玉章 第一季,1857199,35398,12,0,第一折 ·  金台玉章,86589
2,虚拟偶像团综丨《去世界尽头》,3905291,48214,26,0,江恪生日小剧场·原点,94354
3,灯花笑 上季,1546425,39801,13,0,起床铃·裴云暎,94733
4,你的雪人能活多久 第一季,324101,35912,7,0,开播前采,93787
5,伏特加与曼特宁,958756,54945,6,0,主题曲·泊岸,92988
6,再世权臣 第三季（下）,782520,24307,21,12,第十二集 ·  雨后风荷,93437
7,恒星时刻 第一季,246428,41485,1,0,歌曲《狮心》（Live）,94789
8,满城衣冠 全一季,1859301,50264,18,3,花絮③ · 日語教学,90878
9,任东西,24829,2027,3,0,任东西·第一集,94860
10,炽火难熄 全一季,118941,14632,7,0,主题曲《未熄》伴奏,94917
11,囚于永夜,399954,14271,199,161,番外 少爷的生日7,94916
12,放学后别来我办公室 全一季,393955,14930,3,0,预告<又是一年春>,86868
13,搭界 第一季,294154,14332,13,3,第四集,94617
14,大王万万不可！ 第一季,218778,13172,13,4,第七集·请佛入瓮,94259
15,奇洛李维斯回信 番外篇,1075050,68391,3,2,番外 ·  庆生宴,93420
16,叛臣,125797,9696,14,6,第四集 · 圆,94684
17,蜉蝣,870243,25269,26,11,ೀ˖˚ 第十二集,93202
18,沉浮事,215160,11332,9,0,浊世篇·第一集,94775
19,欲言难止,659308,20120,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
20,赤霞珠,33928,5149,8,2,第4集·桃红酒,95114
21,谁来言说夜晚 上季,906706,13724,47,21,第38集,94321
22,请与我同眠,58676,5613,17,2,第04集,93966
23,入蛊 全一季,875449,20524,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
24,日出风来,125382,6489,31,19,♬第24集 流星,94444
25,嫡谋·第一季,255032,7471,10,2,第五集 · 「冰河落子」,94462
26,解瘾,223804,11690,13,0,花絮2❃听说谢少爷请客吃饭,94782
27,绰约,1966901,31452,28,3,律法小贴士·5则,86680
28,沉入地球,360446,8840,77,54,花絮 · 03,93569
29,当你叫醒我,893781,15505,12,0,第六集,94268
30,逆鳞 第一季,436553,14891,22,8,第九剑,93750
