排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,2964866,99632,15,1,第三集,93038
2,洄天 第一季,21002341,215097,38,3,1000W特别福利 · 纪念日,86815
3,我在无限游戏里封神 第四季,3216203,112763,20,4,特别放送 · 运气值比拼,86834
4,娑婆,94719,10017,4,0,第一集,93178
5,顶级掠食者 第二季,6395310,52305,31,13,第十三集,86789
6,奇洛李维斯回信 番外篇,15146,4428,1,0,番外 ·  生日前采,93420
7,逐玉 第二季,714569,13960,14,4,第七集 · 请罚,92520
8,液态欲望 全一季,280763,20975,6,0,EP01,86692
9,反差 全一季,6777501,53182,32,14,第十二集·接住你了,86684
10,沉醉不醒,1988277,43045,19,5,五一迷你剧场,86740
11,降水概率百分百,598346,17659,12,1,˚.⊹ 第四期 ♡₊˚,93005
12,再世权臣 第三季（上）,2460980,47045,34,10,第十集 ·  再度启程,86827
13,愚蠢的有钱人,433922,16686,28,15,【读诗】,93113
14,太傅他人人喊打 第二季,2639174,38729,24,12,福利小剧场·《离思》,86723
15,语义错误 第一季,3344704,24559,22,7,Ep.09 DESIRE,92155
16,欢迎进入梦魇直播间 第二季,5858818,43442,28,11,《今日没说法》⑤ ·「不平安疗养院」,90985
17,恩客,1069131,16460,43,30,36·不留遗憾,91870
18,蜉蝣,23821,7527,1,0,ೀ˖˚ 预告,93202
19,美人印,551409,28652,14,6,第七集,92611
20,闭嘴，你这假粉 全一季,1910678,23422,33,20,番外2 · 一日为友，终生为父,87641
21,禁区,131469,8128,19,1,10 凝视,92575
22,伏特加与曼特宁,166429,9238,26,17,°☆. 第22集 « *,92968
23,君有疾否,1427874,31748,84,56,第67集,90896
24,初三的六一儿童节 第二季（上）,292648,7924,4,1,第二集 · 监狱风云,93154
25,吞雨,294040,12856,25,8,花絮05,91589
26,六州歌头 下季,679625,8775,93,88,92 高处不胜寒,92061
27,等你仰望,554601,14592,84,74,第八十三集,91661
28,烟花情书,38920,2538,3,0,主题曲,93337
29,全球进化后我站在食物链顶端 第二季（下）,97034,8343,6,4,第十九集,92775
30,这恋爱一定要谈吗,554555,18235,23,10,插曲《山川》,91787
