排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,6243492,143183,32,5,24424,7996,32.74%,5.58%,小剧场▪存钱罐,93038
2,洄天 第一季,24678543,230896,50,8,21041,9348,44.43%,4.05%,第十期,86815
3,我在无限游戏里封神 第四季,4496688,122749,29,9,7969,5407,67.85%,4.40%,第九集 · 纪念品,86834
4,奇洛李维斯回信,47438804,533360,83,27,49794,25852,51.92%,4.85%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,261524,16962,8,4,1054,880,83.49%,5.19%,第四集 ·  白鹿祥瑞,93437
6,早春晴朗,34131078,262738,57,24,21087,13832,65.59%,5.26%,完结FT,72230
7,情蛊,37189480,407591,67,48,49494,30526,61.68%,7.49%,完结FT·下,86178
8,沉醉不醒,2774970,49399,30,12,3735,2114,56.60%,4.28%,第十期,86740
9,娑婆,806206,28504,10,3,2853,462,16.19%,1.62%,第五集,93178
10,天官赐福 第三季,70000703,259087,67,43,32291,26599,82.37%,10.27%,小剧场·元宵·花灯,82040
11,反差 全一季,7396005,57795,40,19,4298,2644,61.52%,4.57%,完结福利音·应晏哄睡,86684
12,我在无限游戏里封神 第三季,22329243,208253,91,21,28755,21253,73.91%,10.21%,破亿纪念单曲·神明所遗落的,81851
13,奇洛李维斯回信 番外篇,757246,52951,3,2,4063,3239,79.72%,6.12%,番外 ·  庆生宴,93420
14,小蘑菇 第二季,50755281,496878,48,34,51380,47328,92.11%,9.53%,破亿福利·《风过荒野》主役版,39605
15,顶级掠食者 第二季,7389998,54838,48,17,5140,4141,80.56%,7.55%,OST·11永恒的吻,86789
16,天官赐福 第二季,71713751,348693,61,43,37696,34292,90.97%,9.83%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
17,初三的六一儿童节,27061007,59697,287,255,6721,5473,81.43%,9.17%,番外9 跨年夜,85562
18,天官赐福 第一季,84670887,950375,61,43,68236,36640,53.70%,3.86%,四千万福利·小剧场·从前有一位名师,52400
19,放学等我 第一季,51568911,815402,53,18,62928,36347,57.76%,4.46%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,小蘑菇 第一季,49700200,915529,33,17,58190,39039,67.09%,4.26%,白噪音·漫步荒原,29125
21,放学等我 第二季,30312967,436165,42,16,44502,34556,77.65%,7.92%,番外·恋爱纪念日,68837
22,吞海 第一季,50712806,523228,54,17,44695,28005,62.66%,5.35%,原创配乐·破晓,29187
23,藏南晚星,18584520,197196,79,42,19712,14533,73.73%,7.37%,主题曲伴奏·途经,85110
24,交易沦陷,27775798,169364,138,99,16827,9812,58.31%,5.79%,特别福利·星空沦陷,54171
25,于是麦麦决定离家出走,5267963,103323,48,30,9059,5530,61.04%,5.35%,花絮09,86179
26,太傅他人人喊打 第二季,3247769,41446,32,18,3357,2282,67.98%,5.51%,番外1·《汶阳篇》,86723
27,一颗苹果,12711958,147142,80,34,12011,5193,43.24%,3.53%,启动音试听 · 谢青寄,90818
28,我在无限游戏里封神 第一季,72284221,979560,64,14,76928,43144,56.08%,4.40%,线下漫展VLOG,52347
29,我在无限游戏里封神 第二季（下）,19977969,245720,55,14,27019,23030,85.24%,9.37%,花絮06,76557
30,燎原,37427680,388223,43,34,39083,29750,76.12%,7.66%,FT,63688
31,吞海 第二季,32013332,266912,56,19,25601,23833,93.09%,8.93%,新年祝福,67085
32,魔道祖师 第三季,295690421,1538973,66,56,97561,89957,92.21%,5.85%,传讯符·忘羡,22602
33,魔道祖师 第一季,258207629,2259915,39,22,96900,64526,66.59%,2.86%,主创FT<下>,15861
34,将进酒 第一季,105172146,1430970,59,16,78283,53375,68.18%,3.73%,完结FT,25944
35,吞海 第三季（上）,22137143,212817,38,16,18139,16984,93.63%,7.98%,OST·04 此地埋名,73221
36,偷风不偷月 上季,8278657,129501,41,18,10510,5879,55.94%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
37,某某 第一季,97484164,1706484,43,28,77337,45095,58.31%,2.64%,伴奏|《梧桐说》,58219
38,愚蠢的有钱人,861319,21595,64,49,1836,902,49.13%,4.18%,【花絮4】,93113
39,我在无限游戏里封神 第二季（上）,19936249,323149,42,11,33316,28852,86.60%,8.93%,花絮06,71605
40,吞海 第三季（下）,19097946,188913,51,18,18584,16832,90.57%,8.91%,破亿纪念•抒情主役版「晓」,76879
41,陈年烈苟 第二季,15807925,123354,57,31,13957,13157,94.27%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
42,液态欲望 全一季,582665,27188,19,7,1705,760,44.57%,2.80%,花絮03,86692
43,魔道祖师 第二季,170447922,1414131,41,37,88785,81512,91.81%,5.76%,主役FT（下）,19059
44,失忆后死对头成了我男朋友？,4853185,97106,44,20,6384,4297,67.31%,4.43%,花絮·陆云笙,86693
45,我喜欢你的信息素 第一季,99292720,1500296,48,21,72337,45036,62.26%,3.00%,四千万福利,58217
46,台风眼 第二季,29055594,153396,50,32,13448,12417,92.33%,8.09%,完结 FT,68664
47,陈年烈苟 第一季,28385910,224160,62,21,20774,14228,68.49%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
48,台风眼 第一季,34617823,291740,53,20,20661,13064,63.23%,4.48%,千万福利·富士山在等一片云,52404
49,降水概率百分百,923282,21103,18,5,1867,714,38.24%,3.38%,˚.⊹ 第八期 ♡₊˚,93005
50,江医生 第一季,15953325,227892,49,27,22197,13385,60.30%,5.87%,千万播放福利第四弹·小剧场·猫,81852
