排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,21640681,218075,39,4,第六期,86815
2,一屋暗灯 全一季,3469168,109055,18,1,起床语音·宋谨,93038
3,娑婆,308904,20180,5,0,主题曲·莫拜观音,93178
4,奇洛李维斯回信 番外篇,316575,29198,3,2,番外 ·  庆生宴,93420
5,我在无限游戏里封神 第四季,3425910,114435,21,5,第五集 · 纸鬼桥,86834
6,蜉蝣,80072,11903,5,0,ೀ˖˚ 第一集,93202
7,反差 全一季,6874300,54009,33,15,第十三集·向死之心,86684
8,液态欲望 全一季,345355,22427,9,1,花絮01,86692
9,烟花情书,54992,3064,4,0,第二集,93337
10,沉醉不醒,2128401,43842,23,6,ღ200万福利·晚安语音·苏墨,86740
11,愚蠢的有钱人,502765,17457,34,21,【花絮3】,93113
12,再世权臣 第三季（下）,51617,7386,2,0,日历语音 · 梦中人,93437
13,沉入地球,5840,1678,1,0,剧情预告 · 秩序外的叙事诗,93569
14,再世权臣 第三季（上）,2517062,47265,34,10,第十集 ·  再度启程,86827
15,恩客,1166858,17135,49,36,41·如果当时,91870
16,太傅他人人喊打 第二季,2741319,39238,25,13,第十二集,86723
17,降水概率百分百,645066,18334,13,1,花絮01,93005
18,闭嘴，你这假粉 全一季,1943452,23917,33,20,番外2 · 一日为友，终生为父,87641
19,语义错误 第一季,3418800,24852,23,7,花絮>ERROR TIME 04,92155
20,全球进化后我站在食物链顶端 第二季（下）,109290,8714,7,5,第二十集,92775
21,吞雨,318052,13263,26,9,第十集 Je t'ai toujours aimé,91589
22,逐玉 第二季,734852,14167,15,4,小剧场 · 退学记,92520
23,君有疾否,1471972,32020,89,61,第72集,90896
24,重回我爸少年时 第一季,1344452,17306,49,19,花絮13,91872
25,禁区,172355,8988,26,7,15 可爱,92575
26,六州歌头 下季,711905,8964,100,95,99 都付一梦中,92061
27,初三的六一儿童节 第二季（上）,402098,8508,5,2,第三集 · 明德小事,93154
28,美人印,572389,28940,15,6,母亲节小剧场,92611
29,精神科医生神经了,9889,3396,1,0,先导预告·陵游&刺桐,93567
30,沉浮事,220323,9381,40,30,第叁拾柒集 重遇,92895
