排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,逐玉 第一季,3805943,67610,43,14,2096,916,43.70%,原创配乐 · 凶夜,89245
2,奇洛李维斯回信,39040464,492605,79,23,45465,22773,50.09%,花絮09 ·小花絮又又又又又来了,85974
3,情蛊,31931282,366094,58,40,43888,26898,61.29%,番外·解铃,86178
4,再世权臣 第三季（上）,1619363,41879,26,5,2496,1617,64.78%,第五集 ·  暗流涌动,86827
5,反差 全一季,5595575,45544,22,5,2735,1178,43.07%,小剧场·真睡着了,86684
6,一颗苹果,10117018,128594,66,25,9600,3508,36.54%,花絮06 · 推广,90818
7,顶级掠食者 第二季,4296926,46563,20,7,3611,2576,71.34%,400W播放纪念,86789
8,太傅他人人喊打 第二季,1606419,33946,15,6,2246,1075,47.86%,第六集,86723
9,于是麦麦决定离家出走,3567572,87081,24,14,6423,3510,54.65%,花絮01,86179
10,欢迎进入梦魇直播间 第二季,3834425,36970,16,7,2657,1772,66.69%,第七集 ♱ 你是我们的,90985
11,天官赐福 第三季,65422675,247104,66,42,31029,25452,82.03%,花絮·不坠主役,82040
12,重生之将门毒后 第二季,39861916,370981,83,26,49235,32974,66.97%,破亿福利·白噪音·花灯,52293
13,天官赐福 第二季,68186779,337828,61,43,36777,33442,90.93%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,80903359,931552,61,43,67377,36123,53.61%,四千万福利·小剧场·从前有一位名师,52400
15,放学等我 第一季,49064529,789294,53,18,62156,36274,58.36%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,重生之将门毒后 第一季,90187618,813955,82,27,87819,41979,47.80%,主役reaction·片段03,43922
17,放学等我 第二季,28828208,419166,42,16,43971,34751,79.03%,番外·恋爱纪念日,68837
18,藏南晚星,17139395,186416,79,42,18277,13322,72.89%,主题曲伴奏·途经,85110
19,失忆后死对头成了我男朋友？,4209120,90747,44,20,5711,3765,65.93%,花絮·陆云笙,86693
20,我在无限游戏里封神 第三季,20477122,196797,91,21,25324,20101,79.38%,破亿纪念单曲·神明所遗落的,81851
21,早春晴朗,30168616,235491,57,24,18904,12407,65.63%,完结FT,72230
22,六州歌头 下季,375632,7251,41,36,393,270,68.70%,40 佑战无不胜,92061
23,魔道祖师 第三季,293886925,1531569,66,56,97568,90006,92.25%,传讯符·忘羡,22602
24,初三的六一儿童节,21072241,45166,213,184,4694,3536,75.33%,Chapter.103B 活下去，抓住他（下）,85562
25,将进酒 第一季,103793718,1416720,59,16,78064,53219,68.17%,完结FT,25944
26,魔道祖师 第一季,256403117,2242067,39,22,96723,64503,66.69%,主创FT<下>,15861
27,吞海 第一季,49094252,509314,54,17,43605,27131,62.22%,原创配乐·破晓,29187
28,偷风不偷月 上季,7438585,120250,41,18,9942,5457,54.89%,300w福利·楚识琛（沈若臻）·风月语录,71389
29,魔道祖师 第二季,169364901,1406857,41,37,88659,81431,91.85%,主役FT（下）,19059
30,惹祸精,483452,21328,29,8,972,363,37.35%,第十集,90987
31,太傅他人人喊打 第一季,6416899,115948,46,31,8024,4760,59.32%,充电·燕迟,73214
32,小蘑菇 第二季,48416178,487160,46,33,50055,46571,93.04%,全剧五千万福利,39605
33,某某 第一季,96317898,1689578,43,28,77232,44977,58.24%,伴奏|《梧桐说》,58219
34,吞海 第二季,30954345,258169,56,19,24649,22922,92.99%,新年祝福,67085
35,欢迎进入梦魇直播间 第一季,22266172,183984,62,20,18569,8019,43.18%,完结FT,75856
36,将进酒 第二季,71167814,804651,45,22,66984,60898,90.91%,第二季完结FT,30383
37,吞海 第三季（上）,21378541,204747,38,16,17330,16205,93.51%,OST·04 此地埋名,73221
38,再世权臣 第一季,20088497,246273,79,17,22674,10585,46.68%,花絮07,71321
39,我在无限游戏里封神 第一季,69950450,959208,64,14,76031,42590,56.02%,线下漫展VLOG,52347
40,我喜欢你的信息素 第一季,97889186,1484198,48,21,72286,45204,62.53%,四千万福利,58217
41,我在无限游戏里封神 第二季（下）,18762566,235140,55,14,26033,22133,85.02%,花絮06,76557
42,偷风不偷月 下季,3151102,56976,35,17,4137,3868,93.50%,100W福利·白噪音,77591
43,语义错误 第一季,1882893,19919,9,0,1364,0,0.00%,Ep.03 SEMANTIC ERROR,92155
44,小蘑菇 第一季,48182791,900225,33,17,57807,38818,67.15%,白噪音·漫步荒原,29125
45,你的距离,88467932,924040,70,27,78062,56037,71.79%,完结FT·主创版,31552
46,吞海 第三季（下）,18265449,180604,51,18,17597,15875,90.21%,破亿纪念•抒情主役版「晓」,76879
47,君有疾否,1033629,28705,44,16,1269,205,16.15%,第27集,90896
48,伪装学渣 第一季,101329599,1911878,30,17,80066,47115,58.85%,千万福利·“叫妈妈”,58262
49,重回我爸少年时 第一季,946964,14109,34,6,810,304,37.53%,花絮07,91872
50,锦上添金,8129206,89865,44,16,6926,4512,65.15%,°● 八百万福利·炖菜 ●°,86710
