排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,17004179,192886,31,0,13732,0,0.00%,300W特别福利 · 出行小贴士,86815
2,我在无限游戏里封神 第四季,2245988,101008,11,1,4777,1958,40.99%,第一集 · 羔羊,86834
3,奇洛李维斯回信,41698005,502893,79,23,46523,23560,50.64%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,33563111,378091,61,42,45554,27985,61.43%,番外·此为情蛊,86178
5,于是麦麦决定离家出走,4222389,94322,29,17,7615,4529,59.47%,第十二期,86179
6,顶级掠食者 第二季,5469314,49662,25,9,4060,3036,74.78%,500W播放纪念,86789
7,一颗苹果,11327131,134042,78,32,10464,4235,40.47%,启动音试听 · 谢青寄,90818
8,逐玉 第一季,4108861,70289,43,14,2191,973,44.41%,原创配乐 · 凶夜,89245
9,反差 全一季,6204662,49424,27,9,3149,1571,49.89%,第九集·孤注的告白,86684
10,天官赐福 第三季,67563426,250536,67,43,31387,25796,82.19%,小剧场·元宵·花灯,82040
11,早春晴朗,30935207,240744,57,24,19322,12669,65.57%,完结FT,72230
12,沉醉不醒,1440125,38922,12,0,1850,0,0.00%,ღ100万福利·早安语音·丁竞元,86740
13,初三的六一儿童节,22917501,49118,235,203,5417,4235,78.18%,番外1 小马的故事（3）,85562
14,美人印,434775,26570,9,2,1682,247,14.68%,小剧场1-病娇弟弟,92611
15,惹祸精,672783,25661,32,10,1246,580,46.55%,小剧场③《昭昭》,90987
16,偷风不偷月 上季,7714433,123431,41,18,10124,5584,55.16%,300w福利·楚识琛（沈若臻）·风月语录,71389
17,天官赐福 第二季,69802945,340822,61,43,37008,33659,90.95%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,再世权臣 第三季（上）,2004429,44377,30,7,2856,1998,69.96%,第七集 ·  相思何味,86827
19,我在无限游戏里封神 第三季,21000346,199976,91,21,27790,20403,73.42%,破亿纪念单曲·神明所遗落的,81851
20,天官赐福 第一季,82449135,936704,61,43,67580,36265,53.66%,四千万福利·小剧场·从前有一位名师,52400
21,逐玉 第二季,585039,12121,8,1,373,28,7.51%,第四集 · 妒意,92520
22,藏南晚星,17538285,189515,79,42,18706,13680,73.13%,主题曲伴奏·途经,85110
23,欢迎进入梦魇直播间 第二季,5028053,40083,21,9,2977,2070,69.53%,第九集 ♱ 三个问题,90985
24,太傅他人人喊打 第二季,2054330,36108,18,8,2526,1372,54.32%,第八集,86723
25,一屋暗灯 全一季,145876,19624,1,0,1352,0,0.00%,先导预告,93038
26,放学等我 第一季,49703229,795830,53,18,62375,36319,58.23%,1700W福利·P-特别小剧场「2022.12.2」,64911
27,放学等我 第二季,29214853,423312,42,16,44077,34685,78.69%,番外·恋爱纪念日,68837
28,偷风不偷月 下季,3313275,59199,35,17,4298,4027,93.69%,100W福利·白噪音,77591
29,吞海 第一季,49526351,513052,54,17,43904,27335,62.26%,原创配乐·破晓,29187
30,重生之将门毒后 第二季,40229436,372888,83,26,49431,33147,67.06%,破亿福利·白噪音·花灯,52293
31,小蘑菇 第二季,49278403,489585,46,33,50233,46743,93.05%,全剧五千万福利,39605
32,我在无限游戏里封神 第一季,70600527,964728,64,14,76302,42778,56.06%,线下漫展VLOG,52347
33,将进酒 第一季,104182851,1420644,59,16,78159,53280,68.17%,完结FT,25944
34,魔道祖师 第三季,294371931,1533521,66,56,97618,90048,92.25%,传讯符·忘羡,22602
35,魔道祖师 第一季,256873277,2246652,39,22,96753,64524,66.69%,主创FT<下>,15861
36,吞海 第二季,31235469,260554,56,19,24932,23195,93.03%,新年祝福,67085
37,我在无限游戏里封神 第二季（下）,19097735,238057,55,14,26304,22377,85.07%,花絮06,76557
38,小蘑菇 第一季,48584358,904174,33,17,57912,38881,67.14%,白噪音·漫步荒原,29125
39,你的距离,88915903,926651,70,27,78169,56108,71.78%,完结FT·主创版,31552
40,魔道祖师 第二季,169647325,1408744,41,37,88712,81472,91.84%,主役FT（下）,19059
41,吞海 第三季（上）,21577283,206938,38,16,17569,16435,93.55%,OST·04 此地埋名,73221
42,重生之将门毒后 第一季,90831822,817381,82,27,88031,42119,47.85%,主役reaction·片段03,43922
43,将进酒 第二季,71420753,806247,45,22,67021,60923,90.90%,第二季完结FT,30383
44,我喜欢你的信息素 第一季,98275263,1488306,48,21,72391,45222,62.47%,四千万福利,58217
45,恩客,571129,13106,19,6,699,201,28.76%,12·美人计,91870
46,某某 第一季,96620999,1693725,43,28,77248,45037,58.30%,伴奏|《梧桐说》,58219
47,吞海 第三季（下）,18483218,182868,51,18,17868,16139,90.32%,破亿纪念•抒情主役版「晓」,76879
48,失忆后死对头成了我男朋友？,4394031,92306,44,20,5876,3903,66.42%,花絮·陆云笙,86693
49,我在无限游戏里封神 第二季（上）,19345517,315430,42,11,32706,28303,86.54%,花絮06,71605
50,纸飞机,9498242,179735,47,25,12665,7105,56.10%,小剧场 占有欲 ,53304
