排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,7711003,161708,35,7,27327,10267,37.57%,6.35%,端午语音,93038
2,我在无限游戏里封神 第四季,5107637,127464,35,11,8812,6271,71.16%,4.92%,第十一集 · 如何拥有五栋楼,86834
3,洄天 第一季,25936505,236335,54,10,21961,10127,46.11%,4.29%,第十二期,86815
4,奇洛李维斯回信,48585519,540544,84,27,50501,26330,52.14%,4.87%,花絮10 · 破坏队形的花絮来了,85974
5,早春晴朗,34888435,267561,57,24,21505,14107,65.60%,5.27%,完结FT,72230
6,情蛊,37888099,413373,67,48,50219,31009,61.75%,7.50%,完结FT·下,86178
7,沉醉不醒,3096897,52103,34,16,3991,2334,58.48%,4.48%,小情侣的日常① · 运动,86740
8,再世权臣 第三季（下）,369002,18923,11,6,1251,1082,86.49%,5.72%,第六集 ·  夫俱往矣,93437
9,小蘑菇 第二季,51061485,498917,48,34,51683,47546,92.00%,9.53%,破亿福利·《风过荒野》主役版,39605
10,天官赐福 第三季,70372445,261120,67,43,32513,26796,82.42%,10.26%,小剧场·元宵·花灯,82040
11,我在无限游戏里封神 第三季,22646161,210471,91,21,29016,21494,74.08%,10.21%,破亿纪念单曲·神明所遗落的,81851
12,小蘑菇 第一季,49993804,918581,33,17,58260,39101,67.11%,4.26%,白噪音·漫步荒原,29125
13,娑婆,976963,30216,14,6,3035,618,20.36%,2.05%,作者原创小剧场·端午节,93178
14,天官赐福 第二季,72033744,350578,61,43,37844,34431,90.98%,9.82%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,85107710,953811,61,43,68422,36740,53.70%,3.85%,四千万福利·小剧场·从前有一位名师,52400
16,愚蠢的有钱人,1191151,25964,80,64,2169,1146,52.84%,4.41%,【花絮6】,93113
17,放学等我 第一季,52003601,819666,53,18,63041,36344,57.65%,4.43%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,放学等我 第二季,30574060,438952,42,16,44465,34436,77.45%,7.85%,番外·恋爱纪念日,68837
19,反差 全一季,7558299,58717,42,19,4474,2773,61.98%,4.72%,端午节福利音,86684
20,秋燥 第一季,248705,12666,10,1,1263,217,17.18%,1.71%,花絮①,93438
21,我在无限游戏里封神 第一季,72713668,983576,64,14,77055,43229,56.10%,4.40%,线下漫展VLOG,52347
22,藏南晚星,18816365,198907,79,42,19939,14718,73.82%,7.40%,主题曲伴奏·途经,85110
23,坠落,10796778,175095,59,22,14393,4761,33.08%,2.72%,台风眼S02E17,76041
24,我在无限游戏里封神 第二季（下）,20197126,247766,55,14,27203,23201,85.29%,9.36%,花絮06,76557
25,初三的六一儿童节,27548093,60744,287,255,6986,5716,81.82%,9.41%,番外9 跨年夜,85562
26,吞海 第一季,50958795,525445,54,17,44858,28130,62.71%,5.35%,原创配乐·破晓,29187
27,魔道祖师 第三季,296002032,1540271,66,56,97582,89968,92.20%,5.84%,传讯符·忘羡,22602
28,一颗苹果,12929014,150045,80,34,12265,5334,43.49%,3.55%,启动音试听 · 谢青寄,90818
29,交易沦陷,28236666,171661,138,99,17028,9935,58.35%,5.79%,特别福利·星空沦陷,54171
30,太傅他人人喊打 第二季,3431635,42373,35,20,3512,2435,69.33%,5.75%,小剧场·《苍梧佳期》,86723
31,于是麦麦决定离家出走,5418300,104625,50,32,9261,5688,61.42%,5.44%,小剧场✦学猫精,86179
32,魔道祖师 第一季,258549627,2263678,39,22,97006,64581,66.57%,2.85%,主创FT<下>,15861
33,门生故旧,283322,12764,20,8,1066,638,59.85%,5.00%,☆ 13·命令,93774
34,将进酒 第一季,105429227,1433845,59,16,78326,53385,68.16%,3.72%,完结FT,25944
35,我在无限游戏里封神 第二季（上）,20081792,325125,42,11,33490,29005,86.61%,8.92%,花絮06,71605
36,某某 第一季,97693407,1709848,43,28,77483,45164,58.29%,2.64%,伴奏|《梧桐说》,58219
37,魔道祖师 第二季,170646378,1415487,41,37,88832,81563,91.82%,5.76%,主役FT（下）,19059
38,江医生 第一季,16152610,229679,49,27,22339,13502,60.44%,5.88%,千万播放福利第四弹·小剧场·猫,81852
39,台风眼 第二季,29212324,154994,50,32,13590,12555,92.38%,8.10%,完结 FT,68664
40,台风眼 第一季,34855610,294486,53,20,20873,13181,63.15%,4.48%,千万福利·富士山在等一片云,52404
41,我喜欢你的信息素 第一季,99556587,1503602,48,21,72346,45038,62.25%,3.00%,四千万福利,58217
42,吞海 第二季,32181802,268227,56,19,25728,23955,93.11%,8.93%,新年祝福,67085
43,失忆后死对头成了我男朋友？,4967154,98384,44,20,6504,4391,67.51%,4.46%,花絮·陆云笙,86693
44,顶级掠食者 第二季,7578947,55436,49,18,5261,4265,81.07%,7.69%,番外·金龙舟,86789
45,陈年烈苟 第一季,28539404,225777,62,21,20912,14340,68.57%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
46,燎原,37549619,389235,43,34,39150,29810,76.14%,7.66%,FT,63688
47,吞海 第三季（上）,22259883,214054,38,16,18252,17097,93.67%,7.99%,OST·04 此地埋名,73221
48,陈年烈苟 第二季,15938744,124377,57,31,14076,13274,94.30%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
49,伪装学渣 第一季,102503847,1934261,30,17,79713,46880,58.81%,2.42%,千万福利·“叫妈妈”,58262
50,偷风不偷月 上季,8392882,130579,41,18,10584,5937,56.09%,4.55%,300w福利·楚识琛（沈若臻）·风月语录,71389
