排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,20733600,213701,37,3,第五期,86815
2,一屋暗灯 全一季,2731759,95551,14,0,五一彩蛋,93038
3,奇洛李维斯回信,44426815,516018,79,23,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,35111995,391271,65,46,花絮15,86178
5,二哈和他的白猫师尊,161549608,3149415,76,0,第肆季-第九期,20741
6,囚于永夜,4358995,268447,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,50496744,804795,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,我在无限游戏里封神 第四季,3138862,111933,19,4,第四集 · 生魂,86834
9,一颗苹果,12119377,140813,80,34,启动音试听 · 谢青寄,90818
10,见春天,12424421,221983,54,8,魏清越书信·02,80533
11,早春晴朗,32205125,249646,57,24,完结FT,72230
12,我在无限游戏里封神 第一季,71322182,971273,64,14,线下漫展VLOG,52347
13,天官赐福 第一季,83617770,942379,61,43,四千万福利·小剧场·从前有一位名师,52400
14,虚拟偶像团综丨《NEW DAYS（一起又出发）》,26550501,108194,94,0,《Break of day》幕后花絮·戏里戏外,84529
15,魔道祖师 第一季,257408821,2252312,39,22,主创FT<下>,15861
16,伏特加与曼特宁,513826,36947,2,0,五一迷你剧场,92988
17,于是麦麦决定离家出走,4669566,98159,34,21,番外✦程德兴,86179
18,放学等我 第二季,29667832,429184,42,16,番外·恋爱纪念日,68837
19,天官赐福 第四季,4393472,71583,10,0,新年小剧场《压岁钱》,91718
20,我喜欢你的信息素 第一季,98695585,1493297,48,21,四千万福利,58217
21,再世权臣 第一季,20669285,251129,79,17,花絮07,71321
22,伪装学渣 第一季,101863266,1921923,30,17,千万福利·“叫妈妈”,58262
23,重生之将门毒后 第一季,91483830,821032,82,27,主役reaction·片段03,43922
24,娘娘腔,36416261,697810,31,0,主役听剧Reaction,46640
25,干涸地,1738656,73439,1,0,概念预告,86725
26,将进酒 第一季,104573450,1424959,59,16,完结FT,25944
27,小蘑菇 第一季,49095042,908497,33,17,白噪音·漫步荒原,29125
28,某某 第一季,96974658,1699217,43,28,伴奏|《梧桐说》,58219
29,天官赐福 第三季,68894493,254072,67,43,小剧场·元宵·花灯,82040
30,台风眼 第一季,34088172,286164,53,20,千万福利·富士山在等一片云,52404
31,逐玉 第一季,4257094,71290,43,14,原创配乐 · 凶夜,89245
32,全球高考 第一季（全新版）,20519867,359397,37,11,— 「全季完结FT」—,60289
