排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,8648996,170793,39,8,28806,11216,38.94%,6.57%,福利彩蛋·葡萄柚相亲记,93038
2,我在无限游戏里封神 第四季,5580041,130495,37,12,9354,6818,72.89%,5.22%,第十二集 · 烂尾楼,86834
3,洄天 第一季,26601129,239272,56,11,22392,10520,46.98%,4.40%,第十三期,86815
4,奇洛李维斯回信,49339304,545177,84,27,50985,26665,52.30%,4.89%,花絮10 · 破坏队形的花絮来了,85974
5,早春晴朗,35340010,270133,57,24,21728,14276,65.70%,5.28%,完结FT,72230
6,情蛊,38357531,417405,67,48,50694,31279,61.70%,7.49%,完结FT·下,86178
7,满城衣冠 全一季,1178502,42116,7,0,1530,0,0.00%,0.00%,第1集 · 旧人不覆,90878
8,沉醉不醒,3293531,53236,37,19,4146,2461,59.36%,4.62%,小剧场·不醒,86740
9,小蘑菇 第二季,51201238,500002,48,34,51702,47560,91.99%,9.51%,破亿福利·《风过荒野》主役版,39605
10,我在无限游戏里封神 第三季,22866258,211873,91,21,29202,21663,74.18%,10.22%,破亿纪念单曲·神明所遗落的,81851
11,再世权臣 第三季（下）,450374,20183,13,7,1375,1200,87.27%,5.95%,第七集 ·  但梦梨花,93437
12,坠落,11097584,178534,59,22,14711,4877,33.15%,2.73%,番外二·新生,76041
13,天官赐福 第三季,70618576,262569,67,43,32677,26939,82.44%,10.26%,小剧场·元宵·花灯,82040
14,小蘑菇 第一季,50157724,920380,33,17,58294,39121,67.11%,4.25%,白噪音·漫步荒原,29125
15,天官赐福 第二季,72249767,351917,61,43,37950,34533,91.00%,9.81%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,85397754,956309,61,43,68524,36785,53.68%,3.85%,四千万福利·小剧场·从前有一位名师,52400
17,愚蠢的有钱人,1337704,26822,85,68,2296,1250,54.44%,4.66%,【花絮6】,93113
18,放学等我 第一季,52319123,822581,53,18,63035,36322,57.62%,4.42%,1700W福利·P-特别小剧场「2022.12.2」,64911
19,放学等我 第二季,30759031,440898,42,16,44532,34397,77.24%,7.80%,番外·恋爱纪念日,68837
20,门生故旧,419696,14671,29,17,1434,1013,70.64%,6.90%,★ 22·獠牙,93774
21,我在无限游戏里封神 第一季,73008403,986334,64,14,77182,43280,56.08%,4.39%,线下漫展VLOG,52347
22,我在无限游戏里封神 第二季（下）,20345737,249099,55,14,27329,23315,85.31%,9.36%,花絮06,76557
23,藏南晚星,18973126,199939,79,42,20083,14838,73.88%,7.42%,主题曲伴奏·途经,85110
24,魔道祖师 第三季,296223330,1541211,66,56,97579,89962,92.19%,5.84%,传讯符·忘羡,22602
25,娑婆,1069834,31138,15,7,3120,678,21.73%,2.18%,第八集,93178
26,逆鳞 第一季,254452,12156,14,2,1195,395,33.05%,3.25%,小剧场 · 吾家有龙初长成,93750
27,魔道祖师 第一季,258789937,2266423,39,22,97039,64594,66.56%,2.85%,主创FT<下>,15861
28,一颗苹果,13068419,151769,80,34,12432,5432,43.69%,3.58%,启动音试听 · 谢青寄,90818
29,吞海 第一季,51145381,527111,54,17,44970,28221,62.76%,5.35%,原创配乐·破晓,29187
30,反差 全一季,7647785,59016,43,19,4536,2826,62.30%,4.79%,《Turning The Key》,86684
31,台风眼 第二季,29320331,156155,50,32,13674,12636,92.41%,8.09%,完结 FT,68664
32,台风眼 第一季,35019302,296402,53,20,21036,13266,63.06%,4.48%,千万福利·富士山在等一片云,52404
33,魔道祖师 第二季,170784531,1416426,41,37,88870,81598,91.82%,5.76%,主役FT（下）,19059
34,江医生 第一季,16281056,230769,49,27,22433,13597,60.61%,5.89%,千万播放福利第四弹·小剧场·猫,81852
35,我在无限游戏里封神 第二季（上）,20184196,326398,42,11,33621,29120,86.61%,8.92%,花絮06,71605
36,太傅他人人喊打 第二季,3525194,42923,36,21,3604,2527,70.12%,5.89%,小剧场·《龙床》,86723
37,交易沦陷,28527888,173037,138,99,17145,10002,58.34%,5.78%,特别福利·星空沦陷,54171
38,某某 第一季,97837978,1712095,43,28,77493,45191,58.32%,2.64%,伴奏|《梧桐说》,58219
39,秋燥 第一季,297785,13391,11,2,1385,360,25.99%,2.69%,第五集,93438
40,我喜欢你的信息素 第一季,99734370,1505972,48,21,72382,45030,62.21%,2.99%,四千万福利,58217
41,将进酒 第一季,105594544,1435748,59,16,78355,53390,68.14%,3.72%,完结FT,25944
42,初三的六一儿童节,27819160,61318,287,255,7102,5820,81.95%,9.49%,番外9 跨年夜,85562
43,吞海 第二季,32292976,269250,56,19,25811,24035,93.12%,8.93%,新年祝福,67085
44,默读 第五季,39041517,464022,47,34,46424,40023,86.21%,8.63%,电话,59100
45,顶级掠食者 第二季,7687027,55856,49,18,5340,4341,81.29%,7.77%,番外·金龙舟,86789
46,伪装学渣 第一季,102644886,1936988,30,17,79248,46860,59.13%,2.42%,千万福利·“叫妈妈”,58262
47,绰约,1612631,28024,16,0,850,0,0.00%,0.00%,主题曲·流亡地,86680
48,于是麦麦决定离家出走,5526456,105634,51,32,9407,5779,61.43%,5.47%,花絮11,86179
49,吞海 第三季（上）,22339851,214969,38,16,18319,17158,93.66%,7.98%,OST·04 此地埋名,73221
50,陈年烈苟 第一季,28631870,226526,62,21,20990,14406,68.63%,6.36%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
