排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,10325746,186387,45,10,31020,12763,41.14%,6.85%,福利彩蛋·白噪音,93038
2,我在无限游戏里封神 第四季,6386137,135388,42,14,10252,7751,75.60%,5.73%,第十四集 · 致命游戏,86834
3,奇洛李维斯回信,50936488,553305,98,41,51790,27299,52.71%,4.93%,OST A12 · 暗恋基本法,85974
4,洄天 第一季,27395448,243503,62,13,22935,10988,47.91%,4.51%,第十五期,86815
5,满城衣冠 全一季,1530953,46894,13,0,2301,0,0.00%,0.00%,100W福利 · 充电音 傅云宪,90878
6,情蛊,39163967,426153,67,48,51561,31796,61.67%,7.46%,完结FT·下,86178
7,早春晴朗,35994553,273325,57,24,22022,14467,65.69%,5.29%,完结FT,72230
8,绰约,1829631,30391,22,1,1157,179,15.47%,0.59%,律法小贴士·3则,86680
9,坠落,11361875,181625,59,22,14928,4954,33.19%,2.73%,番外二·新生,76041
10,我在无限游戏里封神 第三季,23250053,214535,91,21,29541,21954,74.32%,10.23%,破亿纪念单曲·神明所遗落的,81851
11,天官赐福 第三季,71067132,265456,67,43,32979,27209,82.50%,10.25%,小剧场·元宵·花灯,82040
12,理想型,730875,13385,33,15,1123,563,50.13%,4.21%,26·新人和旧人,93439
13,天官赐福 第二季,72642906,354593,61,43,38155,34709,90.97%,9.79%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,默读 第五季,39120105,465225,47,34,46473,40072,86.23%,8.61%,电话,59100
15,天官赐福 第一季,85982909,961250,61,43,68650,36918,53.78%,3.84%,四千万福利·小剧场·从前有一位名师,52400
16,谁来言说夜晚 上季,631058,12246,31,5,1172,400,34.13%,3.27%,第22集,94321
17,灯花笑 上季,312977,25219,3,0,3721,0,0.00%,0.00%,预告·猎局,94733
18,一颗苹果,13345252,156975,82,35,12826,5616,43.79%,3.58%,完结FT · 谢谢光临,90818
19,放学等我 第一季,52879701,827769,53,18,62779,36176,57.62%,4.37%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31084437,444328,42,16,44575,34325,77.01%,7.73%,番外·恋爱纪念日,68837
21,我在无限游戏里封神 第一季,73544070,991522,64,14,77331,43347,56.05%,4.37%,线下漫展VLOG,52347
22,再世权臣 第三季（下）,586697,22087,16,9,1709,1537,89.94%,6.96%,第九集 ·  承君一诺,93437
23,沉醉不醒,3602676,54754,40,21,4350,2634,60.55%,4.81%,第十五期,86740
24,魔道祖师 第三季,296610732,1542985,66,56,97530,89895,92.17%,5.83%,传讯符·忘羡,22602
25,默读 第四季,45975444,542294,31,23,42025,40175,95.60%,7.41%,骆一锅的一天,59099
26,我在无限游戏里封神 第二季（下）,20610688,251648,55,14,27568,23526,85.34%,9.35%,花絮06,76557
27,小蘑菇 第二季,51463425,502117,51,34,51841,47648,91.91%,9.49%,破亿电话·双人,39605
28,魔道祖师 第一季,259231707,2271939,39,22,97145,64682,66.58%,2.85%,主创FT<下>,15861
29,入戏,8709192,92272,80,54,7501,5770,76.92%,6.25%,新春语音,82289
30,小蘑菇 第一季,50443899,924542,33,17,58366,39176,67.12%,4.24%,白噪音·漫步荒原,29125
31,默读 第三季,37406393,600406,17,14,35569,33109,93.08%,5.51%,甜甜生日特别篇,59098
32,藏南晚星,19243883,202144,79,42,20313,15020,73.94%,7.43%,主题曲伴奏·途经,85110
33,魔道祖师 第二季,171026479,1418261,41,37,88845,81576,91.82%,5.75%,主役FT（下）,19059
34,台风眼 第二季,29478412,158136,50,32,13836,12788,92.43%,8.09%,完结 FT,68664
35,默读 第二季,29342314,607933,16,11,35464,33560,94.63%,5.52%,花絮03,59097
36,台风眼 第一季,35292827,299857,53,20,21342,13426,62.91%,4.48%,千万福利·富士山在等一片云,52404
37,吞海 第一季,51485654,530192,54,17,45179,28382,62.82%,5.35%,原创配乐·破晓,29187
38,我在无限游戏里封神 第二季（上）,20362055,328865,42,11,33827,29284,86.57%,8.90%,花絮06,71605
39,娑婆,1228759,33548,18,10,3297,817,24.78%,2.44%,作者原创小剧场·关于谢九的无限续冰配方,93178
40,某某 第一季,98101654,1716637,43,28,77526,45185,58.28%,2.63%,伴奏|《梧桐说》,58219
41,宋玉章 第一季,1182560,29606,2,0,604,0,0.00%,0.00%,预告壹 ·  天生几对,86589
42,默读 第一季,54171986,1079552,24,11,53499,38469,71.91%,3.56%,花絮9,59096
43,秋燥 第一季,394227,14985,15,5,1568,584,37.24%,3.90%,第八集,93438
44,我喜欢你的信息素 第一季,100062525,1510490,48,21,72396,44994,62.15%,2.98%,四千万福利,58217
45,于是麦麦决定离家出走,5698867,109287,51,32,9680,5932,61.28%,5.43%,花絮11,86179
46,吞海 第二季,32496664,271043,56,19,25973,24188,93.13%,8.92%,新年祝福,67085
47,江医生 第一季,16499029,232658,49,27,22575,13710,60.73%,5.89%,千万播放福利第四弹·小剧场·猫,81852
48,将进酒 第一季,105889765,1439486,59,16,78329,53343,68.10%,3.71%,完结FT,25944
49,逆鳞 第一季,344986,13538,18,5,1387,624,44.99%,4.61%,第七剑,93750
50,沉浮事,755289,18055,85,73,1349,850,63.01%,4.71%,花絮-肆,92895
