排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,23212658,225153,44,6,第八期,86815
2,一屋暗灯 全一季,4900847,128390,24,3,花絮04,93038
3,我在无限游戏里封神 第四季,3952140,118528,25,7,第七集 · 记忆折叠,86834
4,奇洛李维斯回信 番外篇,627926,47181,3,2,番外 ·  庆生宴,93420
5,你的雪人能活多久 第一季,16531,7837,1,0,祝知希生日快乐,93787
6,入蛊 全一季,132935,9853,4,0,Ⱄⱄᐝ第一回,93646
7,沉醉不醒,2420628,45962,26,8,第八期,86740
8,娑婆,651187,26327,7,0,第三集,93178
9,液态欲望 全一季,474943,24944,15,5,EP04,86692
10,再世权臣 第三季（下）,160943,14221,5,2,第二集 ·  同舟共济,93437
11,愚蠢的有钱人,658309,19056,48,35,【花絮4】,93113
12,烟花情书,87111,3947,6,2,第四集,93337
13,逆鳞 第一季,23327,4399,2,0,预告 · 相思无我,93750
14,欲言难止,85553,5261,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
15,蜉蝣,231376,16131,8,0,ೀ˖˚ 小剧场·在路上,93202
16,禁区,254381,9948,44,20,28 听话,92575
17,秋燥 第一季,43193,6981,2,0,预告,93438
18,语义错误 第一季,3654046,25714,26,9,Ep.11 INTERACTION,92155
19,降水概率百分百,784802,19940,16,3,520语音 ♡ 餐桌故事,93005
20,沉浮事,306775,10620,54,44,第伍拾壹集 蛮荒开启,92895
21,精神科医生神经了,27947,4870,4,0,概念预告·医生&爱人,93567
22,闭嘴，你这假粉 全一季,1995639,24690,33,20,番外2 · 一日为友，终生为父,87641
23,初三的六一儿童节 第二季（上）,701898,9642,9,4,522福利音 · 懒觉福利,93154
24,落火 全一季,292012,14469,15,5,第七集,92245
25,美人印,623002,29607,18,9,第九集,92611
26,岁岁未停,111945,6240,10,4,第五期-我们还有很多个十年,93196
27,逐玉 第二季,792755,14754,17,6,第九集 · 流言,92520
28,怀火 全一季,187012,10534,20,6,第七集·最优解,91418
29,余污 第一季,262197,13487,11,2,第四期,92701
30,全球进化后我站在食物链顶端 第二季（下）,148512,9757,10,6,独家采访·同居的打情骂俏,92775
