排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,4475628,122863,23,3,20865,5775,27.68%,4.70%,第五集,93038
2,洄天 第一季,22705304,222975,43,5,19690,7984,40.55%,3.58%,520语音 · 最佳情侣大赛,86815
3,我在无限游戏里封神 第四季,3769480,117235,24,6,6973,4345,62.31%,3.71%,特别放送 · 拯救san值计划启动,86834
4,奇洛李维斯回信,46013817,525118,81,25,48937,25251,51.60%,4.81%,回信广播剧完结FT（下） · 花都冰室,85974
5,情蛊,36245833,399998,67,48,48616,29946,61.60%,7.49%,完结FT·下,86178
6,再世权臣 第三季（下）,122296,12865,4,1,601,386,64.23%,3.00%,小剧场 · 莫怨莫恨,93437
7,早春晴朗,33120121,255966,57,24,20638,13524,65.53%,5.28%,完结FT,72230
8,沉醉不醒,2272237,44840,24,6,3149,1524,48.40%,3.40%,520迷你剧场,86740
9,娑婆,586586,25300,7,0,2457,0,0.00%,0.00%,第三集,93178
10,初三的六一儿童节,26064869,57454,274,242,6368,5142,80.75%,8.95%,番外5 失恋（1）,85562
11,我在无限游戏里封神 第三季,21940996,205912,91,21,28500,21038,73.82%,10.22%,破亿纪念单曲·神明所遗落的,81851
12,反差 全一季,7038559,55454,35,17,3862,2223,57.56%,4.01%,第十四集·烈焰焚心,86684
13,顶级掠食者 第二季,7043337,53994,36,16,4932,3927,79.62%,7.27%,启动音征集,86789
14,天官赐福 第三季,69444300,256415,67,43,32035,26382,82.35%,10.29%,小剧场·元宵·花灯,82040
15,一颗苹果,12440548,144213,80,34,11699,5006,42.79%,3.47%,启动音试听 · 谢青寄,90818
16,放学等我 第一季,51022752,810021,53,18,62813,36379,57.92%,4.49%,1700W福利·P-特别小剧场「2022.12.2」,64911
17,奇洛李维斯回信 番外篇,565421,44229,3,2,3468,2799,80.71%,6.33%,番外 ·  庆生宴,93420
18,愚蠢的有钱人,616788,18730,43,30,1567,701,44.74%,3.74%,【花絮3】,93113
19,放学等我 第二季,29984071,432613,42,16,44302,34552,77.99%,7.99%,番外·恋爱纪念日,68837
20,天官赐福 第二季,71250056,346274,61,43,37485,34094,90.95%,9.85%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
21,天官赐福 第一季,84118393,946145,61,43,68052,36517,53.66%,3.86%,四千万福利·小剧场·从前有一位名师,52400
22,藏南晚星,18275711,195043,79,42,19451,14307,73.55%,7.34%,主题曲伴奏·途经,85110
23,初三的六一儿童节 第二季（上）,575092,9339,7,3,725,450,62.07%,4.82%,第四集 · 绝命追捕,93154
24,降水概率百分百,748127,19611,16,3,1696,554,32.67%,2.82%,520语音 ♡ 餐桌故事,93005
25,我在无限游戏里封神 第一季,71788378,975173,64,14,76693,43022,56.10%,4.41%,线下漫展VLOG,52347
26,于是麦麦决定离家出走,4961014,100603,38,23,8638,5272,61.03%,5.24%,花絮05,86179
27,吞海 第一季,50369312,520166,54,17,44457,27772,62.47%,5.34%,原创配乐·破晓,29187
28,太傅他人人喊打 第二季,2911900,40059,27,14,3032,1929,63.62%,4.82%,第十三集,86723
29,交易沦陷,27133929,166316,138,99,16533,9639,58.30%,5.80%,特别福利·星空沦陷,54171
30,魔道祖师 第三季,295298132,1537447,66,56,97600,89997,92.21%,5.85%,传讯符·忘羡,22602
31,我在无限游戏里封神 第二季（下）,19716133,243502,55,14,26818,22843,85.18%,9.38%,花絮06,76557
32,液态欲望 全一季,440677,24340,13,3,1452,523,36.02%,2.15%,520 · 专属番外,86692
33,惹祸精,1056657,31119,42,14,1734,964,55.59%,3.10%,100福利·斯昭起床福利音,90987
34,再世权臣 第三季（上）,2592175,47801,34,10,3523,2726,77.38%,5.70%,第十集 ·  再度启程,86827
35,吞海 第二季,31784023,265117,56,19,25390,23632,93.08%,8.91%,新年祝福,67085
36,魔道祖师 第一季,257801831,2255781,39,22,96826,64519,66.63%,2.86%,主创FT<下>,15861
37,小蘑菇 第二季,50282899,493954,46,33,50460,46951,93.05%,9.51%,全剧五千万福利,39605
38,我在无限游戏里封神 第二季（上）,19762586,320980,42,11,33143,28704,86.61%,8.94%,花絮06,71605
39,某某 第一季,97223525,1702432,43,28,77306,45111,58.35%,2.65%,伴奏|《梧桐说》,58219
40,偷风不偷月 上季,8116554,127841,41,18,10401,5805,55.81%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
41,吞海 第三季（上）,21970432,211195,38,16,17972,16828,93.63%,7.97%,OST·04 此地埋名,73221
42,欢迎进入梦魇直播间 第二季,6047647,44683,28,11,3478,2515,72.31%,5.63%,《今日没说法》⑤ ·「不平安疗养院」,90985
43,燎原,37242334,386645,43,34,38987,29662,76.08%,7.67%,FT,63688
44,将进酒 第一季,104866046,1427689,59,16,78201,53319,68.18%,3.73%,完结FT,25944
45,魔道祖师 第二季,170212405,1412595,41,37,88816,81542,91.81%,5.77%,主役FT（下）,19059
46,台风眼 第二季,28883951,151805,50,32,13318,12298,92.34%,8.10%,完结 FT,68664
47,吞海 第三季（下）,18908000,187217,51,18,18357,16612,90.49%,8.87%,破亿纪念•抒情主役版「晓」,76879
48,台风眼 第一季,34333665,288843,53,20,20420,12913,63.24%,4.47%,千万福利·富士山在等一片云,52404
49,偷风不偷月 下季,3572490,62461,35,17,4545,4271,93.97%,6.84%,100W福利·白噪音,77591
50,我喜欢你的信息素 第一季,98981167,1496345,48,21,72342,45054,62.28%,3.01%,四千万福利,58217
