排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,虚拟偶像团综丨《去世界尽头》,4416595,49901,28,0,第四期·辽阔在天,94354
2,灯花笑 上季,2060313,44840,16,2,第6集,94733
3,你的雪人能活多久 第一季,669854,44717,14,0,祝知希角色曲《小爱神》伴奏,93787
4,伏特加与曼特宁,1281830,59403,14,0,小剧场·初印象,92988
5,宋玉章 第一季,2473313,41987,15,0,第二折 · 小团圆,86589
6,天官赐福 第四季,6917527,103423,16,0,正式预告·神明与信徒,91718
7,满城衣冠 全一季,2036647,51786,20,5,第7集 · 上车·车上,90878
8,囚于永夜,666706,20624,200,161,温然生日小剧场,94916
9,恒星时刻 第一季,287776,45108,1,0,歌曲《狮心》（Live）,94789
10,炽火难熄 全一季,211725,17197,10,1,第三集 · 升级,94917
11,搭界 第一季,357259,15160,17,5,30万播放福利 · 起床,94617
12,触礁,86475,8452,6,0,✦伴奏·Fall For The Reef✦,95034
13,当你叫醒我,1010193,16734,14,0,回响主题曲《当你叫醒我》,94268
14,绰约,2038582,31831,31,5,第七集·上贼船,86680
15,愚蠢的有钱人 全一季,108528,6242,10,0,主题曲《天才不做选择题》,94873
16,谁来言说夜晚 上季,1060557,14421,55,29,第46集,94321
17,放学后别来我办公室 全一季,420627,15814,5,0,倒计时3天,86868
18,欲言难止,757825,22090,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
19,大王万万不可！ 第一季,264288,13794,22,5,般若波罗蜜多心经,94259
20,赤霞珠,93574,8049,15,9,第11集·La Tache,95114
21,嫡谋·第一季,297204,8391,11,3,第六集 ·  「惊鸿一瞥」,94462
22,守寡后我重生了 第二季,12176,1528,2,0,倒计时3天,95212
23,沉浮事,367251,12663,11,0,浊世篇·第二集,94775
24,逆鳞 第一季,475306,15351,24,9,花絮④,93750
25,叛臣,164215,10717,15,7,番外 · 御心,94684
26,日出风来,173548,6836,41,28,♬第32集 暖手,94444
27,错登科  第一季,79218,4213,8,1,花絮-凤梨酥噎人事件,94787
28,茱丽叶塔 全一季,32315,4526,9,0,「第二集」“请给我画一只羊”,95106
29,入蛊 全一季,910654,20833,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
30,沉入地球,406666,9313,85,62,第74集 · 带我去月球,93569
