排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,18757620,202104,34,1,16423,4271,26.01%,沈酌生日福利 · 东方玄学,86815
2,我在无限游戏里封神 第四季,2560698,105396,13,2,5369,2649,49.34%,第二集 · 阴山村,86834
3,奇洛李维斯回信,43079991,507112,79,23,46945,23841,50.78%,花絮09 ·小花絮又又又又又来了,85974
4,一屋暗灯 全一季,1034980,62960,7,0,5720,0,0.00%,倒计时一,93038
5,情蛊,34107067,382569,63,44,46139,28335,61.41%,花絮14,86178
6,于是麦麦决定离家出走,4421795,96177,31,18,7933,4769,60.12%,小剧场✦三分钟热度,86179
7,早春晴朗,31456165,244740,57,24,19634,12870,65.55%,完结FT,72230
8,顶级掠食者 第二季,5870152,50582,27,10,4205,3177,75.55%,花絮03,86789
9,一颗苹果,11741762,137005,80,34,10824,4481,41.40%,启动音试听 · 谢青寄,90818
10,沉醉不醒,1633812,40231,13,0,2145,0,0.00%,第三期,86740
11,反差 全一季,6503442,50641,30,12,3301,1715,51.95%,彩蛋·总裁助理的自我修养,86684
12,初三的六一儿童节,23896388,51167,242,210,5643,4455,78.95%,番外2 小陆的故事（5）,85562
13,天官赐福 第三季,68357026,251828,67,43,31514,25913,82.23%,小剧场·元宵·花灯,82040
14,惹祸精,762994,27521,33,11,1351,658,48.70%,第十三集,90987
15,我在无限游戏里封神 第三季,21205256,201353,91,21,27941,20529,73.47%,破亿纪念单曲·神明所遗落的,81851
16,偷风不偷月 上季,7810327,124501,41,18,10199,5644,55.34%,300w福利·楚识琛（沈若臻）·风月语录,71389
17,美人印,479564,27466,11,3,1780,355,19.94%,ost《诱他》,92611
18,天官赐福 第二季,70359119,342005,61,43,37112,33757,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
19,天官赐福 第一季,83083465,938633,61,43,67674,36321,53.67%,四千万福利·小剧场·从前有一位名师,52400
20,藏南晚星,17693344,190796,79,42,18861,13803,73.18%,主题曲伴奏·途经,85110
21,放学等我 第一季,49970328,798858,53,18,62363,36285,58.18%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,再世权臣 第三季（上）,2164488,45235,32,8,2992,2147,71.76%,花絮03·都很敏感,86827
23,欢迎进入梦魇直播间 第二季,5401985,41272,23,10,3095,2195,70.92%,《非诚忽扰》第４期,90985
24,放学等我 第二季,29372347,425266,42,16,44142,34670,78.54%,番外·恋爱纪念日,68837
25,恩客,795413,14886,28,15,867,372,42.91%,21·难堪,91870
26,偷风不偷月 下季,3372801,60000,35,17,4355,4084,93.78%,100W福利·白噪音,77591
27,太傅他人人喊打 第二季,2326872,37013,20,9,2641,1504,56.95%,第九集,86723
28,我在无限游戏里封神 第一季,70845319,966869,64,14,76367,42810,56.06%,线下漫展VLOG,52347
29,吞海 第一季,49719051,514507,54,17,44004,27431,62.34%,原创配乐·破晓,29187
30,降水概率百分百,416264,15086,7,0,993,0,0.00%,˚.⊹ 主题曲 · 雨天恋爱定律 ♡₊˚,93005
31,魔道祖师 第三季,294566073,1534346,66,56,97638,90068,92.25%,传讯符·忘羡,22602
32,小蘑菇 第二季,49744797,490548,46,33,50278,46790,93.06%,全剧五千万福利,39605
33,你的距离,89104389,927829,70,27,78230,56146,71.77%,完结FT·主创版,31552
34,将进酒 第一季,104332498,1422233,59,16,78190,53304,68.17%,完结FT,25944
35,逐玉 第二季,634500,12900,10,2,413,65,15.74%,第五集 · 诛心,92520
36,我在无限游戏里封神 第二季（下）,19228568,239235,55,14,26408,22473,85.10%,花絮06,76557
37,魔道祖师 第一季,257060087,2248593,39,22,96797,64542,66.68%,主创FT<下>,15861
38,重生之将门毒后 第二季,40366795,373580,83,26,49513,33203,67.06%,破亿福利·白噪音·花灯,52293
39,吞海 第二季,31356303,261499,56,19,25032,23291,93.04%,新年祝福,67085
40,逐玉 第一季,4168609,70682,43,14,2213,987,44.60%,原创配乐 · 凶夜,89245
41,吞海 第三季（上）,21658359,207856,38,16,17641,16506,93.57%,OST·04 此地埋名,73221
42,魔道祖师 第二季,169761736,1409535,41,37,88750,81500,91.83%,主役FT（下）,19059
43,小蘑菇 第一季,48845880,905763,33,17,57952,38907,67.14%,白噪音·漫步荒原,29125
44,某某 第一季,96742730,1695539,43,28,77261,45058,58.32%,伴奏|《梧桐说》,58219
45,吞海 第三季（下）,18572268,183801,51,18,17972,16239,90.36%,破亿纪念•抒情主役版「晓」,76879
46,我在无限游戏里封神 第二季（上）,19432507,316613,42,11,32784,28377,86.56%,花絮06,71605
47,我喜欢你的信息素 第一季,98431338,1490054,48,21,72454,45236,62.43%,四千万福利,58217
48,将进酒 第二季,71518522,806849,45,22,67058,60959,90.90%,第二季完结FT,30383
49,欢迎进入梦魇直播间 第一季,22734873,187002,62,20,18882,8207,43.46%,完结FT,75856
50,AWM 第一季,85086174,1245834,43,20,72770,46865,64.40%,第十四集·烙印,20284
