排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,恒星时刻 第一季,435505,53625,2,0,预告 · sternstunde,94789
2,灯花笑 上季,3402026,55653,28,11,第14集,94733
3,天官赐福 第四季,9367255,124986,26,5,第三集·叫天不应叫地不灵,91718
4,虚拟偶像团综丨《去世界尽头》,5760191,53152,45,0,第七期·自由身,94354
5,尾钩,382024,17361,16,4,第11集 · 越界,95503
6,你的雪人能活多久 第一季,1371409,55700,25,5,第五集 · 不成对的天生一对,93787
7,伏特加与曼特宁,1898522,64933,25,4,第五期,92988
8,宋玉章 第一季,3763927,45295,22,2,导演花絮01· 好多人啊,86589
9,满城衣冠 全一季,2535904,55281,33,9,白噪音 · 苏苏念经,90878
10,守寡后我重生了 第二季,105662,3702,12,3,第四集,95212
11,囚于永夜,1378194,31305,200,161,番外 少爷的生日7,94916
12,放学后别来我办公室 全一季,631121,18871,13,1,第四课「好想退休」,86868
13,清白之年,517201,14700,20,1,第七集·与子成说,94838
14,穿进赛博游戏后干掉BOSS成功上位 第一季,46178,3651,5,0,主题曲《无光之处》和声伴奏,95678
15,谁来言说夜晚 上季,1698686,15971,90,53,第70集,94321
16,沉浮事,839433,16423,16,5,中元小剧场·百鬼集市,94775
17,绰约,2260992,32705,41,9,律法小贴士·10则,86680
18,炽火难熄 全一季,367066,20675,15,4,第六集 ·“顺路”,94917
19,嫡谋·第一季,382750,9851,17,8,第十集·「姻局初布」,94462
20,搭界 第一季,469594,16525,25,12,主役采访 02,94617
21,触礁,326253,12862,17,6,EP05⟢| 吻痕如刀 |,95034
22,愚蠢的有钱人 全一季,174458,7497,20,6,第六集,94873
23,解瘾,506642,14010,25,5,戏曲选段❃霸王别姬,94782
24,赤霞珠,324660,12911,30,19,处暑福利音·饮酒小贴士·唐渡,95114
25,是心跳说谎 全一季,41265,3954,3,0,预告二·爱的痕迹,95516
26,错登科  第一季,126253,5086,14,6,《错登科》第七集·封诰命,94787
27,大王万万不可！ 第一季,423032,15290,25,8,第十一集·日升月恒,94259
28,日出风来,317558,7318,67,49,♬番外第3集 我们的乐章,94444
29,传闻,22843,3043,2,0,✧预告,95625
30,我花开后百花杀 第一季,122098,4649,9,0,第三集 · 入局京都,94893
