排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
60,判官 第一季,39036690,658197,45,21,D2,听剧reaction,37773
61,我在无限游戏里封神 第三季,24537153,222473,91,21,D2,破亿纪念单曲·神明所遗落的,81851
62,酸梅,4298424,261034,4,0,B,第二期,51020
63,奇洛李维斯回信 番外篇,1261271,77023,3,2,D2,番外 ·  庆生宴,93420
64,针锋对决,38348201,941867,19,0,B,完结FT  互动问答,19249
65,魔道祖师 第二季,171977086,1424511,41,37,D2,主役FT（下）,19059
66,第二十八年春,10939302,385199,13,0,B,第四期,26751
67,于是麦麦决定离家出走,6194344,114949,53,33,D2,七夕小剧场✦小天使,86179
68,坠落,11771783,186618,59,22,D2,番外二·新生,76041
69,唇枪 上季,483292,24013,1,0,B,织音发布会纯享PV,94802
70,这题超纲了 第一季,21326468,501769,44,17,D2,【回放】《这题超纲了》M星直播,41369
71,等风热吻你,16944190,315830,56,18,D2,插曲《约定》,52292
72,是心跳说谎 全一季,130947,6939,8,0,D2,赛前阵营VCR,95516
73,撒野 第一季,88686160,1846226,36,8,D2,千万播放纪念,58443
74,恃宠 全一季,11666359,139751,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
75,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29078422,131017,71,0,B,梦系列小剧场06·白日,78684
76,封建糟粕,16311673,157798,143,110,D2,充电·李叔堂,87589
77,我喜欢你的信息素 第二季,77112336,852438,43,26,D2,国风版·星衍,58218
78,FOG[电竞]第二季,59149722,438225,50,28,D2,破亿特别直播回放,39588
79,营业悖论 第一季,48510530,663220,50,13,D2,中秋特别语音,36817
80,君有疾否 第一季,27431734,469714,67,56,D2,苏世誉 ✦ 第一季启动音,34592
81,别来无恙 第一季,23543013,460276,48,22,D2,1000W福利•《满心》（合唱版）,37937
82,逐玉 第一季,4718264,75112,43,14,D2,原创配乐 · 凶夜,89245
83,失忆后死对头成了我男朋友？,5633589,105500,48,20,D2,花絮15·恢复,86693
84,告白 第一季,21644385,373704,54,12,D2,1000w福利·早安·周京泽,59041
85,落池,68791269,1353360,15,0,B,落池·番外,22032
86,虚拟偶像综艺丨《险象环声》,84842856,440149,138,0,B,三千万福利·偶像问答,38165
87,乘鸾 第一季,134164,5193,13,2,D2,花絮一,94849
88,破云 第一季,59608990,1107085,20,15,D2,圣诞特辑,59047
89,欢迎进入梦魇直播间 第一季,24251952,199928,62,20,D2,完结FT,75856
90,将进酒 第二季,73234720,816787,45,22,D2,第二季完结FT,30383
91,我在无限游戏里封神 第二季（下）,21498607,259192,55,14,D2,花絮06,76557
92,台风眼 第二季,30149198,165048,50,32,D2,完结 FT,68664
93,结婚而已,3392694,46639,49,24,D2,☾ · 春节福利音,88370
94,秉性下等,26446966,209772,99,35,D2,两千万福利·时间的情书,64528
95,微微一笑很倾城,16134035,341743,14,0,B,番外,1884
96,娑婆,2083920,39376,33,22,D2,第十九集,93178
97,提灯看刺刀 上季,15059098,244823,32,8,D2,花絮·韩楚,77771
98,你就当我死了吧  全一季,13347757,255004,30,0,B,主役版主题曲（纯享）,76841
99,杀破狼 第一季,51222611,1019316,16,11,D2,第一季完结花絮,9888
100,偏偏宠爱,17982731,368309,49,13,D2,四百万语音·江忍,52353
