排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
1,早春晴朗,49228904,414367,57,24,D2,完结FT,72230
2,情蛊,42589768,454517,68,49,D2,4000w福利·山大王,86178
3,放学等我 第一季,55014921,845317,53,18,D2,1700W福利·P-特别小剧场「2022.12.2」,64911
4,奇洛李维斯回信,55774557,579167,98,41,D2,OST A12 · 暗恋基本法,85974
5,二哈和他的白猫师尊,168077434,3201988,84,0,B,概念曲-拜长久（+童声版）,20741
6,天官赐福 第四季,11763205,133826,30,9,D2,新年小剧场《压岁钱》,91718
7,小蘑菇 第一季,51304614,934245,33,17,D2,白噪音·漫步荒原,29125
8,灯花笑 上季,4235523,61928,33,15,D2,主题曲叁·万春融雪,94733
9,恒星时刻 第一季,1129889,65022,9,0,D2,100w福利音 · 地地地道地地道道问候语音,94789
10,天官赐福 第一季,88968605,981118,61,43,D2,四千万福利·小剧场·从前有一位名师,52400
11,虚拟偶像团综丨《去世界尽头》,6743846,55450,50,0,B,LASER&MANTA纯享版·《奔赴》,94354
12,难哄,147921580,1585548,76,48,D2,破亿福利·纪念FT,38074
13,不二之臣,41615684,861281,16,0,B,大结局·下,25580
14,干涸地,2291406,95368,4,1,D2,火风L原著|干涸地·第二集,86725
15,红白囍 第一季,7704937,116853,46,13,D2,花絮03,81597
16,囚于永夜,5450395,324020,1,0,B,织音发布会纯享PV · 概念预告,86822
17,伪装学渣 第一季,103829532,1956255,30,17,D2,千万福利·“叫妈妈”,58262
18,魔道祖师 第一季,260854624,2288714,39,22,D2,主创FT<下>,15861
19,你的雪人能活多久 第一季,1743873,60841,31,9,D2,小剧场04 · 密码,93787
20,一屋暗灯 全一季,13384849,209891,54,14,D2,主役版主题曲▪未说的,93038
21,台风眼 第一季,36246789,312077,53,20,D2,千万福利·富士山在等一片云,52404
22,将进酒 第一季,107038115,1450593,59,16,D2,完结FT,25944
23,我在无限游戏里封神 第一季,75315362,1006794,64,14,D2,线下漫展VLOG,52347
24,偷偷藏不住,203608649,2421603,89,54,D2,2亿福利·双人电话语音,34632
25,重生之将门毒后 第一季,95603848,845531,82,27,D2,主役reaction·片段03,43922
26,某某 第一季,99100421,1729449,43,28,D2,伴奏|《梧桐说》,58219
27,天官赐福 第三季,73696779,278059,68,44,D2,小剧场·元宵·花灯,82040
28,我喜欢你的信息素 第一季,101272120,1523629,48,21,D2,四千万福利,58217
29,见春天,13596791,236626,54,8,D2,魏清越书信·02,80533
30,藏南晚星,20420350,210786,81,44,D2,✧2000万福利·番外·美梦,85110
31,放学等我 第二季,32312234,455429,42,16,D2,番外·恋爱纪念日,68837
32,伏特加与曼特宁,2172967,66963,32,8,D2,✦店长来啦！⑦,92988
33,尾钩,926719,23258,33,19,D2,第26集 · 憧憬,95503
34,如果月亮不抱你,84235644,1196369,24,0,B,全网2000万福利突击采访,25485
35,我在无限游戏里封神 第四季,8240470,147073,56,15,D2,特别放送 · emoji大挑战,86834
36,再世权臣 第一季,22478557,264520,79,17,D2,花絮07,71321
37,不想了,10012424,115837,93,66,D2,500W福利·主役版主题曲《同谋》,70445
38,天官赐福 第二季,75096472,366460,61,43,D2,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
39,洄天 第一季,28588933,248926,65,14,D2,完结语音 · 高能量S级监护人的一天,86815
40,宋玉章 第一季,4623643,47068,28,5,D2,第八折 ·  沉溺芳华,86589
41,娘娘腔,38896557,727539,31,0,B,主役听剧Reaction,46640
42,一颗苹果,14166888,167837,82,35,C,完结FT · 谢谢光临,90818
43,全球高考 第一季（全新版）,22245873,379588,37,11,D2,— 「全季完结FT」—,60289
44,魔道祖师 第三季,298124695,1549316,66,56,D2,传讯符·忘羡,22602
45,江医生 第一季,17395671,239843,49,27,D2,千万播放福利第四弹·小剧场·猫,81852
46,满城衣冠 全一季,2832197,57548,36,11,D2,第12集 · 绑架,90878
47,虚拟偶像团综丨《NEW DAYS（一起又出发）》,32272965,116166,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
48,FOG[电竞] 第一季,71692383,770323,39,14,D2,2000W福利·whisper伴奏抒情版,29122
49,你的距离,91403145,941398,70,27,D2,完结FT·主创版,31552
50,囚于永夜,1648308,34080,200,161,D2,番外 少爷的生日7,94916
51,二哈和他的白猫师尊,16979182,108432,669,603,D2,完结FT,81979
52,虚拟偶像团综丨《一起再出发》,93925498,255688,179,0,B,中秋特辑·清道夫,58225
53,交易沦陷,30526932,179751,138,99,D2,特别福利·星空沦陷,54171
54,吞海 第一季,52622060,539574,54,17,D2,原创配乐·破晓,29187
55,重生之将门毒后 第二季,42846730,387785,83,26,D2,破亿福利·白噪音·花灯,52293
56,南方海啸,25613470,175381,102,68,D2,花絮⑤,85492
57,夫人你马甲又掉了 第一季,65501557,1027733,25,0,B,小剧场3,32574
58,迪奥先生 第一季,79894259,1080237,30,15,D2,王氏破产 铃声,23329
59,虚拟偶像团综丨《LASER出道日》,84316835,683651,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
