排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,逐玉 第一季,3833254,67877,43,14,2108,919,43.60%,原创配乐 · 凶夜,89245
2,奇洛李维斯回信,39176985,493345,79,23,45525,22828,50.14%,花絮09 ·小花絮又又又又又来了,85974
3,情蛊,32049558,366935,59,41,44009,26979,61.30%,花絮11,86178
4,反差 全一季,5643768,45778,22,5,2748,1188,43.23%,小剧场·真睡着了,86684
5,再世权臣 第三季（上）,1632951,42013,26,5,2504,1627,64.98%,第五集 ·  暗流涌动,86827
6,一颗苹果,10204574,128941,66,25,9647,3547,36.77%,花絮06 · 推广,90818
7,顶级掠食者 第二季,4353713,46819,20,7,3635,2604,71.64%,400W播放纪念,86789
8,太傅他人人喊打 第二季,1640298,34096,15,6,2270,1097,48.33%,第六集,86723
9,于是麦麦决定离家出走,3595437,87482,24,14,6472,3530,54.54%,花絮01,86179
10,欢迎进入梦魇直播间 第二季,3923026,37162,16,7,2684,1795,66.88%,第七集 ♱ 你是我们的,90985
11,天官赐福 第三季,65509231,247320,66,42,31048,25471,82.04%,花絮·不坠主役,82040
12,重生之将门毒后 第二季,39884014,371140,83,26,49249,32986,66.98%,破亿福利·白噪音·花灯,52293
13,天官赐福 第二季,68250086,338035,61,43,36790,33451,90.92%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,80956181,931912,61,43,67405,36143,53.62%,四千万福利·小剧场·从前有一位名师,52400
15,放学等我 第一季,49108776,789839,53,18,62178,36287,58.36%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,重生之将门毒后 第一季,90229530,814221,82,27,87833,41988,47.80%,主役reaction·片段03,43922
17,放学等我 第二季,28851856,419509,42,16,43993,34756,79.00%,番外·恋爱纪念日,68837
18,藏南晚星,17160018,186588,79,42,18296,13338,72.90%,主题曲伴奏·途经,85110
19,失忆后死对头成了我男朋友？,4221286,90831,44,20,5720,3774,65.98%,花絮·陆云笙,86693
20,我在无限游戏里封神 第三季,20503529,196996,91,21,27420,20120,73.38%,破亿纪念单曲·神明所遗落的,81851
21,早春晴朗,30199768,235687,57,24,18913,12414,65.64%,完结FT,72230
22,初三的六一儿童节,21157325,45348,214,185,4720,3561,75.44%,Chapter.104A 劣势（上）,85562
23,魔道祖师 第三季,293914888,1531714,66,56,97562,90001,92.25%,传讯符·忘羡,22602
24,六州歌头 下季,389194,7327,43,38,394,273,69.29%,42 定不许食言,92061
25,将进酒 第一季,103818623,1417013,59,16,78072,53221,68.17%,完结FT,25944
26,偷风不偷月 上季,7452556,120417,41,18,9850,5319,54.00%,300w福利·楚识琛（沈若臻）·风月语录,71389
27,魔道祖师 第一季,256431777,2242414,39,22,96721,64508,66.69%,主创FT<下>,15861
28,吞海 第一季,49118360,509522,54,17,43619,27136,62.21%,原创配乐·破晓,29187
29,惹祸精,491252,21593,29,8,987,371,37.59%,第十集,90987
30,魔道祖师 第二季,169380973,1406993,41,37,88663,81433,91.85%,主役FT（下）,19059
31,小蘑菇 第二季,48454299,487327,46,33,50060,46576,93.04%,全剧五千万福利,39605
32,太傅他人人喊打 第一季,6423242,116067,46,31,8031,4765,59.33%,充电·燕迟,73214
33,某某 第一季,96339653,1689979,43,28,77243,44986,58.24%,伴奏|《梧桐说》,58219
34,吞海 第二季,30968000,258292,56,19,24666,22938,92.99%,新年祝福,67085
35,欢迎进入梦魇直播间 第一季,22287743,184122,62,20,18585,8023,43.17%,完结FT,75856
36,将进酒 第二季,71181244,804732,45,22,65698,59579,90.69%,第二季完结FT,30383
37,吞海 第三季（上）,21389875,204858,38,16,17347,16222,93.51%,OST·04 此地埋名,73221
38,偷风不偷月 下季,3159955,57100,35,17,4152,3882,93.50%,100W福利·白噪音,77591
39,我在无限游戏里封神 第一季,69987314,959568,64,14,76072,42611,56.01%,线下漫展VLOG,52347
40,我在无限游戏里封神 第二季（下）,18781032,235329,55,14,26048,22148,85.03%,花絮06,76557
41,我喜欢你的信息素 第一季,97912697,1484492,48,21,72306,45216,62.53%,四千万福利,58217
42,再世权臣 第一季,20103098,246433,79,17,22686,10590,46.68%,花絮07,71321
43,语义错误 第一季,1907532,20045,9,0,1370,0,0.00%,Ep.03 SEMANTIC ERROR,92155
44,小蘑菇 第一季,48204397,900530,33,17,57821,38827,67.15%,白噪音·漫步荒原,29125
45,你的距离,88489515,924167,70,27,78070,56039,71.78%,完结FT·主创版,31552
46,君有疾否,1043605,28802,45,17,1272,209,16.43%,第28集,90896
47,吞海 第三季（下）,18276957,180718,51,18,17611,15890,90.23%,破亿纪念•抒情主役版「晓」,76879
48,逐玉 第二季,394965,9205,4,0,162,0,0.00%,主题曲《雪霁》和声伴奏,92520
49,重回我爸少年时 第一季,975024,14257,35,7,822,317,38.56%,第六集,91872
50,伪装学渣 第一季,101347372,1912241,30,17,80072,47118,58.84%,千万福利·“叫妈妈”,58262
