排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,7486888,109829,20,1,9518,3164,33.24%,2.88%,第一集·立天地神人破铜炉,91718
2,奇洛李维斯回信,53570194,568302,98,41,53312,28442,53.35%,5.00%,OST A12 · 暗恋基本法,85974
3,一屋暗灯 全一季,12432465,202672,53,13,34127,15456,45.29%,7.63%,福利彩蛋·看星星,93038
4,灯花笑 上季,2441875,48238,18,4,7484,968,12.93%,2.01%,第8集,94733
5,满城衣冠 全一季,2199617,53084,27,6,3110,1149,36.95%,2.16%,第8集 · 暗涌,90878
6,我在无限游戏里封神 第四季,7616338,142720,56,15,11599,9059,78.10%,6.35%,特别放送 · emoji大挑战,86834
7,情蛊,40995881,441992,68,49,53632,33122,61.76%,7.49%,4000w福利·山大王,86178
8,宋玉章 第一季,2854160,43166,16,0,2345,0,0.00%,0.00%,第三折 ·  啼笑因缘,86589
9,你的雪人能活多久 第一季,934144,49810,16,0,4493,0,0.00%,0.00%,小剧场01 · 雪人便当,93787
10,伏特加与曼特宁,1475418,61090,17,0,2658,0,0.00%,0.00%,✦店长来啦！②,92988
11,炽火难熄 全一季,259640,18589,11,2,1358,465,34.24%,2.50%,第四集 ·“哥哥”,94917
12,囚于永夜,884109,24160,200,161,2189,602,27.50%,2.49%,温然生日小剧场,94916
13,天官赐福 第三季,72060772,271445,68,44,33688,27834,82.62%,10.25%,小剧场·元宵·花灯,82040
14,天官赐福 第二季,73496345,359988,61,43,38586,35099,90.96%,9.75%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87124516,970743,61,43,68858,37060,53.82%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,498177,13922,12,1,1496,679,45.39%,4.88%,浊世篇·第三集,94775
17,我在无限游戏里封神 第三季,23993125,219308,91,21,30194,22505,74.53%,10.26%,破亿纪念单曲·神明所遗落的,81851
18,我在无限游戏里封神 第一季,74582860,1000856,64,14,77662,43475,55.98%,4.34%,线下漫展VLOG,52347
19,早春晴朗,37030710,278072,57,24,22507,14753,65.55%,5.31%,完结FT,72230
20,放学等我 第一季,53939497,836665,53,18,62397,36017,57.72%,4.30%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,放学等我 第二季,31698872,449966,42,16,44418,34012,76.57%,7.56%,番外·恋爱纪念日,68837
22,魔道祖师 第三季,297340757,1546282,66,56,97508,89839,92.14%,5.81%,传讯符·忘羡,22602
23,我在无限游戏里封神 第二季（下）,21126095,256208,55,14,28065,23971,85.41%,9.36%,花絮06,76557
24,魔道祖师 第一季,260058290,2281252,39,22,97132,64648,66.56%,2.83%,主创FT<下>,15861
25,台风眼 第二季,29793048,161854,50,32,14161,13101,92.51%,8.09%,完结 FT,68664
26,绰约,2100170,32015,35,6,1476,540,36.59%,1.69%,第八集·消遣,86680
27,江医生 第一季,16969926,236719,49,27,22996,14042,61.06%,5.93%,千万播放福利第四弹·小剧场·猫,81852
28,藏南晚星,19741574,206193,79,42,20749,15360,74.03%,7.45%,主题曲伴奏·途经,85110
29,台风眼 第一季,35789648,306349,53,20,21943,13738,62.61%,4.48%,千万福利·富士山在等一片云,52404
30,魔道祖师 第二季,171493456,1421430,41,37,88858,81591,91.82%,5.74%,主役FT（下）,19059
31,一颗苹果,13828693,163680,82,35,13501,5964,44.17%,3.64%,完结FT · 谢谢光临,90818
32,降水概率百分百,1837822,28087,35,15,2760,1569,56.85%,5.59%,˚.⊹ 第十八期 ♡₊˚,93005
33,我在无限游戏里封神 第二季（上）,20721188,333278,42,11,34236,29643,86.58%,8.89%,花絮06,71605
34,我喜欢你的信息素 第一季,100708555,1518280,48,21,72052,44653,61.97%,2.94%,四千万福利,58217
35,再世权臣 第三季（下）,882468,25460,21,12,2310,2056,89.00%,8.08%,第十二集 ·  雨后风荷,93437
36,解瘾,350866,12841,19,2,815,254,31.17%,1.98%,花絮4❃容先生要对洛生负责,94782
37,搭界 第一季,392023,15649,19,7,1575,810,51.43%,5.18%,小剧场 · 请墨宝,94617
38,嫁给一个死太监 第一季,3874129,77828,34,12,4627,2580,55.76%,3.32%,新春福利音,66726
39,沉醉不醒,4076761,57037,48,29,4827,3026,62.69%,5.31%,番外·墨源·下,86740
40,某某 第一季,98619112,1724183,43,28,77216,45097,58.40%,2.62%,伴奏|《梧桐说》,58219
41,江医生 第二季,8400000,122156,44,36,13664,12710,93.02%,10.40%,主役版·绝对,85256
42,吞海 第一季,52056248,535353,54,17,45620,28699,62.91%,5.36%,原创配乐·破晓,29187
43,洄天 第一季,28154048,246540,65,14,23390,11300,48.31%,4.58%,完结语音 · 高能量S级监护人的一天,86815
44,触礁,156976,10337,10,1,988,532,53.85%,5.15%,✰花絮·01✰,95034
45,重生之将门毒后 第二季,42342046,384957,83,26,50684,34107,67.29%,8.86%,破亿福利·白噪音·花灯,52293
46,谁来言说夜晚 上季,1271516,14933,72,36,1611,863,53.57%,5.78%,第53集,94321
47,我喜欢你的信息素 第二季,76725592,849474,43,26,58985,49799,84.43%,5.86%,国风版·星衍,58218
48,小蘑菇 第二季,51836659,504956,51,34,52011,47790,91.88%,9.46%,破亿电话·双人,39605
49,伪装学渣 第一季,103418135,1951002,30,17,80116,46990,58.65%,2.41%,千万福利·“叫妈妈”,58262
50,默读 第五季,39261487,466863,47,34,46550,40145,86.24%,8.60%,电话,59100
