排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,灯花笑 上季,820854,32782,8,0,第2集,94733
2,虚拟偶像团综丨《去世界尽头》,2937253,45028,13,0,第一期·去追花吧,94354
3,囚于永夜,98457,7045,192,154,《囚于永夜》座谈会之完结FT,94916
4,清白之年,130731,9351,9,0,主题曲①·旧巷流年,94838
5,沉浮事,44460,6118,2,0,预告壹·浮生哙,94775
6,满城衣冠 全一季,1673983,48458,15,1,第4集 · 打赌,90878
7,再世权臣 第三季（下）,653496,22827,18,10,小剧场 · 由夯到拉锐评大铭男团,93437
8,蜉蝣,756799,23771,24,10,ೀ˖˚ 第十一集,93202
9,当你叫醒我,729201,13720,10,0,第五集,94268
10,解瘾,121214,9396,9,0,主题曲❃瘾,94782
11,宋玉章 第一季,1344910,31790,3,0,月历语音 · 静玉,86589
12,理想型,882628,14410,41,22,33·勉强,93439
13,娑婆,1324836,34296,19,10,主题曲·此身,93178
14,搭界 第一季,194001,12436,7,0,EP02  彩蛋,94617
15,奇洛李维斯回信 番外篇,1021914,65760,3,2,番外 ·  庆生宴,93420
16,恒星时刻 第一季,189268,35855,1,0,歌曲《狮心》（Live）,94789
17,精神科医生神经了,284324,13609,25,8,处方七✫稳定剂（下）,93567
18,嫡谋·第一季,222325,6852,9,1,第四集 ·「内院生波」,94462
19,只想和你好好的,309282,7807,13,4,✧ 第六期 ✧,94176
20,谁来言说夜晚 上季,745016,13053,37,11,第28集,94321
21,门生故旧,637139,16619,51,39,主役版·主题曲《窥光》,93774
22,沉入地球,303555,8213,67,45,第57集 · 尘烟,93569
23,入蛊 全一季,818329,20004,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
24,欲言难止,552894,17820,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
25,绰约,1882961,30817,24,2,律法小贴士·4则,86680
26,叛臣,77988,8263,9,2,小剧场 · 赵钧,94684
27,你的雪人能活多久 第一季,147983,28177,2,0,主题曲《爱你是写在雪中的诗》剧情版,93787
28,秋燥 第一季,427664,15454,16,5,小剧场 · 夹娃娃,93438
29,错登科  第一季,35435,2801,5,0,第一集·红鸾动,94787
30,逆鳞 第一季,376813,13978,19,5,花絮③,93750
