排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,逐玉 第一季,3927298,68800,43,14,2143,937,43.72%,原创配乐 · 凶夜,89245
2,奇洛李维斯回信,39628970,495334,79,23,45735,23016,50.32%,花絮09 ·小花絮又又又又又来了,85974
3,情蛊,32402395,369318,60,41,44337,27184,61.31%,花絮12,86178
4,我在无限游戏里封神 第四季,1533098,90723,3,0,2847,0,0.00%,特别放送 · 大型恐怖游戏联赛火热进行中Ⅰ,86834
5,顶级掠食者 第二季,4586506,47648,21,8,3755,2723,72.52%,第八集,86789
6,一颗苹果,10407897,129924,66,25,9751,3612,37.04%,花絮06 · 推广,90818
7,反差 全一季,5810194,46870,24,7,2855,1299,45.50%,愚人节福利花絮,86684
8,于是麦麦决定离家出走,3742949,89384,25,15,6717,3748,55.80%,第十期,86179
9,再世权臣 第三季（上）,1699811,42492,28,5,2548,1663,65.27%,日历语音 · 陪衬,86827
10,太傅他人人喊打 第二季,1706954,34554,16,6,2318,1139,49.14%,花絮03,86723
11,天官赐福 第三季,65868019,247967,66,42,31124,25541,82.06%,花絮·不坠主役,82040
12,欢迎进入梦魇直播间 第二季,4156153,37788,17,7,2736,1841,67.29%,《非诚忽扰》第２.５期,90985
13,天官赐福 第二季,68530506,338625,61,43,36841,33503,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,重生之将门毒后 第二季,39970786,371594,83,26,49275,33013,67.00%,破亿福利·白噪音·花灯,52293
15,天官赐福 第一季,81240004,932933,61,43,67437,36168,53.63%,四千万福利·小剧场·从前有一位名师,52400
16,藏南晚星,17246024,187195,79,42,18383,13410,72.95%,主题曲伴奏·途经,85110
17,放学等我 第一季,49229305,790967,53,18,62262,36327,58.35%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,初三的六一儿童节,21464752,46005,218,189,4781,3619,75.70%,Chapter.106A 赴汤蹈火（上）,85562
19,放学等我 第二季,28929974,420230,42,16,43994,34740,78.97%,番外·恋爱纪念日,68837
20,我在无限游戏里封神 第三季,20607474,197666,91,21,27486,20169,73.38%,破亿纪念单曲·神明所遗落的,81851
21,惹祸精,529638,22599,30,9,1052,431,40.97%,第十一集,90987
22,早春晴朗,30332092,236456,57,24,18974,12449,65.61%,完结FT,72230
23,失忆后死对头成了我男朋友？,4263041,91107,44,20,5755,3802,66.06%,花絮·陆云笙,86693
24,重生之将门毒后 第一季,90379493,814983,82,27,87883,42020,47.81%,主役reaction·片段03,43922
25,偷风不偷月 上季,7508235,121074,41,18,9996,5493,54.95%,300w福利·楚识琛（沈若臻）·风月语录,71389
26,将进酒 第一季,103910520,1417811,59,16,78096,53237,68.17%,完结FT,25944
27,魔道祖师 第三季,294022931,1532078,66,56,97581,90019,92.25%,传讯符·忘羡,22602
28,吞海 第一季,49201175,510159,54,17,43688,27191,62.24%,原创配乐·破晓,29187
29,小蘑菇 第二季,48578836,487817,46,33,50106,46624,93.05%,全剧五千万福利,39605
30,魔道祖师 第一季,256533134,2243242,39,22,96719,64511,66.70%,主创FT<下>,15861
31,逐玉 第二季,453389,10260,6,0,264,0,0.00%,第二集 · 夜会,92520
32,语义错误 第一季,2070056,20630,11,1,1434,215,14.99%,Ep.04 SHIFT,92155
33,偷风不偷月 下季,3197042,57558,35,17,4185,3916,93.57%,100W福利·白噪音,77591
34,魔道祖师 第二季,169442965,1407337,41,37,88666,81436,91.85%,主役FT（下）,19059
35,沉醉不醒,1003082,33974,8,0,1059,0,0.00%,倒计时①·丁竞元x苏墨,86740
36,太傅他人人喊打 第一季,6446127,116460,46,31,8058,4788,59.42%,充电·燕迟,73214
37,将进酒 第二季,71238759,805063,45,22,66971,60878,90.90%,第二季完结FT,30383
38,小蘑菇 第一季,48276201,901383,33,17,57855,38857,67.16%,白噪音·漫步荒原,29125
39,吞海 第二季,31026583,258742,56,19,24731,23000,93.00%,新年祝福,67085
40,某某 第一季,96403043,1690710,43,28,77258,45013,58.26%,伴奏|《梧桐说》,58219
41,我在无限游戏里封神 第一季,70116443,960698,64,14,76130,42652,56.03%,线下漫展VLOG,52347
42,美人印,286568,22383,5,0,1301,0,0.00%,第二集,92611
43,吞海 第三季（上）,21431137,205250,38,16,17400,16272,93.52%,OST·04 此地埋名,73221
44,欢迎进入梦魇直播间 第一季,22354390,184538,62,20,18623,8051,43.23%,完结FT,75856
45,你的距离,88580159,924644,70,27,78092,56055,71.78%,完结FT·主创版,31552
46,我在无限游戏里封神 第二季（下）,18846953,235926,55,14,26086,22185,85.05%,花絮06,76557
47,我喜欢你的信息素 第一季,97987973,1485210,48,21,72299,45209,62.53%,四千万福利,58217
48,六州歌头 下季,429531,7479,48,43,410,288,70.24%,47 密谋定江山,92061
49,再世权臣 第一季,20158060,246877,79,17,22729,10619,46.72%,花絮07,71321
50,吞海 第三季（下）,18323754,181130,51,18,17676,15949,90.23%,破亿纪念•抒情主役版「晓」,76879
