排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
1,早春晴朗,47251580,399710,57,24,D2,完结FT,72230
2,情蛊,42289070,452082,68,49,D2,4000w福利·山大王,86178
3,放学等我 第一季,54800056,843339,53,18,D2,1700W福利·P-特别小剧场「2022.12.2」,64911
4,奇洛李维斯回信,55370470,577102,98,41,D2,OST A12 · 暗恋基本法,85974
5,二哈和他的白猫师尊,167833244,3200417,84,0,B,概念曲-拜长久（+童声版）,20741
6,天官赐福 第四季,10632633,130194,28,7,D2,新年小剧场《压岁钱》,91718
7,灯花笑 上季,3857454,59169,30,13,D2,第16集,94733
8,天官赐福 第一季,88469643,979046,61,43,D2,四千万福利·小剧场·从前有一位名师,52400
9,恒星时刻 第一季,867771,62605,5,0,D2,小剧场 · 秦内心戏多得一❤隅,94789
10,囚于永夜,5426989,323263,1,0,B,织音发布会纯享PV · 概念预告,86822
11,小蘑菇 第一季,51200438,933452,33,17,D2,白噪音·漫步荒原,29125
12,伪装学渣 第一季,103767329,1955396,30,17,D2,千万福利·“叫妈妈”,58262
13,你的雪人能活多久 第一季,1589237,58773,29,7,D2,教师节福利彩蛋,93787
14,难哄,147768445,1584446,76,48,D2,破亿福利·纪念FT,38074
15,虚拟偶像团综丨《去世界尽头》,6110906,54058,47,0,B,嘉宾观察室江恪篇·滑草DIY,94354
16,魔道祖师 第一季,260700701,2287400,39,22,D2,主创FT<下>,15861
17,干涸地,2238804,94872,3,0,D2,火风L原著|干涸地·第一集,86725
18,一屋暗灯 全一季,13243745,208832,54,14,D2,主役版主题曲▪未说的,93038
19,不二之臣,41515588,860130,16,0,B,大结局·下,25580
20,红白囍 第一季,7665852,116496,46,13,D2,花絮03,81597
21,台风眼 第一季,36152758,310881,53,20,D2,千万福利·富士山在等一片云,52404
22,我在无限游戏里封神 第一季,75183156,1005631,64,14,D2,线下漫展VLOG,52347
23,将进酒 第一季,106903656,1449587,59,16,D2,完结FT,25944
24,重生之将门毒后 第一季,95424543,844580,82,27,D2,主役reaction·片段03,43922
25,天官赐福 第三季,73203163,276775,68,44,D2,小剧场·元宵·花灯,82040
26,我喜欢你的信息素 第一季,101167900,1522682,48,21,D2,四千万福利,58217
27,某某 第一季,99008058,1728496,43,28,D2,伴奏|《梧桐说》,58219
28,伏特加与曼特宁,2067885,66214,28,5,D2,✦店长来啦！⑥,92988
29,偷偷藏不住,203486106,2420949,89,54,D2,2亿福利·双人电话语音,34632
30,放学等我 第二季,32186966,454251,42,16,D2,番外·恋爱纪念日,68837
31,我在无限游戏里封神 第四季,8129956,146239,56,15,D2,特别放送 · emoji大挑战,86834
32,藏南晚星,20293080,209876,81,44,D2,✧2000万福利·番外·美梦,85110
33,尾钩,702192,21363,26,13,D2,第20集 · 航行灯,95503
34,见春天,13552592,236058,54,8,D2,魏清越书信·02,80533
35,洄天 第一季,28507224,248452,65,14,D2,完结语音 · 高能量S级监护人的一天,86815
36,不想了,9973769,115562,93,66,D2,500W福利·主役版主题曲《同谋》,70445
37,囚于永夜,1538620,32971,200,161,D2,番外 少爷的生日7,94916
38,宋玉章 第一季,4269219,46075,25,4,D2,宋玉章 · 教师节特别语音,86589
39,天官赐福 第二季,74631214,365157,61,43,D2,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
40,娘娘腔,38808516,726652,31,0,B,主役听剧Reaction,46640
41,一颗苹果,14106078,167001,82,35,C,完结FT · 谢谢光临,90818
42,全球高考 第一季（全新版）,22174808,378854,37,11,D2,— 「全季完结FT」—,60289
43,如果月亮不抱你,84140633,1195728,24,0,B,全网2000万福利突击采访,25485
44,再世权臣 第一季,22344156,263053,79,17,D2,花絮07,71321
45,江医生 第一季,17318671,239315,49,27,D2,千万播放福利第四弹·小剧场·猫,81852
46,魔道祖师 第三季,297974456,1548779,66,56,D2,传讯符·忘羡,22602
47,二哈和他的白猫师尊,16867407,107970,669,603,D2,完结FT,81979
48,满城衣冠 全一季,2709193,56625,35,10,D2,花絮⑥ · 方言难难难,90878
49,FOG[电竞] 第一季,71598251,769851,39,14,D2,2000W福利·whisper伴奏抒情版,29122
50,虚拟偶像团综丨《NEW DAYS（一起又出发）》,32121623,115887,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
51,你的距离,91304464,940855,70,27,D2,完结FT·主创版,31552
52,交易沦陷,30371433,179347,138,99,D2,特别福利·星空沦陷,54171
53,虚拟偶像团综丨《一起再出发》,93773739,255428,179,0,B,中秋特辑·清道夫,58225
54,迪奥先生 第一季,79842603,1079747,30,15,D2,王氏破产 铃声,23329
55,重生之将门毒后 第二季,42755977,387318,83,26,D2,破亿福利·白噪音·花灯,52293
56,奇洛李维斯回信 番外篇,1240862,76170,3,2,D2,番外 ·  庆生宴,93420
57,吞海 第一季,52514969,538806,54,17,D2,原创配乐·破晓,29187
58,针锋对决,38313144,941369,19,0,B,完结FT  互动问答,19249
59,判官 第一季,38978581,657732,45,21,D2,听剧reaction,37773
60,虚拟偶像团综丨《LASER出道日》,84237284,683253,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
61,我在无限游戏里封神 第三季,24438998,221871,91,21,D2,破亿纪念单曲·神明所遗落的,81851
62,这题超纲了 第一季,21282820,501235,44,17,D2,【回放】《这题超纲了》M星直播,41369
63,南方海啸,25461537,174831,102,68,D2,花絮⑤,85492
64,唇枪 上季,445932,23134,1,0,B,织音发布会纯享PV,94802
65,酸梅,4285204,260647,4,0,B,第二期,51020
66,夫人你马甲又掉了 第一季,65432887,1027255,25,0,B,小剧场3,32574
67,魔道祖师 第二季,171882912,1423955,41,37,D2,主役FT（下）,19059
68,于是麦麦决定离家出走,6157033,114500,53,33,D2,七夕小剧场✦小天使,86179
69,封建糟粕,16267658,157321,143,110,D2,充电·李叔堂,87589
70,坠落,11732768,186182,59,22,D2,番外二·新生,76041
71,第二十八年春,10916083,384857,13,0,B,第四期,26751
72,别来无恙 第一季,23505890,459823,48,22,D2,1000W福利•《满心》（合唱版）,37937
73,撒野 第一季,88651139,1845467,36,8,D2,千万播放纪念,58443
74,等风热吻你,16909436,315423,56,18,D2,插曲《约定》,52292
75,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29016821,130792,71,0,B,梦系列小剧场06·白日,78684
76,欢迎进入梦魇直播间 第一季,24205268,199578,62,20,D2,完结FT,75856
77,我喜欢你的信息素 第二季,77041277,851927,43,26,D2,国风版·星衍,58218
78,君有疾否 第一季,27387306,469257,67,56,D2,苏世誉 ✦ 第一季启动音,34592
79,虚拟偶像综艺丨《险象环声》,84759392,439953,138,0,B,三千万福利·偶像问答,38165
80,逐玉 第一季,4702054,74968,43,14,D2,原创配乐 · 凶夜,89245
81,破云 第一季,59570550,1106507,20,15,D2,圣诞特辑,59047
82,我在无限游戏里封神 第二季（下）,21434510,258651,55,14,D2,花絮06,76557
83,恃宠 全一季,11617560,139381,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
84,FOG[电竞]第二季,59057012,437934,50,28,D2,破亿特别直播回放,39588
85,营业悖论 第一季,48466962,662804,50,13,D2,中秋特别语音,36817
86,落池,68756602,1352939,15,0,B,落池·番外,22032
87,娑婆,2007373,38965,32,21,D2,第十八集,93178
88,杀破狼 第一季,51188795,1018880,16,11,D2,第一季完结花絮,9888
89,失忆后死对头成了我男朋友？,5582267,104888,48,20,D2,花絮15·恢复,86693
90,AWM 第一季,86240412,1258610,43,20,D2,第十四集·烙印,20284
91,台风眼 第二季,30080147,164428,50,32,D2,完结 FT,68664
92,提灯看刺刀 上季,15007533,244450,32,8,D2,花絮·韩楚,77771
93,嫡谋·第一季,409697,10289,18,9,D2,第十一集·「春深局变」,94462
94,放学后别来我办公室 全一季,705984,19631,15,3,D2,第五课「人间烟火」,86868
95,难言之欲,284536,11149,11,4,D2,E5,94857
96,乘鸾 第一季,115030,4800,11,1,D2,主题曲《渡魂引》,94849
97,告白 第一季,21599808,373244,54,12,D2,1000w福利·早安·周京泽,59041
98,我在无限游戏里封神 第二季（上）,20945803,335610,42,11,D2,花絮06,71605
99,将进酒 第二季,73150039,816377,45,22,D2,第二季完结FT,30383
100,偏偏宠爱,17942385,367931,49,13,D2,四百万语音·江忍,52353
